ano,sexo,gr_et,edad_grupo,conteo_defunciones
2008,2,1,6,1
2008,2,1,7,5
2008,2,1,8,5
2008,2,2,9,3
2008,2,3,10,3
2008,2,4,11,10
2008,2,5,12,14
2008,2,6,13,18
2008,2,7,14,14
2008,2,8,15,18
2008,2,9,16,21
2008,2,10,17,17
2008,2,11,18,17
2008,2,12,19,26
2008,2,13,20,19
2008,2,14,21,32
2008,2,15,22,31
2008,2,16,23,27
2008,2,17,24,28
2008,2,17,25,19
2008,2,17,26,7
2008,2,17,27,1
2009,1,1,6,2
2009,1,1,7,3
2009,1,1,8,5
2009,1,2,9,6
2009,1,3,10,5
2009,1,4,11,3
2009,1,5,12,21
2009,1,6,13,27
2009,1,7,14,22
2009,1,8,15,25
2009,1,9,16,41
2009,1,10,17,59
2009,1,11,18,63
2009,1,12,19,82
2009,1,13,20,59
2009,1,14,21,74
2009,1,15,22,61
2009,1,16,23,57
2009,1,17,24,63
2009,1,17,25,34
2009,1,17,26,14
2009,1,17,27,3
2009,1,17,28,1
2009,2,1,6,4
2009,2,1,7,4
2009,2,1,8,4
2009,2,2,9,3
2009,2,3,10,3
2009,2,4,11,9
2009,2,5,12,16
2009,2,6,13,14
2009,2,7,14,22
2009,2,8,15,17
2009,2,9,16,19
2009,2,10,17,21
2009,2,11,18,28
2009,2,12,19,20
2009,2,13,20,26
2009,2,14,21,23
2009,2,15,22,37
2009,2,16,23,39
2009,2,17,24,21
2009,2,17,25,13
2009,2,17,26,11
2009,2,17,27,3
2010,1,1,5,1
2010,1,1,6,4
2010,1,1,7,3
2010,1,1,8,2
2010,1,2,9,5
2010,1,3,10,5
2010,1,4,11,9
2010,1,5,12,12
2010,1,6,13,30
2010,1,7,14,29
2010,1,8,15,38
2010,1,9,16,23
2010,1,10,17,59
2010,1,11,18,58
2010,1,12,19,64
2010,1,13,20,61
2010,1,14,21,60
2010,1,15,22,62
2010,1,16,23,55
2010,1,17,24,43
2010,1,17,25,27
2010,1,17,26,8
2010,1,17,27,2
2010,2,1,7,1
2010,2,1,8,2
2010,2,2,9,4
2010,2,3,10,5
2010,2,4,11,5
2010,2,5,12,8
2010,2,6,13,12
2010,2,7,14,13
2010,2,8,15,13
2010,2,9,16,23
2010,2,10,17,21
2010,2,11,18,21
2010,2,12,19,18
2010,2,13,20,23
2010,2,14,21,24
2010,2,15,22,24
2010,2,16,23,37
2010,2,17,24,30
2010,2,17,25,15
2010,2,17,26,7
2010,2,17,27,1
2010,2,17,28,1
2011,1,1,6,3
2011,1,1,7,1
2011,1,1,8,4
2011,1,2,9,2
2011,1,3,10,2
2011,1,4,11,8
2011,1,5,12,19
2011,1,6,13,21
2011,1,7,14,24
2011,1,8,15,28
2011,1,9,16,29
2011,1,10,17,53
2011,1,11,18,64
2011,1,12,19,51
2011,1,13,20,53
2011,1,14,21,54
2011,1,15,22,62
2011,1,16,23,51
2011,1,17,24,57
2011,1,17,25,23
2011,1,17,26,11
2011,1,17,27,4
2011,2,1,5,1
2011,2,1,6,1
2011,2,1,7,1
2011,2,1,8,3
2011,2,2,9,3
2011,2,3,10,1
2011,2,4,11,7
2011,2,5,12,11
2011,2,6,13,11
2011,2,7,14,16
2011,2,8,15,12
2011,2,9,16,12
2011,2,10,17,19
2011,2,11,18,27
2011,2,12,19,19
2011,2,13,20,21
2011,2,14,21,21
2011,2,15,22,21
2011,2,16,23,29
2011,2,17,24,21
2011,2,17,25,16
2011,2,17,26,4
2011,2,17,27,1
2012,1,1,5,2
2012,1,1,7,2
2012,1,1,8,3
2012,1,2,9,1
2012,1,3,10,1
2012,1,4,11,5
2012,1,5,12,17
2012,1,6,13,17
2012,1,7,14,32
2012,1,8,15,30
2012,1,9,16,40
2012,1,10,17,46
2012,1,11,18,55
2012,1,12,19,63
2012,1,13,20,63
2012,1,14,21,64
2012,1,15,22,54
2012,1,16,23,72
2012,1,17,24,54
2012,1,17,25,30
2012,1,17,26,7
2012,1,17,27,4
2012,2,1,5,1
2012,2,1,6,2
2012,2,1,7,2
2012,2,3,10,1
2012,2,4,11,7
2012,2,5,12,10
2012,2,6,13,10
2012,2,7,14,19
2012,2,8,15,13
2012,2,9,16,17
2012,2,10,17,20
2012,2,11,18,14
2012,2,12,19,21
2012,2,13,20,23
2012,2,14,21,28
2012,2,15,22,32
2012,2,16,23,25
2012,2,17,24,30
2012,2,17,25,16
2012,2,17,26,10
2012,2,17,27,2
2013,1,1,6,3
2013,1,1,7,3
2013,1,1,8,7
2013,1,2,9,1
2013,1,4,11,6
2013,1,5,12,11
2013,1,6,13,26
2013,1,7,14,27
2013,1,8,15,25
2013,1,9,16,33
2013,1,10,17,45
2013,1,11,18,67
2013,1,12,19,62
2013,1,13,20,72
2013,1,14,21,67
2013,1,15,22,82
2013,1,16,23,58
2013,1,17,24,42
2013,1,17,25,37
2013,1,17,26,20
2013,1,17,27,4
2013,2,1,7,4
2013,2,1,8,5
2013,2,2,9,1
2013,2,3,10,2
2013,2,4,11,8
2013,2,5,12,12
2013,2,6,13,17
2013,2,7,14,10
2013,2,8,15,11
2013,2,9,16,13
2013,2,10,17,25
2013,2,11,18,18
2013,2,12,19,16
2013,2,13,20,26
2013,2,14,21,21
2013,2,15,22,22
2013,2,16,23,37
2013,2,17,24,32
2013,2,17,25,16
2013,2,17,26,6
2013,2,17,27,3
2013,2,17,28,1
2014,1,1,5,2
2014,1,1,7,1
2014,1,1,8,3
2014,1,2,9,2
2014,1,3,10,4
2014,1,4,11,9
2014,1,5,12,18
2014,1,6,13,21
2014,1,7,14,29
2014,1,8,15,25
2014,1,9,16,25
2014,1,10,17,36
2014,1,11,18,56
2014,1,12,19,73
2014,1,13,20,72
2014,1,14,21,70
2014,1,15,22,73
2014,1,16,23,91
2014,1,17,24,56
2014,1,17,25,35
2014,1,17,26,15
2014,1,17,27,1
2014,1,17,28,1
2014,2,1,6,2
2014,2,1,8,3
2014,2,2,9,1
2014,2,4,11,3
2014,2,5,12,16
2014,2,6,13,14
2014,2,7,14,10
2014,2,8,15,15
2014,2,9,16,14
2014,2,10,17,24
2014,2,11,18,24
2014,2,12,19,28
2014,2,13,20,19
2014,2,14,21,20
2014,2,15,22,30
2014,2,16,23,30
2014,2,17,24,31
2014,2,17,25,21
2014,2,17,26,4
2014,2,17,27,3
2015,1,1,7,3
2015,1,1,8,3
2015,1,2,9,6
2015,1,4,11,2
2015,1,5,12,12
2015,1,6,13,26
2015,1,7,14,29
2015,1,8,15,25
2015,1,9,16,32
2015,1,10,17,42
2015,1,11,18,64
2015,1,12,19,71
2015,1,13,20,77
2015,1,14,21,77
2015,1,15,22,62
2015,1,16,23,85
2015,1,17,24,55
2015,1,17,25,40
2015,1,17,26,13
2015,1,17,27,3
2015,2,1,6,1
2015,2,1,7,1
2015,2,1,8,1
2015,2,3,10,3
2015,2,4,11,10
2015,2,5,12,10
2015,2,6,13,15
2015,2,7,14,9
2015,2,8,15,8
2015,2,9,16,12
2015,2,10,17,22
2015,2,11,18,17
2015,2,12,19,23
2015,2,13,20,21
2015,2,14,21,22
2015,2,15,22,28
2015,2,16,23,31
2015,2,17,24,24
2015,2,17,25,29
2015,2,17,26,7
2015,2,17,27,2
2016,1,1,6,1
2016,1,1,7,3
2016,1,1,8,2
2016,1,2,9,1
2016,1,3,10,4
2016,1,4,11,9
2016,1,5,12,14
2016,1,6,13,16
2016,1,7,14,27
2016,1,8,15,30
2016,1,9,16,42
2016,1,10,17,36
2016,1,11,18,57
2016,1,12,19,70
2016,1,13,20,84
2016,1,14,21,88
2016,1,15,22,87
2016,1,16,23,80
2016,1,17,24,44
2016,1,17,25,32
2016,1,17,26,15
2016,1,17,27,6
2016,2,1,5,1
2016,2,1,7,3
2016,2,2,9,1
2016,2,4,11,8
2016,2,5,12,14
2016,2,6,13,9
2016,2,7,14,18
2016,2,8,15,12
2016,2,9,16,13
2016,2,10,17,17
2016,2,11,18,26
2016,2,12,19,19
2016,2,13,20,23
2016,2,14,21,25
2016,2,15,22,27
2016,2,16,23,32
2016,2,17,24,35
2016,2,17,25,24
2016,2,17,26,11
2016,2,17,27,3
2017,1,1,6,1
2017,1,1,7,2
2017,1,1,8,3
2017,1,2,9,1
2017,1,3,10,4
2017,1,4,11,7
2017,1,5,12,15
2017,1,6,13,39
2017,1,7,14,35
2017,1,8,15,17
2017,1,9,16,38
2017,1,10,17,28
2017,1,11,18,50
2017,1,12,19,61
2017,1,13,20,75
2017,1,14,21,84
2017,1,15,22,84
2017,1,16,23,77
2017,1,17,24,62
2017,1,17,25,49
2017,1,17,26,12
2017,1,17,27,2
2017,2,1,6,1
2017,2,1,8,2
2017,2,3,10,2
2017,2,4,11,5
2017,2,5,12,6
2017,2,6,13,7
2017,2,7,14,10
2017,2,8,15,13
2017,2,9,16,15
2017,2,10,17,19
2017,2,11,18,13
2017,2,12,19,12
2017,2,13,20,18
2017,2,14,21,33
2017,2,15,22,28
2017,2,16,23,26
2017,2,17,24,36
2017,2,17,25,16
2017,2,17,26,12
2017,2,17,27,2
2018,1,1,5,3
2018,1,1,7,2
2018,1,1,8,1
2018,1,3,10,1
2018,1,4,11,10
2018,1,5,12,21
2018,1,6,13,28
2018,1,7,14,37
2018,1,8,15,40
2018,1,9,16,41
2018,1,10,17,33
2018,1,11,18,47
2018,1,12,19,81
2018,1,13,20,86
2018,1,14,21,95
2018,1,15,22,88
2018,1,16,23,81
2018,1,17,24,74
2018,1,17,25,48
2018,1,17,26,8
2018,1,17,27,2
2018,1,17,28,1
2018,2,1,7,2
2018,2,1,8,4
2018,2,2,9,2
2018,2,3,10,5
2018,2,4,11,7
2018,2,5,12,8
2018,2,6,13,12
2018,2,7,14,14
2018,2,8,15,14
2018,2,9,16,20
2018,2,10,17,17
2018,2,11,18,22
2018,2,12,19,29
2018,2,13,20,24
2018,2,14,21,35
2018,2,15,22,30
2018,2,16,23,31
2018,2,17,24,30
2018,2,17,25,22
2018,2,17,26,7
2019,1,1,5,1
2019,1,1,6,1
2019,1,1,7,1
2019,1,1,8,3
2019,1,2,9,2
2019,1,3,10,4
2019,1,4,11,7
2019,1,5,12,23
2019,1,6,13,31
2019,1,7,14,38
2019,1,8,15,33
2019,1,9,16,30
2019,1,10,17,48
2019,1,11,18,49
2019,1,12,19,60
2019,1,13,20,75
2019,1,14,21,92
2019,1,15,22,83
2019,1,16,23,78
2019,1,17,24,73
2019,1,17,25,32
2019,1,17,26,21
2019,1,17,27,4
2019,2,1,5,1
2019,2,1,6,2
2019,2,1,7,2
2019,2,1,8,3
2019,2,2,9,1
2019,2,3,10,2
2019,2,4,11,8
2019,2,5,12,7
2019,2,6,13,17
2019,2,7,14,19
2019,2,8,15,12
2019,2,9,16,18
2019,2,10,17,19
2019,2,11,18,25
2019,2,12,19,32
2019,2,13,20,32
2019,2,14,21,43
2019,2,15,22,24
2019,2,16,23,41
2019,2,17,24,33
2019,2,17,25,21
2019,2,17,26,8
2019,2,17,27,5
2020,1,1,7,1
2020,1,1,8,2
2020,1,2,9,1
2020,1,3,10,2
2020,1,4,11,11
2020,1,5,12,17
2020,1,6,13,37
2020,1,7,14,28
2020,1,8,15,40
2020,1,9,16,34
2020,1,10,17,33
2020,1,11,18,40
2020,1,12,19,59
2020,1,13,20,74
2020,1,14,21,77
2020,1,15,22,70
2020,1,16,23,70
2020,1,17,24,42
2020,1,17,25,30
2020,1,17,26,15
2020,1,17,27,2
2020,2,1,6,3
2020,2,1,7,1
2020,2,2,9,4
2020,2,3,10,4
2020,2,4,11,7
2020,2,5,12,12
2020,2,6,13,17
2020,2,7,14,12
2020,2,8,15,6
2020,2,9,16,14
2020,2,10,17,15
2020,2,11,18,25
2020,2,12,19,26
2020,2,13,20,29
2020,2,14,21,35
2020,2,15,22,32
2020,2,16,23,21
2020,2,17,24,23
2020,2,17,25,28
2020,2,17,26,8
2020,2,17,27,3
2021,1,1,5,1
2021,1,1,7,4
2021,1,1,8,5
2021,1,2,9,2
2021,1,3,10,2
2021,1,4,11,13
2021,1,5,12,24
2021,1,6,13,43
2021,1,7,14,55
2021,1,8,15,42
2021,1,9,16,58
2021,1,10,17,32
2021,1,11,18,55
2021,1,12,19,74
2021,1,13,20,84
2021,1,14,21,90
2021,1,15,22,80
2021,1,16,23,63
2021,1,17,24,59
2021,1,17,25,32
2021,1,17,26,13
2021,1,17,27,1
2021,1,17,28,1
2021,2,1,5,1
2021,2,1,8,1
2021,2,3,10,2
2021,2,4,11,8
2021,2,5,12,21
2021,2,6,13,11
2021,2,7,14,21
2021,2,8,15,16
2021,2,9,16,20
2021,2,10,17,19
2021,2,11,18,17
2021,2,12,19,34
2021,2,13,20,38
2021,2,14,21,35
2021,2,15,22,28
2021,2,16,23,22
2021,2,17,24,26
2021,2,17,25,27
2021,2,17,26,5
2021,2,17,27,2
2022,1,1,5,3
2022,1,1,6,1
2022,1,1,7,1
2022,1,1,8,5
2022,1,2,9,1
2022,1,3,10,2
2022,1,4,11,13
2022,1,5,12,39
2022,1,6,13,50
2022,1,7,14,50
2022,1,8,15,55
2022,1,9,16,52
2022,1,10,17,46
2022,1,11,18,57
2022,1,12,19,74
2022,1,13,20,114
2022,1,14,21,118
2022,1,15,22,105
2022,1,16,23,79
2022,1,17,24,81
2022,1,17,25,40
2022,1,17,26,18
2022,1,17,27,3
2022,2,1,5,1
2022,2,1,7,3
2022,2,1,8,3
2022,2,3,10,3
2022,2,4,11,12
2022,2,5,12,18
2022,2,6,13,13
2022,2,7,14,23
2022,2,8,15,14
2022,2,9,16,17
2022,2,10,17,16
2022,2,11,18,18
2022,2,12,19,34
2022,2,13,20,35
2022,2,14,21,36
2022,2,15,22,43
2022,2,16,23,34
2022,2,17,24,35
2022,2,17,25,30
2022,2,17,26,2
2022,2,17,27,5
2023,1,1,7,3
2023,1,1,8,5
2023,1,2,9,4
2023,1,4,11,8
2023,1,5,12,36
2023,1,6,13,64
2023,1,7,14,66
2023,1,8,15,58
2023,1,9,16,64
2023,1,10,17,51
2023,1,11,18,64
2023,1,12,19,91
2023,1,13,20,111
2023,1,14,21,101
2023,1,15,22,128
2023,1,16,23,99
2023,1,17,24,96
2023,1,17,25,44
2023,1,17,26,15
2023,1,17,27,5
2023,1,17,28,2
2023,2,1,6,1
2023,2,1,7,2
2023,2,1,8,1
2023,2,2,9,2
2023,2,3,10,5
2023,2,4,11,12
2023,2,5,12,14
2023,2,6,13,30
2023,2,7,14,19
2023,2,8,15,20
2023,2,9,16,28
2023,2,10,17,21
2023,2,11,18,24
2023,2,12,19,36
2023,2,13,20,26
2023,2,14,21,40
2023,2,15,22,46
2023,2,16,23,44
2023,2,17,24,44
2023,2,17,25,26
2023,2,17,26,7
2023,2,17,27,5
