ano,sexo,edad,poblacion
1999,hombre,89,5522
2000,hombre,89,5853
2001,hombre,89,62
2002,hombre,89,6572
2003,hombre,89,6898
2004,hombre,89,7212
2005,hombre,89,7601
2006,hombre,89,7987
2007,hombre,89,841
2008,hombre,89,11682
2009,hombre,89,1189
2010,hombre,89,12015
2011,hombre,89,12351
2012,hombre,89,13578
2013,hombre,89,14734
2014,hombre,89,15672
2015,hombre,89,16379
2016,hombre,89,16987
2017,hombre,89,17445
1979,hombre,90,2408
1980,hombre,90,2676
1981,hombre,90,2946
1982,hombre,90,3218
1983,hombre,90,3468
1984,hombre,90,3706
1985,hombre,90,8656
1986,hombre,90,774
1987,hombre,90,6947
1988,hombre,90,6295
1989,hombre,90,5782
1990,hombre,90,5323
1991,hombre,90,4953
1992,hombre,90,4645
1993,hombre,90,4446
1994,hombre,90,4233
1995,hombre,90,4051
1996,hombre,90,4224
1997,hombre,90,4183
1998,hombre,90,4246
1999,hombre,90,4436
2000,hombre,90,4667
2001,hombre,90,4965
2002,hombre,90,5271
2003,hombre,90,5602
2004,hombre,90,5893
2005,hombre,90,6215
2006,hombre,90,6522
2007,hombre,90,688
2008,hombre,90,727
2009,hombre,90,10418
2010,hombre,90,10568
2011,hombre,90,10655
2012,hombre,90,10933
2013,hombre,90,12068
2014,hombre,90,13131
2015,hombre,90,13989
2016,hombre,90,1462
2017,hombre,90,15183
1979,hombre,91,1806
1980,hombre,91,2038
1981,hombre,91,2281
1982,hombre,91,2525
1983,hombre,91,2769
1984,hombre,91,2993
1985,hombre,91,7837
1986,hombre,91,6966
1987,hombre,91,6244
1988,hombre,91,5618
1989,hombre,91,5101
1990,hombre,91,4694
1991,hombre,91,4331
1992,hombre,91,4038
1993,hombre,91,3833
1994,hombre,91,3644
1995,hombre,91,3486
1996,hombre,91,3348
1997,hombre,91,3508
1998,hombre,91,349
1999,hombre,91,3554
2000,hombre,91,3722
2001,hombre,91,3921
2002,hombre,91,4183
2003,hombre,91,4455
2004,hombre,91,4749
2005,hombre,91,5057
2006,hombre,91,5293
2007,hombre,91,5574
2008,hombre,91,5903
2009,hombre,91,6261
2010,hombre,91,927
2011,hombre,91,9367
2012,hombre,91,9413
2013,hombre,91,9634
2014,hombre,91,1069
2015,hombre,91,11665
2016,hombre,91,12455
2017,hombre,91,13014
1979,hombre,92,1309
1980,hombre,92,1517
1981,hombre,92,1726
1982,hombre,92,1946
1983,hombre,92,2166
1984,hombre,92,2384
1985,hombre,92,7019
1986,hombre,92,6223
1987,hombre,92,5542
1988,hombre,92,4984
1989,hombre,92,45
1990,hombre,92,4093
1991,hombre,92,3782
1992,hombre,92,3498
1993,hombre,92,3304
1994,hombre,92,3106
1995,hombre,92,2971
1996,hombre,92,286
1997,hombre,92,276
1998,hombre,92,2901
1999,hombre,92,2894
2000,hombre,92,2956
2001,hombre,92,311
2002,hombre,92,3286
2003,hombre,92,3515
2004,hombre,92,3753
2005,hombre,92,4053
2006,hombre,92,4278
2007,hombre,92,4498
2008,hombre,92,4759
2009,hombre,92,5053
2010,hombre,92,5377
2011,hombre,92,8233
2012,hombre,92,8278
2013,hombre,92,8292
2014,hombre,92,8464
2015,hombre,92,9448
2016,hombre,92,10349
2017,hombre,92,11079
1979,hombre,93,8960
1980,hombre,93,1089
1981,hombre,93,1279
1982,hombre,93,1469
1983,hombre,93,1667
1984,hombre,93,1866
1985,hombre,93,6199
1986,hombre,93,55
1987,hombre,93,4885
1988,hombre,93,4371
1989,hombre,93,3939
1990,hombre,93,3575
1991,hombre,93,3258
1992,hombre,93,302
1993,hombre,93,2823
1994,hombre,93,265
1995,hombre,93,2505
1996,hombre,93,2413
1997,hombre,93,2336
1998,hombre,93,2261
1999,hombre,93,2391
2000,hombre,93,2397
2001,hombre,93,2452
2002,hombre,93,2585
2003,hombre,93,2742
2004,hombre,93,2945
2005,hombre,93,3188
2006,hombre,93,3409
2007,hombre,93,3614
2008,hombre,93,3816
2009,hombre,93,4055
2010,hombre,93,4325
2011,hombre,93,4614
2012,hombre,93,7308
2013,hombre,93,7303
2014,hombre,93,7293
2015,hombre,93,7424
2016,hombre,93,8337
2017,hombre,93,9178
1979,hombre,94,8810
1980,hombre,94,7360
1981,hombre,94,9130
1982,hombre,94,1088
1983,hombre,94,1261
1984,hombre,94,144
1985,hombre,94,5345
1986,hombre,94,4799
1987,hombre,94,427
1988,hombre,94,38
1989,hombre,94,3418
1990,hombre,94,309
1991,hombre,94,2816
1992,hombre,94,2577
1993,hombre,94,242
1994,hombre,94,2242
1995,hombre,94,2125
1996,hombre,94,2018
1997,hombre,94,1955
1998,hombre,94,1905
1999,hombre,94,1851
2000,hombre,94,1965
2001,hombre,94,1977
2002,hombre,94,2041
2003,hombre,94,2152
2004,hombre,94,2288
2005,hombre,94,2505
2006,hombre,94,2664
2007,hombre,94,2867
2008,hombre,94,306
2009,hombre,94,3245
2010,hombre,94,3459
2011,hombre,94,3703
2012,hombre,94,3959
2013,hombre,94,6482
2014,hombre,94,6441
2015,hombre,94,6407
2016,hombre,94,6519
2017,hombre,94,7367
1979,hombre,95,3840
1980,hombre,95,7510
1981,hombre,95,6120
1982,hombre,95,7760
1983,hombre,95,9360
1984,hombre,95,1094
1985,hombre,95,4516
1986,hombre,95,4094
1987,hombre,95,3687
1988,hombre,95,3288
1989,hombre,95,2933
1990,hombre,95,2658
1991,hombre,95,241
1992,hombre,95,2202
1993,hombre,95,207
1994,hombre,95,1913
1995,hombre,95,1777
1996,hombre,95,1702
1997,hombre,95,1622
1998,hombre,95,1585
1999,hombre,95,1551
2000,hombre,95,1518
2001,hombre,95,162
2002,hombre,95,1634
2003,hombre,95,1698
2004,hombre,95,1795
2005,hombre,95,1964
2006,hombre,95,2092
2007,hombre,95,2237
2008,hombre,95,2422
2009,hombre,95,2595
2010,hombre,95,2766
2011,hombre,95,2962
2012,hombre,95,3178
2013,hombre,95,3414
2014,hombre,95,5758
2015,hombre,95,5695
2016,hombre,95,5639
2017,hombre,95,5738
1979,hombre,96,2830
1980,hombre,96,3040
1981,hombre,96,6500
1982,hombre,96,5160
1983,hombre,96,6690
1984,hombre,96,8170
1985,hombre,96,3707
1986,hombre,96,3412
1987,hombre,96,3109
1988,hombre,96,2816
1989,hombre,96,2515
1990,hombre,96,2245
1991,hombre,96,2053
1992,hombre,96,1873
1993,hombre,96,1745
1994,hombre,96,162
1995,hombre,96,151
1996,hombre,96,1416
1997,hombre,96,137
1998,hombre,96,1307
1999,hombre,96,1294
2000,hombre,96,1271
2001,hombre,96,1255
2002,hombre,96,1333
2003,hombre,96,1356
2004,hombre,96,1416
2005,hombre,96,1545
2006,hombre,96,1642
2007,hombre,96,1758
2008,hombre,96,1892
2009,hombre,96,2064
2010,hombre,96,2217
2011,hombre,96,2374
2012,hombre,96,2551
2013,hombre,96,2746
2014,hombre,96,2968
2015,hombre,96,5128
2016,hombre,96,5052
2017,hombre,96,4982
1979,hombre,97,2110
1980,hombre,97,2270
1981,hombre,97,2450
1982,hombre,97,5730
1983,hombre,97,4440
1984,hombre,97,5870
1985,hombre,97,2898
1986,hombre,97,2779
1987,hombre,97,2568
1988,hombre,97,2345
1989,hombre,97,2138
1990,hombre,97,1918
1991,hombre,97,1718
1992,hombre,97,1585
1993,hombre,97,148
1994,hombre,97,136
1995,hombre,97,1275
1996,hombre,97,12
1997,hombre,97,1134
1998,hombre,97,1106
1999,hombre,97,1064
2000,hombre,97,106
2001,hombre,97,1044
2002,hombre,97,1042
2003,hombre,97,1108
2004,hombre,97,1139
2005,hombre,97,1229
2006,hombre,97,1293
2007,hombre,97,1387
2008,hombre,97,15
2009,hombre,97,1614
2010,hombre,97,1778
2011,hombre,97,191
2012,hombre,97,2048
2013,hombre,97,2212
2014,hombre,97,2405
2015,hombre,97,2628
2016,hombre,97,4593
2017,hombre,97,4506
1979,hombre,98,1610
1980,hombre,98,1730
1981,hombre,98,1880
1982,hombre,98,2040
1983,hombre,98,5150
1984,hombre,98,3910
1985,hombre,98,209
1986,hombre,98,2158
1987,hombre,98,2074
1988,hombre,98,1931
1989,hombre,98,1768
1990,hombre,98,1621
1991,hombre,98,1462
1992,hombre,98,1312
1993,hombre,98,125
1994,hombre,98,1148
1995,hombre,98,1065
1996,hombre,98,1008
1997,hombre,98,9590
1998,hombre,98,9130
1999,hombre,98,8930
2000,hombre,98,8730
2001,hombre,98,8750
2002,hombre,98,8650
2003,hombre,98,8790
2004,hombre,98,9350
2005,hombre,98,1007
2006,hombre,98,1042
2007,hombre,98,1103
2008,hombre,98,1194
2009,hombre,98,1302
2010,hombre,98,1398
2011,hombre,98,1548
2012,hombre,98,1667
2013,hombre,98,18
2014,hombre,98,1958
2015,hombre,98,2148
2016,hombre,98,2396
2017,hombre,98,4143
1979,hombre,99,1240
1980,hombre,99,1350
1981,hombre,99,1470
1982,hombre,99,1620
1983,hombre,99,1750
1984,hombre,99,4730
1985,hombre,99,1282
1986,hombre,99,1548
1987,hombre,99,1607
1988,hombre,99,1549
1989,hombre,99,1451
1990,hombre,99,1339
1991,hombre,99,1233
1992,hombre,99,1119
1993,hombre,99,106
1994,hombre,99,9730
1995,hombre,99,9040
1996,hombre,99,8470
1997,hombre,99,8120
1998,hombre,99,7800
1999,hombre,99,7510
2000,hombre,99,7370
2001,hombre,99,7260
2002,hombre,99,7400
2003,hombre,99,7320
2004,hombre,99,7460
2005,hombre,99,8460
2006,hombre,99,8600
2007,hombre,99,8980
2008,hombre,99,9610
2009,hombre,99,1042
2010,hombre,99,1145
2011,hombre,99,1234
2012,hombre,99,1365
2013,hombre,99,1477
2014,hombre,99,1611
2015,hombre,99,1777
2016,hombre,99,1991
2017,hombre,99,2302
1979,hombre,100,2680
1980,hombre,100,2950
1981,hombre,100,3250
1982,hombre,100,3580
1983,hombre,100,3960
1984,hombre,100,4350
1985,hombre,100,2555
1986,hombre,100,2686
1987,hombre,100,2972
1988,hombre,100,3218
1989,hombre,100,3355
1990,hombre,100,3386
1991,hombre,100,3337
1992,hombre,100,3232
1993,hombre,100,3019
1994,hombre,100,2907
1995,hombre,100,2786
1996,hombre,100,2668
1997,hombre,100,2556
1998,hombre,100,2466
1999,hombre,100,2394
2000,hombre,100,2334
2001,hombre,100,2295
2002,hombre,100,2268
2003,hombre,100,2274
2004,hombre,100,2291
2005,hombre,100,2368
2006,hombre,100,2467
2007,hombre,100,2568
2008,hombre,100,2693
2009,hombre,100,2857
2010,hombre,100,3061
2011,hombre,100,3309
2012,hombre,100,3587
2013,hombre,100,3919
2014,hombre,100,4296
2015,hombre,100,4732
2016,hombre,100,5266
2017,hombre,100,5982
1979,mujer,0,372909
1980,mujer,0,379039
1981,mujer,0,384316
1982,mujer,0,38827
1983,mujer,0,390461
1984,mujer,0,395021
1985,mujer,0,397898
1986,mujer,0,399131
1987,mujer,0,403247
1988,mujer,0,407578
1989,mujer,0,41232
1990,mujer,0,417203
1991,mujer,0,421822
1992,mujer,0,426027
1993,mujer,0,430157
1994,mujer,0,430428
1995,mujer,0,43208
1996,mujer,0,432439
1997,mujer,0,431513
1998,mujer,0,429393
1999,mujer,0,426088
2000,mujer,0,421706
2001,mujer,0,416564
2002,mujer,0,411054
2003,mujer,0,40537
2004,mujer,0,399484
2005,mujer,0,389582
2006,mujer,0,386539
2007,mujer,0,382059
2008,mujer,0,378188
2009,mujer,0,374976
2010,mujer,0,372324
2011,mujer,0,37004
2012,mujer,0,36811
2013,mujer,0,366524
2014,mujer,0,365143
2015,mujer,0,364332
2016,mujer,0,364592
2017,mujer,0,365734
1979,mujer,1,361684
1980,mujer,1,368793
1981,mujer,1,375551
1982,mujer,1,3815
1983,mujer,1,386214
1984,mujer,1,389455
1985,mujer,1,393398
1986,mujer,1,394641
1987,mujer,1,396023
1988,mujer,1,400001
1989,mujer,1,404223
1990,mujer,1,40907
1991,mujer,1,414178
1992,mujer,1,419135
1993,mujer,1,423656
1994,mujer,1,427702
1995,mujer,1,428224
1996,mujer,1,429901
1997,mujer,1,43027
1998,mujer,1,429277
1999,mujer,1,4271
2000,mujer,1,423666
2001,mujer,1,419092
2002,mujer,1,413712
2003,mujer,1,407938
2004,mujer,1,401777
2005,mujer,1,393151
2006,mujer,1,388188
2007,mujer,1,385144
2008,mujer,1,380872
2009,mujer,1,377194
2010,mujer,1,374105
2011,mujer,1,371469
2012,mujer,1,36919
2013,mujer,1,367389
2014,mujer,1,365885
2015,mujer,1,364773
2016,mujer,1,365105
2017,mujer,1,366524
1979,mujer,2,352653
1980,mujer,2,359281
1981,mujer,2,36679
1982,mujer,2,373997
1983,mujer,2,38044
1984,mujer,2,385745
1985,mujer,2,390218
1986,mujer,2,391358
1987,mujer,2,392682
1988,mujer,2,394107
1989,mujer,2,397864
1990,mujer,2,401928
1991,mujer,2,406884
1992,mujer,2,412223
1993,mujer,2,417377
1994,mujer,2,422031
1995,mujer,2,426145
1996,mujer,2,426869
1997,mujer,2,42852
1998,mujer,2,428826
1999,mujer,2,427766
2000,mujer,2,42546
2001,mujer,2,421855
2002,mujer,2,417079
2003,mujer,2,411474
2004,mujer,2,405429
2005,mujer,2,397661
2006,mujer,2,392208
2007,mujer,2,387381
2008,mujer,2,384344
2009,mujer,2,380242
2010,mujer,2,376678
2011,mujer,2,37359
2012,mujer,2,370952
2013,mujer,2,368775
2014,mujer,2,367047
2015,mujer,2,365797
2016,mujer,2,365802
2017,mujer,2,367136
1979,mujer,3,345819
1980,mujer,3,351064
1981,mujer,3,357964
1982,mujer,3,365831
1983,mujer,3,373458
1984,mujer,3,380364
1985,mujer,3,386297
1986,mujer,3,388985
1987,mujer,3,390166
1988,mujer,3,391503
1989,mujer,3,392897
1990,mujer,3,396376
1991,mujer,3,400293
1992,mujer,3,405385
1993,mujer,3,410759
1994,mujer,3,416281
1995,mujer,3,420969
1996,mujer,3,425116
1997,mujer,3,425979
1998,mujer,3,427556
1999,mujer,3,427776
2000,mujer,3,426594
2001,mujer,3,424135
2002,mujer,3,420349
2003,mujer,3,415385
2004,mujer,3,40957
2005,mujer,3,402404
2006,mujer,3,396926
2007,mujer,3,391587
2008,mujer,3,386894
2009,mujer,3,383878
2010,mujer,3,37987
2011,mujer,3,376287
2012,mujer,3,373196
2013,mujer,3,370651
2014,mujer,3,368543
2015,mujer,3,36705
2016,mujer,3,366863
2017,mujer,3,367854
1979,mujer,4,340681
1980,mujer,4,344543
1981,mujer,4,349936
1982,mujer,4,35709
1983,mujer,4,365304
1984,mujer,4,373342
1985,mujer,4,380687
1986,mujer,4,385398
1987,mujer,4,388094
1988,mujer,4,389271
1989,mujer,4,390573
1990,mujer,4,391904
1991,mujer,4,395145
1992,mujer,4,39896
1993,mujer,4,403897
1994,mujer,4,409868
1995,mujer,4,415404
1996,mujer,4,420108
1997,mujer,4,424251
1998,mujer,4,425235
1999,mujer,4,426715
2000,mujer,4,426817
2001,mujer,4,425507
2002,mujer,4,422898
2003,mujer,4,418966
2004,mujer,4,413849
2005,mujer,4,407137
2006,mujer,4,401727
2007,mujer,4,396357
2008,mujer,4,391145
2009,mujer,4,386619
2010,mujer,4,383532
2011,mujer,4,379495
2012,mujer,4,3759
2013,mujer,4,372895
2014,mujer,4,37042
2015,mujer,4,368538
2016,mujer,4,368053
2017,mujer,4,368785
1979,mujer,5,338005
1980,mujer,5,339509
1981,mujer,5,343519
1982,mujer,5,349049
1983,mujer,5,356453
1984,mujer,5,365012
1985,mujer,5,373464
1986,mujer,5,379966
1987,mujer,5,384671
1988,mujer,5,387346
1989,mujer,5,388473
1990,mujer,5,389714
1991,mujer,5,391023
1992,mujer,5,394075
1993,mujer,5,397466
1994,mujer,5,40311
1995,mujer,5,409081
1996,mujer,5,414623
1997,mujer,5,419327
1998,mujer,5,423441
1999,mujer,5,424531
2000,mujer,5,425901
2001,mujer,5,425868
2002,mujer,5,42444
2003,mujer,5,421716
2004,mujer,5,417666
2005,mujer,5,411895
2006,mujer,5,406467
2007,mujer,5,401153
2008,mujer,5,395897
2009,mujer,5,390861
2010,mujer,5,38643
2011,mujer,5,383161
2012,mujer,5,379091
2013,mujer,5,375572
2014,mujer,5,372643
2015,mujer,5,370395
2016,mujer,5,36946
2017,mujer,5,369833
1979,mujer,6,337492
1980,mujer,6,336934
1981,mujer,6,338494
1982,mujer,6,342646
1983,mujer,6,348312
1984,mujer,6,355965
1985,mujer,6,364965
1986,mujer,6,372857
1987,mujer,6,379349
1988,mujer,6,38402
1989,mujer,6,386636
1990,mujer,6,387684
1991,mujer,6,388912
1992,mujer,6,390266
1993,mujer,6,392915
1994,mujer,6,39673
1995,mujer,6,402367
1996,mujer,6,408337
1997,mujer,6,413864
1998,mujer,6,418539
1999,mujer,6,422629
2000,mujer,6,423801
2001,mujer,6,42505
2002,mujer,6,424902
2003,mujer,6,423401
2004,mujer,6,420595
2005,mujer,6,416047
2006,mujer,6,411215
2007,mujer,6,405877
2008,mujer,6,400667
2009,mujer,6,395585
2010,mujer,6,39066
2011,mujer,6,386207
2012,mujer,6,382739
2013,mujer,6,37872
2014,mujer,6,375269
2015,mujer,6,372581
2016,mujer,6,371228
2017,mujer,6,371099
1979,mujer,7,338349
1980,mujer,7,336508
1981,mujer,7,335979
1982,mujer,7,337591
1983,mujer,7,341888
1984,mujer,7,347694
1985,mujer,7,355837
1986,mujer,7,364447
1987,mujer,7,372326
1988,mujer,7,378773
1989,mujer,7,383368
1990,mujer,7,385908
1991,mujer,7,386935
1992,mujer,7,388206
1993,mujer,7,389546
1994,mujer,7,392221
1995,mujer,7,396027
1996,mujer,7,401653
1997,mujer,7,407595
1998,mujer,7,413087
1999,mujer,7,417729
2000,mujer,7,421763
2001,mujer,7,423017
2002,mujer,7,424166
2003,mujer,7,423941
2004,mujer,7,422403
2005,mujer,7,419262
2006,mujer,7,41535
2007,mujer,7,410582
2008,mujer,7,40534
2009,mujer,7,400316
2010,mujer,7,395353
2011,mujer,7,390412
2012,mujer,7,385927
2013,mujer,7,38234
2014,mujer,7,378371
2015,mujer,7,375148
2016,mujer,7,373316
2017,mujer,7,372736
1979,mujer,8,339795
1980,mujer,8,337458
1981,mujer,8,335624
1982,mujer,8,335125
1983,mujer,8,336793
1984,mujer,8,34124
1985,mujer,8,347138
1986,mujer,8,355401
1987,mujer,8,363985
1988,mujer,8,371819
1989,mujer,8,378181
1990,mujer,8,382683
1991,mujer,8,385202
1992,mujer,8,386267
1993,mujer,8,387189
1994,mujer,8,38888
1995,mujer,8,391537
1996,mujer,8,395327
1997,mujer,8,400915
1998,mujer,8,406817
1999,mujer,8,412272
2000,mujer,8,416858
2001,mujer,8,420835
2002,mujer,8,422185
2003,mujer,8,423276
2004,mujer,8,42302
2005,mujer,8,421272
2006,mujer,8,418532
2007,mujer,8,414686
2008,mujer,8,410002
2009,mujer,8,404935
2010,mujer,8,400045
2011,mujer,8,395075
2012,mujer,8,390101
2013,mujer,8,385646
2014,mujer,8,381949
2015,mujer,8,378193
2016,mujer,8,375784
2017,mujer,8,374683
1979,mujer,9,341202
1980,mujer,9,338989
1981,mujer,9,336647
1982,mujer,9,334821
1983,mujer,9,334356
1984,mujer,9,336087
1985,mujer,9,339995
1986,mujer,9,346771
1987,mujer,9,354997
1988,mujer,9,363538
1989,mujer,9,37129
1990,mujer,9,377552
1991,mujer,9,382019
1992,mujer,9,384582
1993,mujer,9,385707
1994,mujer,9,386572
1995,mujer,9,388218
1996,mujer,9,390859
1997,mujer,9,394611
1998,mujer,9,400141
1999,mujer,9,405998
2000,mujer,9,411393
2001,mujer,9,41592
2002,mujer,9,419865
2003,mujer,9,42136
2004,mujer,9,422427
2005,mujer,9,422042
2006,mujer,9,420509
2007,mujer,9,417826
2008,mujer,9,414062
2009,mujer,9,409548
2010,mujer,9,40462
2011,mujer,9,399735
2012,mujer,9,394726
2013,mujer,9,389778
2014,mujer,9,385369
2015,mujer,9,381713
2016,mujer,9,378714
2017,mujer,9,377001
1979,mujer,10,34232
1980,mujer,10,340451
1981,mujer,10,338227
1982,mujer,10,335881
1983,mujer,10,334069
1984,mujer,10,333642
1985,mujer,10,333911
1986,mujer,10,339672
1987,mujer,10,346418
1988,mujer,10,354596
1989,mujer,10,363047
1990,mujer,10,370702
1991,mujer,10,376934
1992,mujer,10,381439
1993,mujer,10,38404
1994,mujer,10,385123
1995,mujer,10,385949
1996,mujer,10,387549
1997,mujer,10,390157
1998,mujer,10,393846
1999,mujer,10,399321
2000,mujer,10,405113
2001,mujer,10,410443
2002,mujer,10,41493
2003,mujer,10,41889
2004,mujer,10,420567
2005,mujer,10,421613
2006,mujer,10,421256
2007,mujer,10,419762
2008,mujer,10,417161
2009,mujer,10,413561
2010,mujer,10,409185
2011,mujer,10,404269
2012,mujer,10,399348
2013,mujer,10,394361
2014,mujer,10,389455
2015,mujer,10,385252
2016,mujer,10,382159
2017,mujer,10,379797
1979,mujer,11,342765
1980,mujer,11,341605
1981,mujer,11,339718
1982,mujer,11,337483
1983,mujer,11,335138
1984,mujer,11,333342
1985,mujer,11,331075
1986,mujer,11,333587
1987,mujer,11,339327
1988,mujer,11,346027
1989,mujer,11,354121
1990,mujer,11,362478
1991,mujer,11,370099
1992,mujer,11,376371
1993,mujer,11,380922
1994,mujer,11,383475
1995,mujer,11,384507
1996,mujer,11,3853
1997,mujer,11,386834
1998,mujer,11,389388
1999,mujer,11,393021
2000,mujer,11,398424
2001,mujer,11,404149
2002,mujer,11,40944
2003,mujer,11,413934
2004,mujer,11,417952
2005,mujer,11,419886
2006,mujer,11,420813
2007,mujer,11,420478
2008,mujer,11,419045
2009,mujer,11,416616
2010,mujer,11,413158
2011,mujer,11,408789
2012,mujer,11,403835
2013,mujer,11,398938
2014,mujer,11,393987
2015,mujer,11,389279
2016,mujer,11,38578
2017,mujer,11,38313
1979,mujer,12,342184
1980,mujer,12,34208
1981,mujer,12,340903
1982,mujer,12,338999
1983,mujer,12,336758
1984,mujer,12,33442
1985,mujer,12,330538
1986,mujer,12,330744
1987,mujer,12,333246
1988,mujer,12,33893
1989,mujer,12,345554
1990,mujer,12,353548
1991,mujer,12,36188
1992,mujer,12,369552
1993,mujer,12,37585
1994,mujer,12,380367
1995,mujer,12,382867
1996,mujer,12,383851
1997,mujer,12,384596
1998,mujer,12,386057
1999,mujer,12,388553
2000,mujer,12,392113
2001,mujer,12,397445
2002,mujer,12,403129
2003,mujer,12,408431
2004,mujer,12,412979
2005,mujer,12,416623
2006,mujer,12,419058
2007,mujer,12,419998
2008,mujer,12,419728
2009,mujer,12,418453
2010,mujer,12,416174
2011,mujer,12,412728
2012,mujer,12,408303
2013,mujer,12,40337
2014,mujer,12,398509
2015,mujer,12,393758
2016,mujer,12,389735
2017,mujer,12,386823
1979,mujer,13,340444
1980,mujer,13,341501
1981,mujer,13,341388
1982,mujer,13,340193
1983,mujer,13,338278
1984,mujer,13,336037
1985,mujer,13,331545
1986,mujer,13,330185
1987,mujer,13,330368
1988,mujer,13,332845
1989,mujer,13,338439
1990,mujer,13,344976
1991,mujer,13,352946
1992,mujer,13,361324
1993,mujer,13,369016
1994,mujer,13,375303
1995,mujer,13,379756
1996,mujer,13,382215
1997,mujer,13,383134
1998,mujer,13,383806
1999,mujer,13,385212
2000,mujer,13,387635
2001,mujer,13,391121
2002,mujer,13,396411
2003,mujer,13,402106
2004,mujer,13,407455
2005,mujer,13,412127
2006,mujer,13,415777
2007,mujer,13,418211
2008,mujer,13,419202
2009,mujer,13,419086
2010,mujer,13,417957
2011,mujer,13,41569
2012,mujer,13,412187
2013,mujer,13,40777
2014,mujer,13,402887
2015,mujer,13,398224
2016,mujer,13,394154
2017,mujer,13,390705
1979,mujer,14,337399
1980,mujer,14,339729
1981,mujer,14,340781
1982,mujer,14,340658
1983,mujer,14,339454
1984,mujer,14,337533
1985,mujer,14,333158
1986,mujer,14,331145
1987,mujer,14,329769
1988,mujer,14,329919
1989,mujer,14,332328
1990,mujer,14,337826
1991,mujer,14,344343
1992,mujer,14,352366
1993,mujer,14,360774
1994,mujer,14,368449
1995,mujer,14,374671
1996,mujer,14,379069
1997,mujer,14,381483
1998,mujer,14,382331
1999,mujer,14,382931
2000,mujer,14,384271
2001,mujer,14,386619
2002,mujer,14,390059
2003,mujer,14,395364
2004,mujer,14,401109
2005,mujer,14,40657
2006,mujer,14,41125
2007,mujer,14,414881
2008,mujer,14,417358
2009,mujer,14,41851
2010,mujer,14,418537
2011,mujer,14,417414
2012,mujer,14,415077
2013,mujer,14,411579
2014,mujer,14,407219
2015,mujer,14,402544
2016,mujer,14,398585
2017,mujer,14,395092
1979,mujer,15,33288
1980,mujer,15,336641
1981,mujer,15,338966
1982,mujer,15,340013
1983,mujer,15,339888
1984,mujer,15,338681
1985,mujer,15,334713
1986,mujer,15,332692
1987,mujer,15,330676
1988,mujer,15,329262
1989,mujer,15,329344
1990,mujer,15,331667
1991,mujer,15,33715
1992,mujer,15,343719
1993,mujer,15,351781
1994,mujer,15,360165
1995,mujer,15,367783
1996,mujer,15,373965
1997,mujer,15,378295
1998,mujer,15,380641
1999,mujer,15,381431
2000,mujer,15,38195
2001,mujer,15,383224
2002,mujer,15,385521
2003,mujer,15,388971
2004,mujer,15,394338
2005,mujer,15,400203
2006,mujer,15,405663
2007,mujer,15,410303
2008,mujer,15,413946
2009,mujer,15,416589
2010,mujer,15,41789
2011,mujer,15,417916
2012,mujer,15,416717
2013,mujer,15,414372
2014,mujer,15,410936
2015,mujer,15,406806
2016,mujer,15,402856
2017,mujer,15,399497
1979,mujer,16,326871
1980,mujer,16,332088
1981,mujer,16,335844
1982,mujer,16,338164
1983,mujer,16,339214
1984,mujer,16,339096
1985,mujer,16,336001
1986,mujer,16,334181
1987,mujer,16,332157
1988,mujer,16,330128
1989,mujer,16,328629
1990,mujer,16,328632
1991,mujer,16,330941
1992,mujer,16,336481
1993,mujer,16,343083
1994,mujer,16,351134
1995,mujer,16,359457
1996,mujer,16,367018
1997,mujer,16,37315
1998,mujer,16,377412
1999,mujer,16,379695
2000,mujer,16,380408
2001,mujer,16,380848
2002,mujer,16,382084
2003,mujer,16,384386
2004,mujer,16,387891
2005,mujer,16,393397
2006,mujer,16,399253
2007,mujer,16,404653
2008,mujer,16,409292
2009,mujer,16,413103
2010,mujer,16,415891
2011,mujer,16,417179
2012,mujer,16,417105
2013,mujer,16,41589
2014,mujer,16,413611
2015,mujer,16,410431
2016,mujer,16,407081
2017,mujer,16,403743
1979,mujer,17,319143
1980,mujer,17,326027
1981,mujer,17,331248
1982,mujer,17,3350
1983,mujer,17,337325
1984,mujer,17,338388
1985,mujer,17,336556
1986,mujer,17,335412
1987,mujer,17,333592
1988,mujer,17,331523
1989,mujer,17,329428
1990,mujer,17,327834
1991,mujer,17,327828
1992,mujer,17,330212
1993,mujer,17,335784
1994,mujer,17,342372
1995,mujer,17,350373
1996,mujer,17,35865
1997,mujer,17,366146
1998,mujer,17,372204
1999,mujer,17,376407
2000,mujer,17,37861
2001,mujer,17,37925
2002,mujer,17,379639
2003,mujer,17,380899
2004,mujer,17,383257
2005,mujer,17,386915
2006,mujer,17,392396
2007,mujer,17,398183
2008,mujer,17,403553
2009,mujer,17,408361
2010,mujer,17,412304
2011,mujer,17,41506
2012,mujer,17,416244
2013,mujer,17,416128
2014,mujer,17,414995
2015,mujer,17,413002
2016,mujer,17,410652
2017,mujer,17,407962
1979,mujer,18,310991
1980,mujer,18,318198
1981,mujer,18,325117
1982,mujer,18,330338
1983,mujer,18,334098
1984,mujer,18,336438
1985,mujer,18,335897
1986,mujer,18,335872
1987,mujer,18,334727
1988,mujer,18,33288
1989,mujer,18,330736
1990,mujer,18,328554
1991,mujer,18,326946
1992,mujer,18,327013
1993,mujer,18,329418
1994,mujer,18,335011
1995,mujer,18,341544
1996,mujer,18,349503
