ano,sexo,edad,poblacion
2007,hombre,29,316056
2008,hombre,29,325243
2009,hombre,29,333816
2010,hombre,29,34096
2011,hombre,29,346069
2012,hombre,29,349397
2013,hombre,29,351343
2014,hombre,29,353371
2015,hombre,29,356068
2016,hombre,29,360696
2017,hombre,29,36731
1979,hombre,30,194351
1980,hombre,30,200208
1981,hombre,30,202914
1982,hombre,30,209283
1983,hombre,30,215715
1984,hombre,30,222532
1985,hombre,30,231338
1986,hombre,30,239186
1987,hombre,30,247259
1988,hombre,30,255328
1989,hombre,30,263307
1990,hombre,30,27076
1991,hombre,30,277663
1992,hombre,30,283954
1993,hombre,30,289474
1994,hombre,30,293534
1995,hombre,30,296319
1996,hombre,30,297991
1997,hombre,30,298479
1998,hombre,30,298201
1999,hombre,30,296928
2000,hombre,30,295084
2001,hombre,30,293134
2002,hombre,30,29121
2003,hombre,30,289939
2004,hombre,30,29035
2005,hombre,30,293026
2006,hombre,30,298037
2007,hombre,30,305245
2008,hombre,30,31392
2009,hombre,30,32314
2010,hombre,30,331849
2011,hombre,30,339007
2012,hombre,30,343984
2013,hombre,30,347197
2014,hombre,30,349175
2015,hombre,30,351415
2016,hombre,30,354796
2017,hombre,30,36031
1979,hombre,31,186814
1980,hombre,31,192494
1981,hombre,31,198354
1982,hombre,31,201014
1983,hombre,31,207359
1984,hombre,31,213784
1985,hombre,31,222138
1986,hombre,31,229759
1987,hombre,31,237492
1988,hombre,31,245443
1989,hombre,31,253325
1990,hombre,31,261068
1991,hombre,31,268325
1992,hombre,31,275129
1993,hombre,31,28149
1994,hombre,31,286781
1995,hombre,31,290904
1996,hombre,31,293755
1997,hombre,31,295468
1998,hombre,31,295969
1999,hombre,31,295683
2000,hombre,31,294389
2001,hombre,31,292513
2002,hombre,31,290534
2003,hombre,31,288644
2004,hombre,31,287462
2005,hombre,31,28795
2006,hombre,31,290949
2007,hombre,31,296061
2008,hombre,31,303267
2009,hombre,31,311978
2010,hombre,31,321306
2011,hombre,31,330028
2012,hombre,31,337032
2013,hombre,31,341884
2014,hombre,31,345137
2015,hombre,31,347329
2016,hombre,31,350234
2017,hombre,31,354497
1979,hombre,32,17956
1980,hombre,32,185054
1981,hombre,32,190738
1982,hombre,32,196601
1983,hombre,32,19923
1984,hombre,32,205565
1985,hombre,32,213477
1986,hombre,32,220629
1987,hombre,32,228161
1988,hombre,32,235771
1989,hombre,32,24356
1990,hombre,32,251216
1991,hombre,32,25877
1992,hombre,32,265954
1993,hombre,32,272844
1994,hombre,32,278957
1995,hombre,32,284295
1996,hombre,32,288465
1997,hombre,32,291352
1998,hombre,32,293068
1999,hombre,32,29356
2000,hombre,32,293243
2001,hombre,32,291907
2002,hombre,32,290013
2003,hombre,32,288061
2004,hombre,32,286266
2005,hombre,32,285156
2006,hombre,32,285979
2007,hombre,32,289081
2008,hombre,32,294213
2009,hombre,32,301468
2010,hombre,32,310298
2011,hombre,32,319622
2012,hombre,32,328189
2013,hombre,32,335054
2014,hombre,32,339932
2015,hombre,32,343397
2016,hombre,32,346231
2017,hombre,32,350007
1979,hombre,33,172495
1980,hombre,33,177896
1981,hombre,33,183391
1982,hombre,33,18908
1983,hombre,33,19496
1984,hombre,33,197569
1985,hombre,33,205246
1986,hombre,33,212064
1987,hombre,33,219116
1988,hombre,33,22654
1989,hombre,33,23399
1990,hombre,33,241577
1991,hombre,33,249062
1992,hombre,33,256533
1993,hombre,33,263849
1994,hombre,33,270469
1995,hombre,33,276631
1996,hombre,33,281991
1997,hombre,33,286179
1998,hombre,33,28906
1999,hombre,33,290761
2000,hombre,33,291225
2001,hombre,33,290858
2002,hombre,33,289496
2003,hombre,33,287629
2004,hombre,33,285771
2005,hombre,33,284002
2006,hombre,33,283255
2007,hombre,33,284208
2008,hombre,33,287349
2009,hombre,33,292545
2010,hombre,33,29992
2011,hombre,33,308762
2012,hombre,33,317921
2013,hombre,33,32634
2014,hombre,33,333217
2015,hombre,33,338296
2016,hombre,33,342375
2017,hombre,33,346036
1979,hombre,34,165756
1980,hombre,34,170915
1981,hombre,34,176315
1982,hombre,34,181812
1983,hombre,34,187515
1984,hombre,34,19342
1985,hombre,34,197389
1986,hombre,34,203887
1987,hombre,34,210628
1988,hombre,34,21758
1989,hombre,34,22485
1990,hombre,34,232112
1991,hombre,34,239549
1992,hombre,34,246971
1993,hombre,34,254609
1994,hombre,34,261621
1995,hombre,34,268279
1996,hombre,34,274461
1997,hombre,34,279827
1998,hombre,34,283989
1999,hombre,34,286846
2000,hombre,34,288514
2001,hombre,34,288923
2002,hombre,34,288518
2003,hombre,34,287176
2004,hombre,34,285402
2005,hombre,34,283611
2006,hombre,34,282169
2007,hombre,34,281554
2008,hombre,34,282552
2009,hombre,34,285781
2010,hombre,34,291108
2011,hombre,34,298499
2012,hombre,34,307199
2013,hombre,34,316206
2014,hombre,34,324628
2015,hombre,34,331687
2016,hombre,34,337344
2017,hombre,34,342233
1979,hombre,35,159237
1980,hombre,35,164253
1981,hombre,35,16941
1982,hombre,35,174807
1983,hombre,35,180312
1984,hombre,35,186037
1985,hombre,35,189855
1986,hombre,35,19608
1987,hombre,35,202508
1988,hombre,35,209161
1989,hombre,35,215978
1990,hombre,35,223062
1991,hombre,35,230177
1992,hombre,35,237577
1993,hombre,35,245152
1994,hombre,35,252534
1995,hombre,35,259543
1996,hombre,35,266228
1997,hombre,35,272397
1998,hombre,35,277743
1999,hombre,35,281861
2000,hombre,35,284672
2001,hombre,35,286287
2002,hombre,35,286657
2003,hombre,35,286262
2004,hombre,35,285006
2005,hombre,35,283283
2006,hombre,35,281819
2007,hombre,35,280515
2008,hombre,35,279961
2009,hombre,35,281047
2010,hombre,35,284426
2011,hombre,35,289792
2012,hombre,35,297062
2013,hombre,35,305608
2014,hombre,35,314604
2015,hombre,35,323201
2016,hombre,35,330807
2017,hombre,35,337218
1979,hombre,36,152947
1980,hombre,36,157797
1981,hombre,36,162807
1982,hombre,36,167956
1983,hombre,36,173357
1984,hombre,36,178875
1985,hombre,36,182631
1986,hombre,36,188591
1987,hombre,36,19475
1988,hombre,36,201097
1989,hombre,36,207619
1990,hombre,36,21427
1991,hombre,36,221216
1992,hombre,36,228302
1993,hombre,36,235862
1994,hombre,36,243199
1995,hombre,36,250597
1996,hombre,36,257591
1997,hombre,36,264275
1998,hombre,36,270397
1999,hombre,36,2757
2000,hombre,36,279762
2001,hombre,36,282516
2002,hombre,36,284083
2003,hombre,36,284469
2004,hombre,36,284151
2005,hombre,36,282973
2006,hombre,36,281525
2007,hombre,36,280197
2008,hombre,36,278961
2009,hombre,36,278501
2010,hombre,36,279739
2011,hombre,36,283167
2012,hombre,36,288444
2013,hombre,36,295586
2014,hombre,36,304127
2015,hombre,36,313285
2016,hombre,36,322382
2017,hombre,36,33071
1979,hombre,37,146974
1980,hombre,37,151569
1981,hombre,37,156408
1982,hombre,37,161407
1983,hombre,37,166554
1984,hombre,37,171963
1985,hombre,37,175596
1986,hombre,37,181387
1987,hombre,37,1873
1988,hombre,37,19339
1989,hombre,37,199616
1990,hombre,37,20598
1991,hombre,37,212511
1992,hombre,37,21943
1993,hombre,37,226708
1994,hombre,37,234014
1995,hombre,37,241358
1996,hombre,37,248744
1997,hombre,37,255714
1998,hombre,37,262364
1999,hombre,37,268429
2000,hombre,37,273673
2001,hombre,37,277655
2002,hombre,37,280372
2003,hombre,37,281944
2004,hombre,37,282404
2005,hombre,37,282157
2006,hombre,37,281258
2007,hombre,37,279926
2008,hombre,37,278652
2009,hombre,37,277513
2010,hombre,37,277219
2011,hombre,37,278528
2012,hombre,37,281879
2013,hombre,37,287058
2014,hombre,37,294203
2015,hombre,37,302891
2016,hombre,37,312525
2017,hombre,37,322281
1979,hombre,38,14138
1980,hombre,38,14565
1981,hombre,38,150234
1982,hombre,38,155059
1983,hombre,38,160051
1984,hombre,38,165201
1985,hombre,38,168777
1986,hombre,38,174382
1987,hombre,38,180136
1988,hombre,38,18597
1989,hombre,38,191952
1990,hombre,38,198029
1991,hombre,38,204281
1992,hombre,38,210799
1993,hombre,38,217905
1994,hombre,38,224957
1995,hombre,38,232258
1996,hombre,38,239594
1997,hombre,38,246949
1998,hombre,38,25387
1999,hombre,38,260463
2000,hombre,38,26647
2001,hombre,38,271641
2002,hombre,38,275557
2003,hombre,38,278288
2004,hombre,38,279928
2005,hombre,38,280458
2006,hombre,38,280468
2007,hombre,38,279684
2008,hombre,38,278397
2009,hombre,38,277203
2010,hombre,38,276234
2011,hombre,38,276021
2012,hombre,38,277274
2013,hombre,38,28055
2014,hombre,38,285744
2015,hombre,38,293048
2016,hombre,38,302181
2017,hombre,38,312437
1979,hombre,39,136638
1980,hombre,39,140107
1981,hombre,39,144364
1982,hombre,39,148932
1983,hombre,39,153747
1984,hombre,39,158738
1985,hombre,39,16212
1986,hombre,39,16758
1987,hombre,39,17315
1988,hombre,39,178851
1989,hombre,39,184571
1990,hombre,39,190414
1991,hombre,39,196388
1992,hombre,39,202629
1993,hombre,39,209321
1994,hombre,39,216232
1995,hombre,39,223282
1996,hombre,39,230559
1997,hombre,39,237871
1998,hombre,39,245169
1999,hombre,39,252033
2000,hombre,39,25855
2001,hombre,39,264485
2002,hombre,39,269605
2003,hombre,39,273501
2004,hombre,39,276315
2005,hombre,39,278013
2006,hombre,39,278792
2007,hombre,39,278905
2008,hombre,39,278154
2009,hombre,39,276946
2010,hombre,39,275904
2011,hombre,39,275019
2012,hombre,39,274785
2013,hombre,39,275985
2014,hombre,39,279293
2015,hombre,39,284638
2016,hombre,39,292367
2017,hombre,39,302082
1979,hombre,40,132293
1980,hombre,40,13541
1981,hombre,40,138867
1982,hombre,40,143107
1983,hombre,40,147664
1984,hombre,40,152473
1985,hombre,40,155752
1986,hombre,40,160952
1987,hombre,40,166372
1988,hombre,40,171878
1989,hombre,40,177487
1990,hombre,40,183063
1991,hombre,40,188816
1992,hombre,40,19478
1993,hombre,40,201176
1994,hombre,40,207712
1995,hombre,40,214617
1996,hombre,40,221641
1997,hombre,40,228882
1998,hombre,40,236147
1999,hombre,40,243379
2000,hombre,40,250178
2001,hombre,40,256609
2002,hombre,40,262486
2003,hombre,40,26761
2004,hombre,40,271554
2005,hombre,40,274437
2006,hombre,40,276369
2007,hombre,40,277246
2008,hombre,40,277371
2009,hombre,40,276679
2010,hombre,40,275628
2011,hombre,40,274675
2012,hombre,40,273761
2013,hombre,40,273505
2014,hombre,40,274754
2015,hombre,40,278209
2016,hombre,40,283961
2017,hombre,40,292249
1979,hombre,41,128465
1980,hombre,41,131093
1981,hombre,41,134197
1982,hombre,41,137636
1983,hombre,41,141862
1984,hombre,41,14641
1985,hombre,41,149569
1986,hombre,41,154603
1987,hombre,41,159759
1988,hombre,41,165126
1989,hombre,41,170526
1990,hombre,41,176013
1991,hombre,41,181489
1992,hombre,41,187243
1993,hombre,41,193356
1994,hombre,41,199609
1995,hombre,41,206139
1996,hombre,41,21302
1997,hombre,41,22002
1998,hombre,41,227199
1999,hombre,41,234403
2000,hombre,41,241562
2001,hombre,41,248285
2002,hombre,41,254649
2003,hombre,41,260524
2004,hombre,41,265701
2005,hombre,41,269767
2006,hombre,41,272814
2007,hombre,41,274813
2008,hombre,41,275701
2009,hombre,41,275875
2010,hombre,41,275324
2011,hombre,41,274365
2012,hombre,41,273391
2013,hombre,41,272469
2014,hombre,41,272279
2015,hombre,41,27368
2016,hombre,41,277512
2017,hombre,41,283799
1979,hombre,42,12528
1980,hombre,42,127286
1981,hombre,42,129903
1982,hombre,42,132989
1983,hombre,42,136412
1984,hombre,42,140624
1985,hombre,42,143579
1986,hombre,42,148416
1987,hombre,42,153413
1988,hombre,42,158519
1989,hombre,42,163794
1990,hombre,42,169066
1991,hombre,42,174468
1992,hombre,42,179943
1993,hombre,42,185826
1994,hombre,42,191838
1995,hombre,42,198074
1996,hombre,42,20458
1997,hombre,42,211422
1998,hombre,42,218374
1999,hombre,42,22549
2000,hombre,42,232622
2001,hombre,42,239703
2002,hombre,42,246371
2003,hombre,42,25271
2004,hombre,42,258643
2005,hombre,42,263868
2006,hombre,42,268144
2007,hombre,42,271276
2008,hombre,42,273259
2009,hombre,42,274177
2010,hombre,42,274489
2011,hombre,42,274022
2012,hombre,42,27305
2013,hombre,42,272066
2014,hombre,42,271221
2015,hombre,42,271181
2016,hombre,42,272949
2017,hombre,42,277289
1979,hombre,43,122676
1980,hombre,43,12411
1981,hombre,43,126104
1982,hombre,43,128704
1983,hombre,43,131773
1984,hombre,43,135183
1985,hombre,43,13786
1986,hombre,43,142429
1987,hombre,43,147244
1988,hombre,43,152179
1989,hombre,43,157202
1990,hombre,43,162354
1991,hombre,43,167536
1992,hombre,43,172947
1993,hombre,43,178555
1994,hombre,43,18433
1995,hombre,43,190333
1996,hombre,43,196541
1997,hombre,43,203017
1998,hombre,43,209804
1999,hombre,43,2167
2000,hombre,43,223751
2001,hombre,43,230801
2002,hombre,43,237812
2003,hombre,43,244474
2004,hombre,43,250856
2005,hombre,43,25686
2006,hombre,43,262261
2007,hombre,43,26659
2008,hombre,43,269706
2009,hombre,43,271714
2010,hombre,43,272751
2011,hombre,43,27314
2012,hombre,43,272663
2013,hombre,43,271697
2014,hombre,43,27078
2015,hombre,43,27009
2016,hombre,43,270391
2017,hombre,43,27265
1979,hombre,44,119403
1980,hombre,44,121498
1981,hombre,44,122925
1982,hombre,44,124902
1983,hombre,44,127488
1984,hombre,44,130543
1985,hombre,44,132483
1986,hombre,44,13671
1987,hombre,44,141247
1988,hombre,44,146023
1989,hombre,44,150861
1990,hombre,44,155773
1991,hombre,44,160846
1992,hombre,44,166029
1993,hombre,44,171542
1994,hombre,44,177076
1995,hombre,44,182852
1996,hombre,44,188825
1997,hombre,44,1950
1998,hombre,44,201429
1999,hombre,44,208157
2000,hombre,44,214986
2001,hombre,44,221957
2002,hombre,44,228946
2003,hombre,44,235946
2004,hombre,44,24265
2005,hombre,44,249106
2006,hombre,44,255264
2007,hombre,44,260702
2008,hombre,44,265003
2009,hombre,44,268127
2010,hombre,44,270238
2011,hombre,44,271349
2012,hombre,44,271728
2013,hombre,44,271254
2014,hombre,44,270365
2015,hombre,44,269594
2016,hombre,44,269243
2017,hombre,44,270001
1979,hombre,45,116645
1980,hombre,45,118222
1981,hombre,45,120303
1982,hombre,45,121717
1983,hombre,45,123681
1984,hombre,45,126258
1985,hombre,45,127884
1986,hombre,45,131324
1987,hombre,45,13553
1988,hombre,45,14001
1989,hombre,45,144713
1990,hombre,45,149433
1991,hombre,45,154262
1992,hombre,45,159342
1993,hombre,45,164654
1994,hombre,45,17007
1995,hombre,45,175593
1996,hombre,45,181355
1997,hombre,45,187292
1998,hombre,45,193418
1999,hombre,45,199792
2000,hombre,45,206458
2001,hombre,45,213209
2002,hombre,45,220123
2003,hombre,45,227098
2004,hombre,45,234142
2005,hombre,45,240915
2006,hombre,45,247512
2007,hombre,45,253702
2008,hombre,45,259101
2009,hombre,45,263387
2010,hombre,45,266604
2011,hombre,45,268772
2012,hombre,45,269877
2013,hombre,45,270255
2014,hombre,45,269859
2015,hombre,45,269129
2016,hombre,45,268671
2017,hombre,45,26875
1979,hombre,46,113612
1980,hombre,46,115453
1981,hombre,46,117021
1982,hombre,46,119085
1983,hombre,46,120492
1984,hombre,46,122448
1985,hombre,46,123649
1986,hombre,46,126718
1987,hombre,46,130134
1988,hombre,46,134299
1989,hombre,46,138689
1990,hombre,46,143288
1991,hombre,46,147926
1992,hombre,46,152758
1993,hombre,46,157933
1994,hombre,46,163184
1995,hombre,46,168595
1996,hombre,46,174089
1997,hombre,46,179823
1998,hombre,46,185719
1999,hombre,46,191793
2000,hombre,46,198097
2001,hombre,46,204699
2002,hombre,46,211391
2003,hombre,46,218293
2004,hombre,46,225301
2005,hombre,46,232401
2006,hombre,46,239326
2007,hombre,46,245938
2008,hombre,46,252081
2009,hombre,46,257453
2010,hombre,46,261809
2011,hombre,46,265085
2012,hombre,46,267235
2013,hombre,46,268344
2014,hombre,46,268797
2015,hombre,46,268549
2016,hombre,46,268128
2017,hombre,46,268075
1979,hombre,47,109974
1980,hombre,47,112397
1981,hombre,47,114225
1982,hombre,47,11578
1983,hombre,47,117831
1984,hombre,47,119235
1985,hombre,47,11986
1986,hombre,47,122475
1987,hombre,47,125512
1988,hombre,47,128884
1989,hombre,47,13298
1990,hombre,47,137248
1991,hombre,47,141781
1992,hombre,47,146409
1993,hombre,47,151336
1994,hombre,47,15644
1995,hombre,47,161689
1996,hombre,47,167086
1997,hombre,47,172549
1998,hombre,47,178246
1999,hombre,47,184086
2000,hombre,47,190112
2001,hombre,47,196342
2002,hombre,47,202888
2003,hombre,47,20957
2004,hombre,47,21651
2005,hombre,47,22356
2006,hombre,47,2308
2007,hombre,47,237744
2008,hombre,47,244295
2009,hombre,47,250398
2010,hombre,47,255818
2011,hombre,47,260218
2012,hombre,47,263486
2013,hombre,47,265634
2014,hombre,47,266806
2015,hombre,47,267408
2016,hombre,47,267458
2017,hombre,47,267426
1979,hombre,48,105916
1980,hombre,48,108745
1981,hombre,48,111149
1982,hombre,48,11296
1983,hombre,48,114506
1984,hombre,48,116546
1985,hombre,48,11665
1986,hombre,48,118645
1987,hombre,48,121243
1988,hombre,48,124247
1989,hombre,48,127539
1990,hombre,48,131542
1991,hombre,48,135725
1992,hombre,48,14026
1993,hombre,48,144969
1994,hombre,48,149834
1995,hombre,48,15493
1996,hombre,48,160158
1997,hombre,48,165535
1998,hombre,48,170949
1999,hombre,48,176607
2000,hombre,48,182392
2001,hombre,48,188356
2002,hombre,48,194537
2003,hombre,48,201063
2004,hombre,48,20778
2005,hombre,48,214783
2006,hombre,48,221948
2007,hombre,48,229202
2008,hombre,48,236082
2009,hombre,48,242582
2010,hombre,48,248716
2011,hombre,48,254168
2012,hombre,48,258552
2013,hombre,48,261817
2014,hombre,48,264021
2015,hombre,48,265347
2016,hombre,48,266227
2017,hombre,48,266634
1979,hombre,49,102018
1980,hombre,49,104679
1981,hombre,49,107485
1982,hombre,49,109867
1983,hombre,49,111666
1984,hombre,49,113208
1985,hombre,49,113983
1986,hombre,49,115422
1987,hombre,49,117394
1988,hombre,49,119947
1989,hombre,49,122894
1990,hombre,49,12609
1991,hombre,49,130012
1992,hombre,49,134181
1993,hombre,49,13875
1994,hombre,49,14344
1995,hombre,49,148307
1996,hombre,49,153386
1997,hombre,49,158585
1998,hombre,49,163929
1999,hombre,49,169302
2000,hombre,49,174905
2001,hombre,49,180638
2002,hombre,49,18655
2003,hombre,49,192719
2004,hombre,49,199274
2005,hombre,49,20605
2006,hombre,49,213159
2007,hombre,49,220331
2008,hombre,49,227506
2009,hombre,49,23434
2010,hombre,49,24085
2011,hombre,49,247008
2012,hombre,49,252446
2013,hombre,49,256816
2014,hombre,49,260128
2015,hombre,49,262461
2016,hombre,49,264066
2017,hombre,49,265286
1979,hombre,50,98187
1980,hombre,50,100754
1981,hombre,50,103394
1982,hombre,50,106174
1983,hombre,50,108536
1984,hombre,50,110327
1985,hombre,50,110635
1986,hombre,50,112718
1987,hombre,50,114136
1988,hombre,50,116078
1989,hombre,50,118558
1990,hombre,50,121422
1991,hombre,50,124548
1992,hombre,50,128463
1993,hombre,50,132725
1994,hombre,50,137198
1995,hombre,50,141886
1996,hombre,50,146738
1997,hombre,50,1518
1998,hombre,50,156962
1999,hombre,50,162266
2000,hombre,50,167595
2001,hombre,50,17314
2002,hombre,50,178834
2003,hombre,50,184736
2004,hombre,50,190934
2005,hombre,50,197541
2006,hombre,50,20441
2007,hombre,50,211519
2008,hombre,50,218631
2009,hombre,50,225734
2010,hombre,50,232578
2011,hombre,50,239095
2012,hombre,50,245233
2013,hombre,50,250657
2014,hombre,50,255058
2015,hombre,50,258493
2016,hombre,50,26108
2017,hombre,50,263002
1979,hombre,51,94179
1980,hombre,51,96916
1981,hombre,51,9946
1982,hombre,51,102077
1983,hombre,51,104835
1984,hombre,51,107182
1985,hombre,51,107783
1986,hombre,51,109334
1987,hombre,51,111385
1988,hombre,51,112779
1989,hombre,51,114669
1990,hombre,51,117061
1991,hombre,51,119863
1992,hombre,51,122977
1993,hombre,51,126918
1994,hombre,51,131155
1995,hombre,51,135623
1996,hombre,51,140302
1997,hombre,51,145129
1998,hombre,51,150166
1999,hombre,51,15529
2000,hombre,51,160556
2001,hombre,51,165827
2002,hombre,51,171332
2003,hombre,51,177019
2004,hombre,51,18295
2005,hombre,51,189179
2006,hombre,51,195887
2007,hombre,51,202751
2008,hombre,51,209781
2009,hombre,51,216843
2010,hombre,51,223941
2011,hombre,51,230786
2012,hombre,51,237282
2013,hombre,51,243399
2014,hombre,51,248839
2015,hombre,51,253338
2016,hombre,51,257013
2017,hombre,51,259891
1979,hombre,52,8998
1980,hombre,52,92904
1981,hombre,52,95619
1982,hombre,52,98141
1983,hombre,52,10074
1984,hombre,52,103479
1985,hombre,52,104654
1986,hombre,52,106476
1987,hombre,52,107986
1988,hombre,52,109992
1989,hombre,52,111339
1990,hombre,52,113158
1991,hombre,52,11548
1992,hombre,52,118277
1993,hombre,52,121456
1994,hombre,52,125332
1995,hombre,52,129571
1996,hombre,52,134019
1997,hombre,52,138691
1998,hombre,52,143479
1999,hombre,52,148484
2000,hombre,52,153569
2001,hombre,52,15879
2002,hombre,52,164019
2003,hombre,52,169512
2004,hombre,52,175229
2005,hombre,52,181198
2006,hombre,52,187507
2007,hombre,52,194207
2008,hombre,52,2010
2009,hombre,52,207967
2010,hombre,52,215024
2011,hombre,52,222114
2012,hombre,52,228934
2013,hombre,52,235403
2014,hombre,52,241536
2015,hombre,52,247056
2016,hombre,52,251763
2017,hombre,52,25571
1979,hombre,53,85655
1980,hombre,53,88714
1981,hombre,53,91615
1982,hombre,53,94309
1983,hombre,53,96814
1984,hombre,53,99402
1985,hombre,53,101003
1986,hombre,53,103339
1987,hombre,53,105107
1988,hombre,53,106568
1989,hombre,53,108507
1990,hombre,53,109785
1991,hombre,53,111557
1992,hombre,53,113865
1993,hombre,53,116704
1994,hombre,53,119841
1995,hombre,53,123726
1996,hombre,53,127958
1997,hombre,53,132388
1998,hombre,53,137033
1999,hombre,53,141787
2000,hombre,53,146749
2001,hombre,53,151793
2002,hombre,53,156983
2003,hombre,53,162201
2004,hombre,53,16771
2005,hombre,53,173459
2006,hombre,53,17951
2007,hombre,53,185805
2008,hombre,53,19243
2009,hombre,53,199162
2010,hombre,53,206114
2011,hombre,53,213159
2012,hombre,53,220223
2013,hombre,53,227022
2014,hombre,53,233494
2015,hombre,53,239698
2016,hombre,53,245404
2017,hombre,53,250345
1979,hombre,54,81411
1980,hombre,54,84413
1981,hombre,54,87449
1982,hombre,54,90332
1983,hombre,54,93013
1984,hombre,54,95508
1985,hombre,54,97011
1986,hombre,54,99712
1987,hombre,54,101967
1988,hombre,54,103667
1989,hombre,54,105058
1990,hombre,54,106918
1991,hombre,54,108156
1992,hombre,54,109926
1993,hombre,54,112309
1994,hombre,54,115059
1995,hombre,54,118205
1996,hombre,54,122091
1997,hombre,54,126304
1998,hombre,54,130708
1999,hombre,54,135319
2000,hombre,54,140047
2001,hombre,54,14496
2002,hombre,54,14997
2003,hombre,54,155151
2004,hombre,54,160397
2005,hombre,54,165949
2006,hombre,54,171755
2007,hombre,54,177781
2008,hombre,54,184007
2009,hombre,54,190561
2010,hombre,54,197283
2011,hombre,54,204206
2012,hombre,54,21123
2013,hombre,54,218281
2014,hombre,54,225078
2015,hombre,54,231609
2016,hombre,54,237971
2017,hombre,54,243892
1979,hombre,55,77211
1980,hombre,55,80174
1981,hombre,55,83156
1982,hombre,55,86173
1983,hombre,55,89041
1984,hombre,55,91714
1985,hombre,55,93176
1986,hombre,55,95753
1987,hombre,55,98345
1988,hombre,55,100514
1989,hombre,55,102133
1990,hombre,55,103442
1991,hombre,55,105234
1992,hombre,55,106477
1993,hombre,55,108287
1994,hombre,55,110632
1995,hombre,55,113394
1996,hombre,55,116544
1997,hombre,55,120415
1998,hombre,55,124609
1999,hombre,55,128986
2000,hombre,55,133555
2001,hombre,55,13825
2002,hombre,55,143129
2003,hombre,55,148132
2004,hombre,55,153324
2005,hombre,55,158638
2006,hombre,55,16421
2007,hombre,55,170006
2008,hombre,55,175942
2009,hombre,55,182114
2010,hombre,55,188648
2011,hombre,55,195353
2012,hombre,55,202243
2013,hombre,55,209247
2014,hombre,55,21629
2015,hombre,55,223141
2016,hombre,55,229826
2017,hombre,55,236371
1979,hombre,56,73395
1980,hombre,56,75986
1981,hombre,56,7893
1982,hombre,56,81897
1983,hombre,56,84897
1984,hombre,56,87755
1985,hombre,56,89429
1986,hombre,56,91917
1987,hombre,56,94416
1988,hombre,56,96906
1989,hombre,56,98973
1990,hombre,56,100485
1991,hombre,56,101736
1992,hombre,56,103499
1993,hombre,56,104799
1994,hombre,56,106566
1995,hombre,56,108924
1996,hombre,56,111691
1997,hombre,56,114844
1998,hombre,56,118698
1999,hombre,56,122861
2000,hombre,56,127205
2001,hombre,56,131736
2002,hombre,56,136401
2003,hombre,56,141272
2004,hombre,56,14629
2005,hombre,56,151513
2006,hombre,56,15687
2007,hombre,56,162427
2008,hombre,56,16815
2009,hombre,56,174016
2010,hombre,56,180172
2011,hombre,56,186683
2012,hombre,56,193351
2013,hombre,56,20022
2014,hombre,56,207216
2015,hombre,56,21431
2016,hombre,56,221299
2017,hombre,56,228145
1979,hombre,57,70218
1980,hombre,57,72182
1981,hombre,57,74761
1982,hombre,57,77691
1983,hombre,57,80647
1984,hombre,57,83635
1985,hombre,57,85541
1986,hombre,57,88196
1987,hombre,57,90586
1988,hombre,57,92991
1989,hombre,57,95359
1990,hombre,57,97316
1991,hombre,57,98736
1992,hombre,57,99975
1993,hombre,57,101813
1994,hombre,57,103027
1995,hombre,57,104815
1996,hombre,57,107186
1997,hombre,57,109954
1998,hombre,57,113098
1999,hombre,57,116928
2000,hombre,57,121063
2001,hombre,57,125372
2002,hombre,57,129866
2003,hombre,57,134523
2004,hombre,57,139411
2005,hombre,57,144475
2006,hombre,57,149716
2007,hombre,57,155047
2008,hombre,57,160527
2009,hombre,57,166194
2010,hombre,57,172044
2011,hombre,57,178172
2012,hombre,57,184656
2013,hombre,57,191295
2014,hombre,57,198158
2015,hombre,57,20519
2016,hombre,57,212404
2017,hombre,57,219546
1979,hombre,58,6737
1980,hombre,58,68993
1981,hombre,58,70956
1982,hombre,58,73528
1983,hombre,58,76446
1984,hombre,58,79392
1985,hombre,58,81451
1986,hombre,58,84316
1987,hombre,58,86882
1988,hombre,58,89173
1989,hombre,58,91472
1990,hombre,58,93699
1991,hombre,58,95558
1992,hombre,58,96931
1993,hombre,58,98192
1994,hombre,58,99981
1995,hombre,58,10123
1996,hombre,58,103036
1997,hombre,58,105413
1998,hombre,58,108177
1999,hombre,58,111308
2000,hombre,58,115111
2001,hombre,58,119207
2002,hombre,58,123488
2003,hombre,58,127965
2004,hombre,58,132635
2005,hombre,58,137566
2006,hombre,58,142649
2007,hombre,58,14786
2008,hombre,58,153126
2009,hombre,58,158534
2010,hombre,58,164187
2011,hombre,58,170016
2012,hombre,58,1761
2013,hombre,58,182562
2014,hombre,58,189188
2015,hombre,58,196086
2016,hombre,58,203241
2017,hombre,58,210581
1979,hombre,59,64541
1980,hombre,59,66131
1981,hombre,59,67758
1982,hombre,59,69728
1983,hombre,59,72294
1984,hombre,59,75201
1985,hombre,59,77248
1986,hombre,59,80223
1987,hombre,59,83012
1988,hombre,59,85482
1989,hombre,59,87652
1990,hombre,59,89838
1991,hombre,59,91945
1992,hombre,59,93734
1993,hombre,59,95129
1994,hombre,59,96318
1995,hombre,59,98123
1996,hombre,59,99399
1997,hombre,59,101222
1998,hombre,59,103599
1999,hombre,59,106355
2000,hombre,59,109468
2001,hombre,59,113239
