dataset,year,age,cohort,obs_tasa_x100k,pred_tasa_x100k,abs_error_100k,rel_abs_error
train,1979,1,1978,4.902390601753039,3.0666757492005625,1.8357148525524765,0.37445299684926603
train,1979,2,1977,1.207790306392834,1.1959644004918104,0.011825905901023503,0.009791356859232263
train,1979,3,1976,0.9103304000138606,0.8580590574800744,0.05227134253378618,0.05742018780536483
train,1979,4,1975,1.5202285410240006,1.5871546673811046,0.06692612635710393,0.04402372705881418
train,1979,5,1974,3.357188019315022,3.4445474169248422,0.08735939760982037,0.026021598167033422
train,1979,6,1973,4.63600539958276,4.587063665299673,0.0489417342830869,0.01055687603113687
train,1979,7,1972,4.884856168740695,5.512521063640138,0.6276648948994428,0.1284919910059757
train,1979,8,1971,8.023557714067834,7.398074929990845,0.6254827840769899,0.07795579048185106
train,1979,9,1970,8.199255015689275,9.458603485416388,1.2593484697271133,0.1535930358693804
train,1979,10,1969,10.448622429144692,10.75668942997199,0.30806700082729854,0.029483982497823587
train,1979,11,1968,16.455734075337343,15.187031936923017,1.2687021384143264,0.07709787558585356
train,1979,12,1967,17.85788078610096,18.387892436876133,0.5300116507751724,0.029679425970166533
train,1979,13,1966,25.13175693156031,26.18175142127065,1.0499944897103397,0.0417795895674815
train,1979,14,1965,31.9888399836448,33.77430390028529,1.785463916640488,0.05581521297906711
train,1979,15,1964,40.05798223190856,43.56776074439244,3.5097785124838765,0.08761745642015992
train,1979,16,1963,37.44803492621789,43.031453563789995,5.583418637572102,0.14909777371690397
train,1979,17,1962,50.671518263462936,43.127733194151915,7.543785069311021,0.14887623911498962
train,1980,1,1979,4.247332661298663,3.02447244354372,1.2228602177549432,0.2879125124568778
train,1980,2,1978,1.1236845498105703,1.2473240342650966,0.12363948445452633,0.11003042132710583
train,1980,3,1977,0.5582206511085674,0.8580590574800744,0.29983840637150694,0.5371324148892062
train,1980,4,1976,1.335331569039437,1.5801593592493282,0.2448277902098912,0.18334606616529203
train,1980,5,1975,3.83592795258793,3.4868378880073108,0.3490900645806194,0.09100537572532165
train,1980,6,1974,4.800042980201364,4.587063665299673,0.2129793149016912,0.04437029330364709
train,1980,7,1973,5.312783415529427,5.756806599489963,0.4440231839605353,0.08357637592802268
train,1980,8,1972,7.222197191161621,7.269761931405505,0.04756474024388346,0.006585909936395207
train,1980,9,1971,9.70474321329662,9.4772175814511,0.22752563184551988,0.023444786414725534
train,1980,10,1970,11.7063314661581,10.772774321579961,0.9335571445781383,0.07974805320325025
train,1980,11,1969,16.470357807394745,15.187031936923017,1.283325870471728,0.07791730364810118
train,1980,12,1968,19.26534806062163,18.387892436876133,0.8774556237454973,0.045545796576547254
train,1980,13,1967,28.463134835994698,26.18175142127065,2.281383414724047,0.08015221892702107
train,1980,14,1966,30.251834890139296,33.77430390028529,3.5224690101459935,0.11643819368107287
train,1980,15,1965,45.5125008784582,43.56776074439244,1.9447401340657606,0.042729801626572333
train,1980,16,1964,54.84075089643535,43.031453563789995,11.809297332645357,0.21533799482334853
train,1980,17,1963,46.75424684408834,43.127733194151915,3.6265136499364274,0.07756543832327586
train,1981,1,1980,4.42056195919306,3.02447244354372,1.3960895156493405,0.3158172034543477
train,1981,2,1979,1.3014232246073103,1.2288052754927135,0.07261794911459685,0.055798872911963504
train,1981,3,1978,1.031644060397749,0.9060382236949921,0.12560583670275693,0.12175307504238235
train,1981,4,1977,1.711484642634366,1.599812882279347,0.11167176035501902,0.06524847350255239
train,1981,5,1976,3.1638828013440174,3.480573268365875,0.31669046702185755,0.10009551140365482
train,1981,6,1975,4.94333910624429,4.653910044107059,0.28942906213723063,0.05854930360160266
train,1981,7,1974,5.19557171031986,5.761056335235208,0.5654846249153485,0.10883973053283603
train,1981,8,1973,7.931035806068266,7.725754712666045,0.20528109340222134,0.02588326397986111
train,1981,9,1972,9.622214642663804,9.477017086897398,0.1451975557664067,0.015089827150872542
train,1981,10,1971,11.034093540171336,10.984258441083815,0.04983509908752026,0.0045164651637294275
train,1981,11,1970,14.776688641148654,15.47786974093169,0.7011810997830352,0.0474518423451387
train,1981,12,1969,18.859690783668334,18.712047169903226,0.14764361376510848,0.00782852780878855
train,1981,13,1968,28.224767320978714,26.643301795859728,1.5814655251189862,0.056031127099618966
train,1981,14,1967,32.512468757549556,34.369701143419874,1.8572323858703186,0.05712369613393332
train,1981,15,1966,47.849869396075654,44.33580395005979,3.514065446015863,0.0734393947228619
train,1981,16,1965,48.26501204304868,43.79004236833196,4.474969674716718,0.09271663851912637
train,1981,17,1964,65.51477139712433,43.88801928390387,21.626752113220462,0.3301049771222953
train,1982,1,1981,3.948396590826327,2.9044846204302894,1.0439119703960378,0.26438883389302636
train,1982,2,1980,1.030616980327583,1.1800557256823294,0.14943874535474633,0.1449993045011756
train,1982,3,1979,0.8593560163811036,0.8483933980896238,0.01096261829147982,0.012756783082327788
train,1982,4,1978,1.3588195541984809,1.5909353331930913,0.23211577899461044,0.1708216357920728
train,1982,5,1977,3.1476601594495155,3.3041226905103924,0.15646253106087693,0.04970756788693175
train,1982,6,1976,3.7938238197702754,4.355861794941771,0.5620379751714957,0.14814551277855073
train,1982,7,1975,5.282078060058737,5.3336169699486025,0.051538909889865536,0.009757316969541845
train,1982,8,1974,7.592681642562474,7.126787171501063,0.4658944710614108,0.061360991148328124
train,1982,9,1973,9.80958008153358,9.483522174125579,0.32605790740800167,0.033238722218269935
train,1982,10,1972,10.04740954663954,10.762764891924524,0.7153553452849835,0.07119798809476918
train,1982,11,1971,18.3265455299461,15.556190548429647,2.7703549815164514,0.15116624008542479
