gr_et,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2005,2006,2007,2008,2009,2010,2011,2012,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
1,4.119438890908225e-05,3.516958756305318e-05,4.193975350331673e-05,3.523473135643273e-05,2.882371508352909e-05,2.7540468208497845e-05,3.1057472699746334e-05,2.2224460046229338e-05,2.4957667188843867e-05,2.0331659855169507e-05,1.5492525701929562e-05,1.7072037958409824e-05,1.1661607673392231e-05,9.018501942015208e-06,1.313387006213426e-05,1.1608489717476175e-05,1.1016999728825439e-05,1.0203677931762184e-05,7.670059326473941e-06,7.787741711710275e-06,9.304316686260241e-06,6.430046822573647e-06,9.365077808129291e-06,8.647958403530365e-06,7.286793578615286e-06,6.3201244524380685e-06,5.640364897662072e-06,5.474451969799327e-06,6.325413040995136e-06,5.01435735738746e-06,5.285816413917123e-06,3.5445576264199506e-06,3.311317962888452e-06,4.000858019315606e-06,3.4698264642447558e-06,3.6425852201197415e-06,3.3986900812892826e-06,3.17112533286851e-06,2.9587975473614557e-06,2.760686509464794e-06,2.5758403140280384e-06,2.4033707922375983e-06,2.242449244048098e-06,2.0923024563555364e-06,1.9522089877801138e-06,1.8214957022073303e-06
2,1.4228917881354973e-05,1.2014860765190196e-05,1.4504475773654371e-05,1.2038667003444971e-05,9.711430040710808e-06,9.249689064055715e-06,1.0518573685718993e-05,7.353610293042004e-06,8.324945898306019e-06,6.685747911761967e-06,4.998942692921346e-06,5.545971170658337e-06,3.689122796360031e-06,2.8023696212713126e-06,4.189414127165904e-06,3.6711516688982447e-06,3.4714284554704484e-06,3.198026800534464e-06,2.3566302588092696e-06,2.3953269050587606e-06,2.8974713203039776e-06,1.951521729818898e-06,2.917715363811992e-06,2.6793884411790742e-06,2.2308933818174005e-06,1.9158582570877914e-06,1.6963027620884883e-06,1.642985789035179e-06,1.917573116206064e-06,1.4957304270857124e-06,1.5825035417085557e-06,1.0320681149137639e-06,9.595962000094777e-07,1.1747947189365356e-06,1.0088104949884844e-06,1.062627697548449e-06,9.867040070917513e-07,9.162049886870446e-07,8.507430549199871e-07,7.899583111108925e-07,7.335165766964308e-07,6.811075479816328e-07,6.324430921614217e-07,5.872556632326259e-07,5.452968310874805e-07,5.063359157019521e-07
3,7.994767629100352e-06,7.107726061425651e-06,8.10211067848368e-06,7.117515802086331e-06,6.129939795075463e-06,5.925779452960566e-06,6.479870430521795e-06,5.052086977391591e-06,5.507271594247264e-06,4.728440567836298e-06,3.8629191620915005e-06,4.152171023853354e-06,3.1272422378122014e-06,2.5830873977498463e-06,3.416374536162934e-06,3.1166415015928117e-06,2.9977409254510893e-06,2.8315334892823433e-06,2.289948121718725e-06,2.3160292894262856e-06,2.6437307508304537e-06,2.008465824975684e-06,2.6565609600549194e-06,2.503727369477277e-06,2.2042846718135754e-06,1.9828722403819e-06,1.821960118294228e-06,1.7819468860304742e-06,1.9841061975023732e-06,1.6693150557920388e-06,1.7360739570243338e-06,1.2896955139640538e-06,1.2260284127093477e-06,1.4112462041432399e-06,1.2694165126751886e-06,1.3161310017046163e-06,1.250008771938152e-06,1.1872085133612014e-06,1.1275633306252145e-06,1.0709147131796287e-06,1.0171121140208553e-06,9.660125496048235e-07,9.174802198598899e-07,8.713861472902237e-07,8.276078342105887e-07,7.860289372016126e-07
4,1.882038142792597e-05,1.6884449655416857e-05,1.9053494542297625e-05,1.6905913035889456e-05,1.4728640437684622e-05,1.4275289016835775e-05,1.550300495808836e-05,1.2320988922176925e-05,1.3342147921680498e-05,1.1590632659253933e-05,9.617608452919973e-06,1.0280434833507988e-05,7.913700588528517e-06,6.633631226444254e-06,8.586690573968408e-06,7.888937511476211e-06,7.610738349332574e-06,7.2204171807335775e-06,5.935630938651234e-06,5.99800043929256e-06,6.777246168380103e-06,5.2588728375216946e-06,6.807597830585135e-06,6.445297963638232e-06,5.730389870632794e-06,5.196990442622513e-06,4.8064770808524755e-06,4.708965670982841e-06,5.1999754168190385e-06,4.4335642465714265e-06,4.596966368578827e-06,3.4940709455782653e-06,3.3345590253075654e-06,3.7969489061763037e-06,3.4433310922258586e-06,3.5601228209664402e-06,3.394712723534804e-06,3.2369878947605386e-06,3.0865912624016534e-06,2.9431823444736764e-06,2.8064364784346206e-06,2.676044086183515e-06,2.551709973208505e-06,2.433152660297846e-06,2.320103746300925e-06,2.2123073004965745e-06
5,3.438304173905801e-05,3.1519212126973757e-05,3.4723827504525914e-05,3.155130902193752e-05,2.8251780182926558e-05,2.755291586940473e-05,2.9435723015899486e-05,2.448727738632801e-05,2.610030185230089e-05,2.3317306754713885e-05,2.0079391071597952e-05,2.1180698146123958e-05,1.7175145938852163e-05,1.4911015148379338e-05,1.833577623247499e-05,1.7132074242012113e-05,1.6646316017075026e-05,1.595877322674753e-05,1.3640257847618123e-05,1.3754969432953584e-05,1.5169098004017021e-05,1.2379441411217124e-05,1.5223501554186e-05,1.4570879391211317e-05,1.3261062954724462e-05,1.226259458240477e-05,1.1518667153070223e-05,1.1331062221817642e-05,1.2268237160141176e-05,1.0796964360263262e-05,1.1114627361302275e-05,8.921592238973737e-06,8.593770091603662e-06,9.536027163220413e-06,8.817642998616588e-06,9.056462538624194e-06,8.71775391374509e-06,8.391712876467463e-06,8.077865663314815e-06,7.775756229403865e-06,7.484945585775166e-06,7.20501116150735e-06,6.935546189688068e-06,6.676159116349442e-06,6.426473031509044e-06,6.1861251214898924e-06
6,5.218686101190984e-05,4.7772104656644315e-05,5.2712612511205085e-05,4.782154856115809e-05,4.2743227182551594e-05,4.166881023270874e-05,4.456437903423192e-05,3.69611960091319e-05,3.9437036211105277e-05,3.516706111335261e-05,3.020967681804479e-05,3.1894453918877864e-05,2.5774249193511465e-05,2.232484602024591e-05,2.7545424008680717e-05,2.5708556699134553e-05,2.496787207671538e-05,2.392011294853693e-05,2.0392524947353362e-05,2.056683907822484e-05,2.271762537248064e-05,1.8478231703639482e-05,2.2800436794479155e-05,2.1807359551363004e-05,1.9816477409408997e-05,1.8300980270606097e-05,1.717313460881744e-05,1.6888897666197693e-05,1.8309539176825614e-05,1.6080121218754745e-05,1.6561076715481325e-05,1.3245688346480185e-05,1.2751166590336019e-05,1.4173360231101247e-05,1.3088847552563167e-05,1.344922799410649e-05,1.2938161297917211e-05,1.2446514985416e-05,1.1973551087751813e-05,1.1518559678672267e-05,1.1080857808913075e-05,1.0659788481080582e-05,1.0254719663488252e-05,9.865043341467186e-06,9.490174604726554e-06,9.129550769393973e-06
7,8.689672428475477e-05,7.843938674895952e-05,8.791167703852139e-05,7.85334425812019e-05,6.895612289101579e-05,6.695218612394303e-05,7.237100428278279e-05,5.8270658853284236e-05,6.281594200329973e-05,5.500673640805396e-05,4.6128541194506625e-05,4.912169576999785e-05,3.837804916013293e-05,3.24936432518271e-05,4.144954482967866e-05,3.826475633297325e-05,3.699057401753214e-05,3.519838057919129e-05,2.925843263691401e-05,2.9548356201879223e-05,3.315683347459202e-05,2.6100996895958413e-05,3.3296889949341564e-05,3.1622713844492e-05,2.8303142936321524e-05,2.581117383943742e-05,2.3977605550405742e-05,2.3518469075953218e-05,2.5825158287079744e-05,2.2218777660891435e-05,2.299044957747454e-05,1.7748493063561995e-05,1.698316135944542e-05,1.9196318995064647e-05,1.750526449838879e-05,1.8064822540559056e-05,1.7272014912541254e-05,1.6514001090752768e-05,1.578925408565778e-05,1.5096313922436373e-05,1.4433784699921878e-05,1.3800331778611832e-05,1.319467909208835e-05,1.261560657643158e-05,1.2061947712448242e-05,1.153258717576375e-05
8,0.0001338053606929751,0.00011769553027712481,0.00013576626423236383,0.00011787236951456509,0.00010014941724638734,9.651654122147612e-05,0.00010640158406828587,8.110281391008853e-05,8.910540220300728e-05,7.545219040285525e-05,6.051956398086929e-05,6.547919323982807e-05,4.80627998773478e-05,3.901638088426237e-05,5.292985032135525e-05,4.7885107966053916e-05,4.589587003530795e-05,4.312722487848783e-05,3.421233302658294e-05,3.463759726190309e-05,4.001661478028925e-05,2.9651630241417225e-05,4.022850134679476e-05,3.771066500421887e-05,3.281867327777795e-05,2.923970925986275e-05,2.6661170237849172e-05,2.6023114283576314e-05,2.9259558398435698e-05,2.423414156021206e-05,2.5293219899208553e-05,1.8289449041186613e-05,1.730681915535209e-05,2.0177552886482246e-05,1.7975976628170628e-05,1.869875994209237e-05,1.7676397651481928e-05,1.670993343413943e-05,1.5796311040217026e-05,1.4932641321568097e-05,1.4116193095393684e-05,1.3344384507423166e-05,1.2614774867316271e-05,1.1925056930467815e-05,1.1273049601808116e-05,1.0656691038525763e-05
9,0.00014025694017004943,0.00012740305685016035,0.00014179421637877223,0.00012754645889961807,0.00011288788603387458,0.00010980548634806236,0.00011812801436999503,9.63839671770901e-05,0.00010342512798704333,9.130711622226162e-05,7.7400266033546e-05,8.210566908265336e-05,6.512540371890866e-05,5.5705096935204e-05,7.000653231864985e-05,6.494491536656315e-05,6.291271832177859e-05,6.004703864834034e-05,5.0482208564781895e-05,5.0951647732161704e-05,5.677170499577542e-05,4.535060552312409e-05,5.699678964415253e-05,5.43023501199473e-05,4.893338627262502e-05,4.487772966845255e-05,4.18783678143235e-05,4.112514739450207e-05,4.4900554161937205e-05,3.8988031844790754e-05,4.0257807534633046e-05,3.15754987458207e-05,3.0295644130728895e-05,3.398756056957169e-05,3.116912427827058e-05,3.210349713533583e-05,3.077909715611593e-05,2.9509334068869618e-05,2.8291953879326703e-05,2.712479557965884e-05,2.6005787312409877e-05,2.4932942692680137e-05,2.3904357282035558e-05,2.2918205207881998e-05,2.197273592230478e-05,2.1066271094618635e-05
