metric,value
MAE_x100k,1.4584293617727915
MAPE_%,14.831232821398576
SMAPE_%,14.493663692723363
MSE_x100k,9.487619948781305
RMSE_x100k,3.080198037266647
MSE_logm,0.03688050366426164
RMSE_logm,0.1920429734831807
