age_group,target_year,lag,feature_period,cohort_year,abs_shap
5,2011,8,2003,1981,0.13726028666968276
5,2011,7,2004,1982,0.10810846089073523
5,2011,6,2005,1983,0.14715462175281388
5,2011,5,2006,1984,0.11063496707717596
5,2011,4,2007,1985,0.0762737891527839
5,2011,3,2008,1986,0.043743258405816735
5,2011,2,2009,1987,0.028064274539065997
5,2011,1,2010,1988,0.013675155470702114
16,2002,10,1992,1915,0.1722712241511397
16,2002,9,1993,1916,0.18830878344348545
16,2002,8,1994,1917,0.1616083223313751
16,2002,7,1995,1918,0.17148207826064232
16,2002,6,1996,1919,0.17326377080394947
16,2002,5,1997,1920,0.14239307201025067
16,2002,4,1998,1921,0.11678424422157231
16,2002,3,1999,1922,0.0720461537949335
16,2002,2,2000,1923,0.04606133287467644
16,2002,1,2001,1924,0.015264349410155151
6,2018,10,2008,1981,0.1242428709782942
6,2018,9,2009,1982,0.1362342121991704
6,2018,8,2010,1983,0.1286972671637961
6,2018,7,2011,1984,0.14431152933057678
6,2018,6,2012,1985,0.14860759561978268
6,2018,5,2013,1986,0.08636575119451656
6,2018,4,2014,1987,0.07485870580571076
6,2018,3,2015,1988,0.04180708276447919
6,2018,2,2016,1989,0.03708040230391945
6,2018,1,2017,1990,0.007904268438861313
8,1994,10,1984,1947,0.02134208106499773
8,1994,9,1985,1948,0.036846641036859244
8,1994,8,1986,1949,0.02694667909894549
8,1994,7,1987,1950,0.03492342180276057
8,1994,6,1988,1951,0.019732333470852893
8,1994,5,1989,1952,0.011016235229710767
8,1994,4,1990,1953,0.009518066266533131
8,1994,3,1991,1954,0.003670927610470081
8,1994,2,1992,1955,0.0015267303892862155
8,1994,1,1993,1956,0.0004520954339809349
5,2007,10,1997,1975,0.14659067699820266
5,2007,9,1998,1976,0.1309293736696855
5,2007,8,1999,1977,0.1279270186238211
5,2007,7,2000,1978,0.1259635746782157
5,2007,6,2001,1979,0.10956881331929573
5,2007,5,2002,1980,0.07403242713669758
5,2007,4,2003,1981,0.06832187016479795
5,2007,3,2004,1982,0.038070521226200756
5,2007,2,2005,1983,0.0347249908830253
5,2007,1,2006,1984,0.01040872758610306
7,2008,10,1998,1966,0.0558826401666223
7,2008,9,1999,1967,0.0682382639551772
7,2008,8,2000,1968,0.10693535072544545
7,2008,7,2001,1969,0.07707490432033663
7,2008,6,2002,1970,0.056496203899147
7,2008,5,2003,1971,0.07305794406364048
7,2008,4,2004,1972,0.05974694681659865
7,2008,3,2005,1973,0.04001319953615569
7,2008,2,2006,1974,0.019675169896563507
7,2008,1,2007,1975,0.008212570300584452
1,2010,10,2000,1998,0.20218504539624385
1,2010,9,2001,1999,0.2325950882205636
1,2010,8,2002,2000,0.15722970802251937
1,2010,7,2003,2001,0.16179429531851322
1,2010,6,2004,2002,0.1514190104084666
1,2010,5,2005,2003,0.12724070779094462
1,2010,4,2006,2004,0.07994408542039773
1,2010,3,2007,2005,0.06635955882546991
1,2010,2,2008,2006,0.029449111593406796
1,2010,1,2009,2007,0.012196126274291478
7,1999,10,1989,1957,0.030487067064506972
7,1999,9,1990,1958,0.05811023699991508
7,1999,8,1991,1959,0.04330126040079633
7,1999,7,1992,1960,0.045582413799406515
7,1999,6,1993,1961,0.044120490557798625
7,1999,5,1994,1962,0.0423577918494083
7,1999,4,1995,1963,0.03155897230091727
7,1999,3,1996,1964,0.022421021928696622
7,1999,2,1997,1965,0.01922971172878772
7,1999,1,1998,1966,0.004858018201084752
2,2016,10,2006,1999,0.3623224216929037
2,2016,9,2007,2000,0.3265948381798908
2,2016,8,2008,2001,0.33918401923825975
2,2016,7,2009,2002,0.2510249004794414
2,2016,6,2010,2003,0.21919971124845636
2,2016,5,2011,2004,0.223168225966387
2,2016,4,2012,2005,0.24701395998134584
2,2016,3,2013,2006,0.12881968096948967
2,2016,2,2014,2007,0.06849975653151645
2,2016,1,2015,2008,0.016121392035250783
1,2000,10,1990,1988,0.1439754957418429
1,2000,9,1991,1989,0.15867692611263395
1,2000,8,1992,1990,0.14983029636662706
1,2000,7,1993,1991,0.14515690950654245
1,2000,6,1994,1992,0.1564610026609853
1,2000,5,1995,1993,0.12932683593204403
1,2000,4,1996,1994,0.10298411570341205
1,2000,3,1997,1995,0.07478958645028003
1,2000,2,1998,1996,0.035289462703682974
1,2000,1,1999,1997,0.011310693090751984
8,1991,10,1981,1944,0.052032148599288314
8,1991,9,1982,1945,0.05484634093310516
8,1991,8,1983,1946,0.03330540695600221
8,1991,7,1984,1947,0.02290802321652882
8,1991,6,1985,1948,0.034258624453138264
8,1991,5,1986,1949,0.026972884250087783
8,1991,4,1987,1950,0.024136177348046878
8,1991,3,1988,1951,0.012018179444755096
8,1991,2,1989,1952,0.005719334915882744
8,1991,1,1990,1953,0.000693496174921858
9,2002,10,1992,1950,0.0023199770694029716
9,2002,9,1993,1951,0.009942152895824213
9,2002,8,1994,1952,0.007200972437825319
9,2002,7,1995,1953,0.011343529109440234
9,2002,6,1996,1954,0.008419187284998606
9,2002,5,1997,1955,0.012264563941071532
9,2002,4,1998,1956,0.011446473198262815
9,2002,3,1999,1957,0.0064970743194303696
9,2002,2,2000,1958,0.004127552946016843
9,2002,1,2001,1959,0.001028054422477173
11,2018,10,2008,1956,0.01353373116906731
11,2018,9,2009,1957,0.015870848018228835
11,2018,8,2010,1958,0.03928990139194309
11,2018,7,2011,1959,0.021709964664257467
11,2018,6,2012,1960,0.05441821082517696
11,2018,5,2013,1961,0.028543963083764536
11,2018,4,2014,1962,0.02730452541156953
11,2018,3,2015,1963,0.016284458209180237
11,2018,2,2016,1964,0.009575924929737729
11,2018,1,2017,1965,0.006046800688611325
11,2006,10,1996,1944,0.04930080599619801
11,2006,9,1997,1945,0.041712694927480906
11,2006,8,1998,1946,0.0469858128219983
11,2006,7,1999,1947,0.03076703826015787
11,2006,6,2000,1948,0.0106152722560246
11,2006,5,2001,1949,0.04412443596105798
11,2006,4,2002,1950,0.02148724453644975
11,2006,3,2003,1951,0.017072317809579747
11,2006,2,2004,1952,0.007401392051358789
11,2006,1,2005,1953,0.002449905186666117
15,2009,10,1999,1927,0.1349901864682173
15,2009,9,2000,1928,0.12585685631554452
15,2009,8,2001,1929,0.1389766626564697
15,2009,7,2002,1930,0.1342495322286388
15,2009,6,2003,1931,0.13813027780535928
15,2009,5,2004,1932,0.11803375811850844
15,2009,4,2005,1933,0.08324636749696684
15,2009,3,2006,1934,0.05072016357785711
15,2009,2,2007,1935,0.03249901569916289
15,2009,1,2008,1936,0.011329712423950528
12,1990,10,1980,1923,0.12553236007938084
12,1990,9,1981,1924,0.13581218643186366
12,1990,8,1982,1925,0.1346569930189879
12,1990,7,1983,1926,0.13583965170458112
12,1990,6,1984,1927,0.11491009816600162
12,1990,5,1985,1928,0.109895874793401
12,1990,4,1986,1929,0.07339666105017788
12,1990,3,1987,1930,0.04964566772034584
12,1990,2,1988,1931,0.03272603262433899
12,1990,1,1989,1932,0.010019751971646666
7,2004,10,1994,1962,0.051745848180523225
7,2004,9,1995,1963,0.05299243781805433
7,2004,8,1996,1964,0.06366964873036965
7,2004,7,1997,1965,0.08091196805972328
7,2004,6,1998,1966,0.05344868606980523
7,2004,5,1999,1967,0.0517734587789358
7,2004,4,2000,1968,0.057096521281326834
7,2004,3,2001,1969,0.028627836565904723
7,2004,2,2002,1970,0.013771097711335521
7,2004,1,2003,1971,0.007554044671304943
4,1990,10,1980,1963,0.12339005580602819
4,1990,9,1981,1964,0.09183302046707804
4,1990,8,1982,1965,0.11641374667654088
4,1990,7,1983,1966,0.11623622820078448
4,1990,6,1984,1967,0.09565518600591982
4,1990,5,1985,1968,0.07055110184782522
4,1990,4,1986,1969,0.08563948901608169
4,1990,3,1987,1970,0.04275581088218286
4,1990,2,1988,1971,0.026261444559206242
4,1990,1,1989,1972,0.011535154766658161
3,1999,10,1989,1977,0.34555952270471757
3,1999,9,1990,1978,0.25049468467764535
3,1999,8,1991,1979,0.2576987727064839
3,1999,7,1992,1980,0.2505999608614839
3,1999,6,1993,1981,0.23327574369847187
3,1999,5,1994,1982,0.2044405088622178
3,1999,4,1995,1983,0.13540348945399902
3,1999,3,1996,1984,0.09099918439683496
3,1999,2,1997,1985,0.05817754898739918
3,1999,1,1998,1986,0.015347378729487826
15,2014,10,2004,1932,0.12620635238466135
15,2014,9,2005,1933,0.12695414232867322
15,2014,8,2006,1934,0.11282646023714521
15,2014,7,2007,1935,0.11214427830657689
15,2014,6,2008,1936,0.10913977067464861
15,2014,5,2009,1937,0.0892249628971146
15,2014,4,2010,1938,0.059824440250376455
15,2014,3,2011,1939,0.03735663265154314
15,2014,2,2012,1940,0.02483484458836492
15,2014,1,2013,1941,0.00979325389073024
5,1993,10,1983,1961,0.04817871215510401
5,1993,9,1984,1962,0.050595734823277054
5,1993,8,1985,1963,0.08695076428130583
5,1993,7,1986,1964,0.08154710220000773
5,1993,6,1987,1965,0.056642473180575005
5,1993,5,1988,1966,0.06414757459449559
5,1993,4,1989,1967,0.0581867387736038
5,1993,3,1990,1968,0.04008414002085129
5,1993,2,1991,1969,0.024722719536783812
5,1993,1,1992,1970,0.008087449110604635
3,1994,10,1984,1972,0.19041302212130004
3,1994,9,1985,1973,0.24527191041848
3,1994,8,1986,1974,0.21337153001023593
3,1994,7,1987,1975,0.25208668848409865
3,1994,6,1988,1976,0.16800266655219998
3,1994,5,1989,1977,0.2072681929767758
3,1994,4,1990,1978,0.11058583831210941
3,1994,3,1991,1979,0.07708504846372771
3,1994,2,1992,1980,0.05097241410454137
3,1994,1,1993,1981,0.01681496714815007
15,2018,10,2008,1936,0.09939443509473597
15,2018,9,2009,1937,0.10386073970068097
15,2018,8,2010,1938,0.08671242044081111
15,2018,7,2011,1939,0.0832279927029962
15,2018,6,2012,1940,0.08178131769645947
15,2018,5,2013,1941,0.08205092634596983
15,2018,4,2014,1942,0.06003851022167379
15,2018,3,2015,1943,0.03404397679249653
15,2018,2,2016,1944,0.02638006734117008
15,2018,1,2017,1945,0.00864843536359407
7,1998,10,1988,1956,0.008584726112129671
7,1998,9,1989,1957,0.03391653040332703
7,1998,8,1990,1958,0.06314574400805652
7,1998,7,1991,1959,0.040155183443537266
7,1998,6,1992,1960,0.04823651344969955
7,1998,5,1993,1961,0.038525360191344324
7,1998,4,1994,1962,0.032923320983743495
7,1998,3,1995,1963,0.019571032542040546
7,1998,2,1996,1964,0.014362217933985434
7,1998,1,1997,1965,0.006978364802379582
15,2000,10,1990,1918,0.13938986218253535
15,2000,9,1991,1919,0.16373402712239918
15,2000,8,1992,1920,0.16706948544805697
15,2000,7,1993,1921,0.1508034842350662
15,2000,6,1994,1922,0.15200780129684005
15,2000,5,1995,1923,0.11803278298549252
15,2000,4,1996,1924,0.09170006715009252
15,2000,3,1997,1925,0.05861925538354319
15,2000,2,1998,1926,0.039826480001480986
15,2000,1,1999,1927,0.014812889528046892
16,1996,10,1986,1909,0.1990147679794083
16,1996,9,1987,1910,0.2048513316475122
16,1996,8,1988,1911,0.20088945336648392
16,1996,7,1989,1912,0.182818600979715
16,1996,6,1990,1913,0.18922742322948397
16,1996,5,1991,1914,0.1484213382473127
16,1996,4,1992,1915,0.12175509184529078
16,1996,3,1993,1916,0.08030760749639015
16,1996,2,1994,1917,0.04637639269508821
16,1996,1,1995,1918,0.017214756432684192
16,2015,10,2005,1928,0.1377351859854423
16,2015,9,2006,1929,0.14596145013410433
16,2015,8,2007,1930,0.14658049766092915
16,2015,7,2008,1931,0.14175065907588347
16,2015,6,2009,1932,0.12765693329480496
16,2015,5,2010,1933,0.1059437857476685
16,2015,4,2011,1934,0.07375176214662539
16,2015,3,2012,1935,0.05429643082695588
16,2015,2,2013,1936,0.03483344966848751
16,2015,1,2014,1937,0.013859441085467262
1,2013,10,2003,2001,0.1931814298486739
1,2013,9,2004,2002,0.1985910052107571
1,2013,8,2005,2003,0.19171323206289004
1,2013,7,2006,2004,0.14885937243228475
1,2013,6,2007,2005,0.1755557278864501
1,2013,5,2008,2006,0.10483211197578446
1,2013,4,2009,2007,0.09531985957851793
1,2013,3,2010,2008,0.07909525512625266
1,2013,2,2011,2009,0.04590013590825374
1,2013,1,2012,2010,0.015531735803880205
5,1998,10,1988,1966,0.08182544493546304
5,1998,9,1989,1967,0.10964064784649624
5,1998,8,1990,1968,0.11979285330559689
5,1998,7,1991,1969,0.10617380957966233
5,1998,6,1992,1970,0.09349736557031664
5,1998,5,1993,1971,0.08493217010438323
5,1998,4,1994,1972,0.05150108103241609
5,1998,3,1995,1973,0.038580578366908
5,1998,2,1996,1974,0.02649167662252492
5,1998,1,1997,1975,0.009424847124000305
7,2011,10,2001,1969,0.08302773547225399
7,2011,9,2002,1970,0.06285292287960656
7,2011,8,2003,1971,0.10089460691743139
7,2011,7,2004,1972,0.10359858048184706
7,2011,6,2005,1973,0.10268916399378542
7,2011,5,2006,1974,0.06767906118149593
7,2011,4,2007,1975,0.06079467952235175
7,2011,3,2008,1976,0.02802426054684951
7,2011,2,2009,1977,0.023150976808571703
7,2011,1,2010,1978,0.008363212177958653
15,2011,10,2001,1929,0.1314697082434995
15,2011,9,2002,1930,0.1350986239068279
15,2011,8,2003,1931,0.13609163850045117
15,2011,7,2004,1932,0.1391520436495535
15,2011,6,2005,1933,0.12469884885708596
15,2011,5,2006,1934,0.09967961891841086
15,2011,4,2007,1935,0.07463217761845406
15,2011,3,2008,1936,0.04898771029163426
15,2011,2,2009,1937,0.030366213525741564
15,2011,1,2010,1938,0.009308671828455482
6,1998,10,1988,1961,0.04239302232659424
6,1998,9,1989,1962,0.04947297890586728
6,1998,8,1990,1963,0.08823482021123222
6,1998,7,1991,1964,0.08861223315053972
6,1998,6,1992,1965,0.07815923457746078
6,1998,5,1993,1966,0.07734406609525395
6,1998,4,1994,1967,0.041624751984119586
6,1998,3,1995,1968,0.026403007035919777
6,1998,2,1996,1969,0.01866814681978541
6,1998,1,1997,1970,0.01065538768214172
12,2013,10,2003,1946,0.033083308226613733
12,2013,9,2004,1947,0.029282256267362396
12,2013,8,2005,1948,0.014337038013618457
12,2013,7,2006,1949,0.031822869086904175
12,2013,6,2007,1950,0.04306985378063221
12,2013,5,2008,1951,0.03686241726402476
12,2013,4,2009,1952,0.018171368464251013
12,2013,3,2010,1953,0.0033380423168474374
12,2013,2,2011,1954,0.002393690855848412
12,2013,1,2012,1955,0.0002812940088093329
2,2018,10,2008,2001,0.3771734594707684
2,2018,9,2009,2002,0.3020100407781125
2,2018,8,2010,2003,0.2787526552817517
2,2018,7,2011,2004,0.3023993459340876
2,2018,6,2012,2005,0.42725285654387907
2,2018,5,2013,2006,0.28846415191142283
2,2018,4,2014,2007,0.176956329235053
2,2018,3,2015,2008,0.08938062724209452
2,2018,2,2016,2009,0.07555048170826939
2,2018,1,2017,2010,0.02742057549655585
12,1994,10,1984,1927,0.10536038021244375
12,1994,9,1985,1928,0.12794425582005417
12,1994,8,1986,1929,0.10692782592536892
12,1994,7,1987,1930,0.11206732323581337
12,1994,6,1988,1931,0.11044946304808138
12,1994,5,1989,1932,0.08371853075855364
12,1994,4,1990,1933,0.052038401722619726
12,1994,3,1991,1934,0.03369211862303889
12,1994,2,1992,1935,0.02394466262117826
12,1994,1,1993,1936,0.008752888313147215
9,2010,10,2000,1958,0.027163237498389677
9,2010,9,2001,1959,0.021277342765096696
9,2010,8,2002,1960,0.03069414805087627
9,2010,7,2003,1961,0.020693875180472384
9,2010,6,2004,1962,0.050298021741322314
9,2010,5,2005,1963,0.0412855772255173
9,2010,4,2006,1964,0.04953758917498731
9,2010,3,2007,1965,0.019773623954079708
9,2010,2,2008,1966,0.0162921927731765
9,2010,1,2009,1967,0.006349349346810155
10,2001,10,1991,1944,0.00609810741079808
10,2001,9,1992,1945,0.012844820268112152
10,2001,8,1993,1946,0.026638976577007787
10,2001,7,1994,1947,0.008685851156962887
10,2001,6,1995,1948,0.014295659349008007
10,2001,5,1996,1949,0.012912133158890485
10,2001,4,1997,1950,0.00447741710391664
10,2001,3,1998,1951,0.014161162359795209
10,2001,2,1999,1952,0.0032388060559326456
10,2001,1,2000,1953,0.001889528876103992
16,2008,10,1998,1921,0.16623475926308887
16,2008,9,1999,1922,0.1694780463956605
16,2008,8,2000,1923,0.16141625785941457
16,2008,7,2001,1924,0.15234619528268414
16,2008,6,2002,1925,0.15471180926345335
16,2008,5,2003,1926,0.138680399123276
16,2008,4,2004,1927,0.09681435949880171
16,2008,3,2005,1928,0.06450767245688394
16,2008,2,2006,1929,0.04112065904611524
16,2008,1,2007,1930,0.015295862359933509
10,1989,10,1979,1932,0.0754797251975121
10,1989,9,1980,1933,0.09274447597593961
10,1989,8,1981,1934,0.08460920990309842
10,1989,7,1982,1935,0.07992612562883306
10,1989,6,1983,1936,0.08601995661176202
10,1989,5,1984,1937,0.05628089195701647
10,1989,4,1985,1938,0.037158482703391345
10,1989,3,1986,1939,0.024715456027101488
10,1989,2,1987,1940,0.022225783152058604
10,1989,1,1988,1941,0.0061424971404633235
10,2003,10,1993,1946,0.028858512290498423
10,2003,9,1994,1947,0.008762836843913794
10,2003,8,1995,1948,0.01442151694175316
10,2003,7,1996,1949,0.015553670779968207
10,2003,6,1997,1950,0.00566725368172833
10,2003,5,1998,1951,0.0269384905371283
10,2003,4,1999,1952,0.004772037545899082
10,2003,3,2000,1953,0.008487331502915686
10,2003,2,2001,1954,0.007181414725916791
10,2003,1,2002,1955,0.003056132183698493
10,2011,10,2001,1954,0.015949007664851418
10,2011,9,2002,1955,0.02318078143049091
10,2011,8,2003,1956,0.008324725356751276
10,2011,7,2004,1957,0.015711285378004133
10,2011,6,2005,1958,0.017047071726915105
10,2011,5,2006,1959,0.047401740312273205
10,2011,4,2007,1960,0.02120536377121665
10,2011,3,2008,1961,0.013568900823563573
10,2011,2,2009,1962,0.010504144225132819
10,2011,1,2010,1963,0.00406281779543128
8,1998,10,1988,1951,0.017768001630141042
8,1998,9,1989,1952,0.009948002856154587
8,1998,8,1990,1953,0.022385755545504035
8,1998,7,1991,1954,0.013867345083556649
8,1998,6,1992,1955,0.015548877902155242
8,1998,5,1993,1956,0.010250696330652776
8,1998,4,1994,1957,0.009893984630944134
8,1998,3,1995,1958,0.0011095203080451095
8,1998,2,1996,1959,0.012332964627341975
8,1998,1,1997,1960,0.004441429666823721
11,1999,10,1989,1937,0.07135441498367102
11,1999,9,1990,1938,0.053524963957131924
11,1999,8,1991,1939,0.04216881758654641
11,1999,7,1992,1940,0.038442664228708644
11,1999,6,1993,1941,0.07015952547221999
11,1999,5,1994,1942,0.048439413866926274
11,1999,4,1995,1943,0.033539432481969826
11,1999,3,1996,1944,0.023978301720675225
11,1999,2,1997,1945,0.01252527500617703
11,1999,1,1998,1946,0.00516117353891097
17,1997,10,1987,1905,0.16126728041954977
17,1997,9,1988,1906,0.18334331010150445
17,1997,8,1989,1907,0.17412376624511341
17,1997,7,1990,1908,0.1865532167589601
17,1997,6,1991,1909,0.1860775003769614
17,1997,5,1992,1910,0.1560470386180317
17,1997,4,1993,1911,0.12501364375506716
17,1997,3,1994,1912,0.07798959347851822
17,1997,2,1995,1913,0.05212393065009063
17,1997,1,1996,1914,0.018953862299750893
14,1991,10,1981,1914,0.16986085511373375
14,1991,9,1982,1915,0.18093751904540245
14,1991,8,1983,1916,0.16780659834204964
14,1991,7,1984,1917,0.174649100180128
14,1991,6,1985,1918,0.1891308874846842
14,1991,5,1986,1919,0.14489447022151444
14,1991,4,1987,1920,0.1071348992141172
14,1991,3,1988,1921,0.07093635771491952
14,1991,2,1989,1922,0.04173780744710549
14,1991,1,1990,1923,0.014765432470533564
17,1991,10,1981,1899,0.22318071711012402
17,1991,9,1982,1900,0.20399275908965875
17,1991,8,1983,1901,0.2225666128830936
17,1991,7,1984,1902,0.1907183462550519
17,1991,6,1985,1903,0.17615697508593584
17,1991,5,1986,1904,0.15418580537204407
17,1991,4,1987,1905,0.1142812855528403
17,1991,3,1988,1906,0.0784617667867736
17,1991,2,1989,1907,0.04983681339956822
17,1991,1,1990,1908,0.018671167041566863
11,2017,10,2007,1955,0.0038488194709088326
11,2017,9,2008,1956,0.012433295736876562
11,2017,8,2009,1957,0.01891354659682003
11,2017,7,2010,1958,0.03248071057646584
11,2017,6,2011,1959,0.023251919257395434
11,2017,5,2012,1960,0.04527591421191272
11,2017,4,2013,1961,0.02197347350904924
11,2017,3,2014,1962,0.016508409454317266
11,2017,2,2015,1963,0.010497115368138092
11,2017,1,2016,1964,0.0037571630604372897
15,2001,10,1991,1919,0.15135957378017478
15,2001,9,1992,1920,0.1722846373208014
15,2001,8,1993,1921,0.146884276824449
15,2001,7,1994,1922,0.1546486243508713
15,2001,6,1995,1923,0.13692822540484909
15,2001,5,1996,1924,0.11865449835543002
15,2001,4,1997,1925,0.08887240344356183
15,2001,3,1998,1926,0.06071365850017454
15,2001,2,1999,1927,0.04134946718756922
15,2001,1,2000,1928,0.012504057290305976
5,1996,10,1986,1964,0.08619333914038024
5,1996,9,1987,1965,0.06210330293127287
5,1996,8,1988,1966,0.086119243891917
5,1996,7,1989,1967,0.09866801678662059
5,1996,6,1990,1968,0.10133804404610644
5,1996,5,1991,1969,0.08370471297989839
5,1996,4,1992,1970,0.05800107896099208
5,1996,3,1993,1971,0.03966688792790028
5,1996,2,1994,1972,0.020445799895362656
5,1996,1,1995,1973,0.00833505618613628
13,1997,10,1987,1925,0.12243555461082385
13,1997,9,1988,1926,0.12968239353784186
13,1997,8,1989,1927,0.10965512386334698
13,1997,7,1990,1928,0.10271966007804219
13,1997,6,1991,1929,0.10678584040186201
13,1997,5,1992,1930,0.08624237903183879
13,1997,4,1993,1931,0.07304376552455004
13,1997,3,1994,1932,0.043334212065733485
13,1997,2,1995,1933,0.028865275314402954
13,1997,1,1996,1934,0.010725166970021304
9,1992,10,1982,1940,0.06802668196667692
9,1992,9,1983,1941,0.0717128066224608
9,1992,8,1984,1942,0.035581963792557875
9,1992,7,1985,1943,0.06254840861895446
9,1992,6,1986,1944,0.047296695135651975
9,1992,5,1987,1945,0.038673893314191236
9,1992,4,1988,1946,0.01938180701597965
9,1992,3,1989,1947,0.00953917626712826
9,1992,2,1990,1948,3.4856383437442055e-05
9,1992,1,1991,1949,0.0013422281230238116
4,2001,10,1991,1974,0.18183038464866735
4,2001,9,1992,1975,0.1809654345345308
4,2001,8,1993,1976,0.19031573565367482
4,2001,7,1994,1977,0.1558656798873786
4,2001,6,1995,1978,0.16448578013097975
4,2001,5,1996,1979,0.10079707115668327
4,2001,4,1997,1980,0.10490184313056285
4,2001,3,1998,1981,0.06095754139328238
4,2001,2,1999,1982,0.036550088376793535
4,2001,1,2000,1983,0.011915966978259671
8,1993,10,1983,1946,0.0329506530013741
8,1993,9,1984,1947,0.024176645424043304
8,1993,8,1985,1948,0.034317104156069915
8,1993,7,1986,1949,0.029635115418228386
8,1993,6,1987,1950,0.03254404930720503
8,1993,5,1988,1951,0.020369264281425083
8,1993,4,1989,1952,0.008016451138888468
8,1993,3,1990,1953,0.004260302631687081
8,1993,2,1991,1954,0.001648035392505191
8,1993,1,1992,1955,0.0005543493885243866
4,2017,10,2007,1990,0.21448694840205268
4,2017,9,2008,1991,0.22279259765077286
4,2017,8,2009,1992,0.27570125776507126
4,2017,7,2010,1993,0.22444561086003031
4,2017,6,2011,1994,0.19315517685365774
4,2017,5,2012,1995,0.178104165942652
4,2017,4,2013,1996,0.11629209550746564
4,2017,3,2014,1997,0.07959453467995534
4,2017,2,2015,1998,0.04802026583367053
4,2017,1,2016,1999,0.0127097245835965
3,1990,10,1980,1968,0.22614909665037106
3,1990,9,1981,1969,0.14113907073030552
3,1990,8,1982,1970,0.15551721859997186
3,1990,7,1983,1971,0.17774717166805115
3,1990,6,1984,1972,0.14764737117868137
3,1990,5,1985,1973,0.15782480310058475
3,1990,4,1986,1974,0.10207160188747368
3,1990,3,1987,1975,0.08621425381638777
3,1990,2,1988,1976,0.03961004731407214
3,1990,1,1989,1977,0.01837033528085083
17,2001,10,1991,1909,0.17764438735349972
17,2001,9,1992,1910,0.18781033765686522
17,2001,8,1993,1911,0.18988483125907865
17,2001,7,1994,1912,0.18567107690966878
17,2001,6,1995,1913,0.18833740875941715
17,2001,5,1996,1914,0.16077068513781131
17,2001,4,1997,1915,0.12185361522591351
17,2001,3,1998,1916,0.08019060119562256
17,2001,2,1999,1917,0.05529335908215519
17,2001,1,2000,1918,0.01931443564353569
5,2001,10,1991,1969,0.11977685700106719
5,2001,9,1992,1970,0.11414425677877493
5,2001,8,1993,1971,0.12172558915748516
5,2001,7,1994,1972,0.09054702560609165
5,2001,6,1995,1973,0.09961690425085998
5,2001,5,1996,1974,0.09252663258467955
5,2001,4,1997,1975,0.07032123582452784
5,2001,3,1998,1976,0.03998642311131001
5,2001,2,1999,1977,0.025051449384285246
5,2001,1,2000,1978,0.009041066311451325
5,1997,10,1987,1965,0.058172807929723604
5,1997,9,1988,1966,0.08626044396924547
5,1997,8,1989,1967,0.10914928520764687
5,1997,7,1990,1968,0.10834217088729431
5,1997,6,1991,1969,0.0997294814460245
5,1997,5,1992,1970,0.07876692274556166
5,1997,4,1993,1971,0.0625513258958124
5,1997,3,1994,1972,0.03266028303502954
5,1997,2,1995,1973,0.0240064572660504
5,1997,1,1996,1974,0.009068377289765851
12,2009,10,1999,1942,0.05709983508703896
12,2009,9,2000,1943,0.05726357910545944
12,2009,8,2001,1944,0.05065652958897963
12,2009,7,2002,1945,0.03521352383278548
12,2009,6,2003,1946,0.033138186417941404
12,2009,5,2004,1947,0.02501717090719782
12,2009,4,2005,1948,0.011503809054799759
12,2009,3,2006,1949,0.015162464474065463
12,2009,2,2007,1950,0.014560466727896015
12,2009,1,2008,1951,0.004575392210371942
14,1994,10,1984,1917,0.16104646195367062
14,1994,9,1985,1918,0.19078161406541422
14,1994,8,1986,1919,0.1667429180945611
14,1994,7,1987,1920,0.16381103541376085
14,1994,6,1988,1921,0.1633057375101758
14,1994,5,1989,1922,0.12550921659422143
14,1994,4,1990,1923,0.09560147183095033
14,1994,3,1991,1924,0.058431166926350864
14,1994,2,1992,1925,0.036824415105990105
14,1994,1,1993,1926,0.014834779913958495
16,2009,10,1999,1922,0.15567531851476935
16,2009,9,2000,1923,0.16607198950971666
16,2009,8,2001,1924,0.14818224038360714
16,2009,7,2002,1925,0.156645485264009
16,2009,6,2003,1926,0.161370841764065
16,2009,5,2004,1927,0.12498295658538928
16,2009,4,2005,1928,0.09813866290781614
16,2009,3,2006,1929,0.06277539774100288
16,2009,2,2007,1930,0.04271921351874642
16,2009,1,2008,1931,0.014331475776816077
5,2005,10,1995,1973,0.12067161403068627
5,2005,9,1996,1974,0.13835812460617491
5,2005,8,1997,1975,0.14152594717490005
5,2005,7,1998,1976,0.11331290087584273
5,2005,6,1999,1977,0.10565000335196584
5,2005,5,2000,1978,0.09575179644333325
5,2005,4,2001,1979,0.06616110510129619
5,2005,3,2002,1980,0.03387850666930901
5,2005,2,2003,1981,0.026609687346085525
5,2005,1,2004,1982,0.007915835522846987
14,1989,10,1979,1912,0.16884696053292605
14,1989,9,1980,1913,0.177860590668362
14,1989,8,1981,1914,0.17798736743150348
14,1989,7,1982,1915,0.1804005092758841
14,1989,6,1983,1916,0.16908836647299028
14,1989,5,1984,1917,0.14667021883007467
14,1989,4,1985,1918,0.12483748639299949
14,1989,3,1986,1919,0.07340338453150447
14,1989,2,1987,1920,0.04555044346809434
14,1989,1,1988,1921,0.01668250996157498
13,1993,10,1983,1921,0.14579113279318573
13,1993,9,1984,1922,0.1513367638412848
13,1993,8,1985,1923,0.16089546461523152
13,1993,7,1986,1924,0.14330825989479803
13,1993,6,1987,1925,0.13397301301439965
13,1993,5,1988,1926,0.11117092391964256
13,1993,4,1989,1927,0.07535644316330306
