age_group,target_year,lag,feature_period,cohort_year,abs_shap
4,1994,9,1985,1968,0.10027839184023189
4,1994,8,1986,1969,0.17109478039842926
4,1994,7,1987,1970,0.11987588117095725
4,1994,6,1988,1971,0.10834286687999879
4,1994,5,1989,1972,0.1202625951118148
4,1994,4,1990,1973,0.09778285654014117
4,1994,3,1991,1974,0.05344911736949904
4,1994,2,1992,1975,0.03287020290642231
4,1994,1,1993,1976,0.011535060378212829
5,2004,10,1994,1972,0.09964967205219107
5,2004,9,1995,1973,0.12301112956493102
5,2004,8,1996,1974,0.134468877508586
5,2004,7,1997,1975,0.12686028126596913
5,2004,6,1998,1976,0.10452813819836493
5,2004,5,1999,1977,0.08823547863609912
5,2004,4,2000,1978,0.06949288032349522
5,2004,3,2001,1979,0.041868307544299196
5,2004,2,2002,1980,0.02101402882119596
5,2004,1,2003,1981,0.008880648315555267
2,2005,10,1995,1988,0.34036909375590746
2,2005,9,1996,1989,0.31129057609692246
2,2005,8,1997,1990,0.27965743331882775
2,2005,7,1998,1991,0.2711951486751445
2,2005,6,1999,1992,0.2873619732688043
2,2005,5,2000,1993,0.21033044092347947
2,2005,4,2001,1994,0.11910810102901921
2,2005,3,2002,1995,0.07638736644701002
2,2005,2,2003,1996,0.054149353753590646
2,2005,1,2004,1997,0.023321991380895385
1,1992,10,1982,1980,0.008312755732449582
1,1992,9,1983,1981,0.045936314471476204
1,1992,8,1984,1982,0.07498305660733454
1,1992,7,1985,1983,0.05528403179876365
1,1992,6,1986,1984,0.07879115212451114
1,1992,5,1987,1985,0.0803397087807442
1,1992,4,1988,1986,0.06158755270303379
1,1992,3,1989,1987,0.04631254433307585
1,1992,2,1990,1988,0.03061922234532959
1,1992,1,1991,1989,0.011190908357161017
16,2017,10,2007,1930,0.13818559756158408
16,2017,9,2008,1931,0.14239033653217195
16,2017,8,2009,1932,0.12603684414618307
16,2017,7,2010,1933,0.1240563105751155
16,2017,6,2011,1934,0.10937195597360987
16,2017,5,2012,1935,0.10596412481126627
16,2017,4,2013,1936,0.07979665009069466
16,2017,3,2014,1937,0.05913051708394085
16,2017,2,2015,1938,0.0369172754196509
16,2017,1,2016,1939,0.012493838927605104
3,2001,10,1991,1979,0.2834780922321839
3,2001,9,1992,1980,0.3019881878666151
3,2001,8,1993,1981,0.29888511002381246
3,2001,7,1994,1982,0.2772919877351755
3,2001,6,1995,1983,0.23274315965793174
3,2001,5,1996,1984,0.203494223065744
3,2001,4,1997,1985,0.15130536656837454
3,2001,3,1998,1986,0.08243280873137236
3,2001,2,1999,1987,0.047974144938320515
3,2001,1,2000,1988,0.01694458683306307
11,2011,10,2001,1949,0.04679040101865705
11,2011,9,2002,1950,0.03347992646406662
11,2011,8,2003,1951,0.033366967789570115
11,2011,7,2004,1952,0.021174131501181463
11,2011,6,2005,1953,0.020114903275792004
11,2011,5,2006,1954,0.016094547908073124
11,2011,4,2007,1955,0.0029555214452372525
11,2011,3,2008,1956,0.0006659293890901095
11,2011,2,2009,1957,0.0004565679801384067
11,2011,1,2010,1958,0.0016526797322061134
6,1997,10,1987,1960,0.050182467468622205
6,1997,9,1988,1961,0.04500655264875277
6,1997,8,1989,1962,0.05199551938430579
6,1997,7,1990,1963,0.07971010307586635
6,1997,6,1991,1964,0.0846589324311723
6,1997,5,1992,1965,0.06592711495172739
6,1997,4,1993,1966,0.05769163397925037
6,1997,3,1994,1967,0.02587735224624594
6,1997,2,1995,1968,0.016568064462899847
6,1997,1,1996,1969,0.0066538513926345634
12,1991,10,1981,1924,0.12363341967288842
12,1991,9,1982,1925,0.13888635487396594
12,1991,8,1983,1926,0.13172838564935171
12,1991,7,1984,1927,0.1168168283279039
12,1991,6,1985,1928,0.1268495726073826
12,1991,5,1986,1929,0.0950864004182097
12,1991,4,1987,1930,0.07499688907941472
12,1991,3,1988,1931,0.04963399335115575
12,1991,2,1989,1932,0.02862761157127982
12,1991,1,1990,1933,0.008149718035784898
15,2017,10,2007,1935,0.10114090019233897
15,2017,9,2008,1936,0.11071097581486967
15,2017,8,2009,1937,0.09970061794562736
15,2017,7,2010,1938,0.08929337384938321
15,2017,6,2011,1939,0.08185118067426442
15,2017,5,2012,1940,0.07236488376163853
15,2017,4,2013,1941,0.06327565883720551
15,2017,3,2014,1942,0.04038776144613736
15,2017,2,2015,1943,0.022685458761329456
15,2017,1,2016,1944,0.009194107772682654
12,1995,10,1985,1928,0.116652628789985
12,1995,9,1986,1929,0.11140440117464658
12,1995,8,1987,1930,0.10895298522388917
12,1995,7,1988,1931,0.11206155492010204
12,1995,6,1989,1932,0.09530660961553208
12,1995,5,1990,1933,0.06807018350343044
12,1995,4,1991,1934,0.05034067819924975
12,1995,3,1992,1935,0.035980653190789406
12,1995,2,1993,1936,0.02522401096805972
12,1995,1,1994,1937,0.00801432826547765
2,2014,10,2004,1997,0.49353621355790045
2,2014,9,2005,1998,0.25640816623662066
2,2014,8,2006,1999,0.32222119295033125
2,2014,7,2007,2000,0.2700745408095728
2,2014,6,2008,2001,0.26315951529834114
2,2014,5,2009,2002,0.18483560835754143
2,2014,4,2010,2003,0.12775237510300852
2,2014,3,2011,2004,0.10068423410148045
2,2014,2,2012,2005,0.09568113090267188
2,2014,1,2013,2006,0.024499863484231367
8,2018,10,2008,1971,0.07770451397935138
8,2018,9,2009,1972,0.11702244507186155
8,2018,8,2010,1973,0.08986026518706547
8,2018,7,2011,1974,0.10681485135844423
8,2018,6,2012,1975,0.09227177220139479
8,2018,5,2013,1976,0.09195632038836826
8,2018,4,2014,1977,0.06113935009421162
8,2018,3,2015,1978,0.046603252916127505
8,2018,2,2016,1979,0.023604521685849013
8,2018,1,2017,1980,0.01073136046861801
13,2002,10,1992,1930,0.09021355527034755
13,2002,9,1993,1931,0.11025522056066009
13,2002,8,1994,1932,0.09503309557101296
13,2002,7,1995,1933,0.09898085459063058
13,2002,6,1996,1934,0.10349851010978564
13,2002,5,1997,1935,0.07119963649608987
13,2002,4,1998,1936,0.0656627662269517
13,2002,3,1999,1937,0.04499659275169302
13,2002,2,2000,1938,0.024549854978227943
13,2002,1,2001,1939,0.010441855624772673
10,1992,10,1982,1935,0.07133905757229698
10,1992,9,1983,1936,0.08827407752761308
10,1992,8,1984,1937,0.0620501565396607
10,1992,7,1985,1938,0.055728511505819436
10,1992,6,1986,1939,0.052670304699564345
10,1992,5,1987,1940,0.06402065552767762
10,1992,4,1988,1941,0.0388336612022637
10,1992,3,1989,1942,0.027869458396431224
10,1992,2,1990,1943,0.009658819295750515
10,1992,1,1991,1944,0.0009835071364521133
14,2010,10,2000,1933,0.10382345245722008
14,2010,9,2001,1934,0.11045983648772864
14,2010,8,2002,1935,0.10782473125343112
14,2010,7,2003,1936,0.11115618435305638
14,2010,6,2004,1937,0.11369370399880048
14,2010,5,2005,1938,0.07763626314290543
14,2010,4,2006,1939,0.05921539971053173
14,2010,3,2007,1940,0.0435165327772432
14,2010,2,2008,1941,0.023977251968095265
14,2010,1,2009,1942,0.007840288282593814
7,2013,10,2003,1971,0.09826764627572314
7,2013,9,2004,1972,0.11624172771369895
7,2013,8,2005,1973,0.12178022512127222
7,2013,7,2006,1974,0.08557875534041687
7,2013,6,2007,1975,0.09835392877943286
7,2013,5,2008,1976,0.06027910491310077
7,2013,4,2009,1977,0.05856304908467326
7,2013,3,2010,1978,0.03907967218219313
7,2013,2,2011,1979,0.025766419978206234
7,2013,1,2012,1980,0.007079607612782318
1,2015,10,2005,2003,0.2029875779401738
1,2015,9,2006,2004,0.17450712645597852
1,2015,8,2007,2005,0.219640533652474
1,2015,7,2008,2006,0.13887046183763999
1,2015,6,2009,2007,0.16027494766231332
1,2015,5,2010,2008,0.17455175551343427
1,2015,4,2011,2009,0.11643249012654766
1,2015,3,2012,2010,0.07961976100916843
1,2015,2,2013,2011,0.035100232393983424
1,2015,1,2014,2012,0.015538718179407867
13,2006,10,1996,1934,0.09660518323559898
13,2006,9,1997,1935,0.08445732933671643
13,2006,8,1998,1936,0.09671890015495449
13,2006,7,1999,1937,0.1024943475426056
13,2006,6,2000,1938,0.08173883755368712
13,2006,5,2001,1939,0.08865711173874555
13,2006,4,2002,1940,0.06252378112623576
13,2006,3,2003,1941,0.03286941412339608
13,2006,2,2004,1942,0.02353295316378262
13,2006,1,2005,1943,0.004533886984600458
10,2004,10,1994,1947,0.008031048024391092
10,2004,9,1995,1948,0.018415431603497377
10,2004,8,1996,1949,0.01305610685892743
10,2004,7,1997,1950,0.008512524776922019
10,2004,6,1998,1951,0.027710919310261185
10,2004,5,1999,1952,0.007454677023625519
10,2004,4,2000,1953,0.010674673763273785
10,2004,3,2001,1954,0.010272909203658812
10,2004,2,2002,1955,0.00933492579109714
10,2004,1,2003,1956,0.0006957208396615596
2,1995,10,1985,1978,0.1513655778478304
2,1995,9,1986,1979,0.1883815982223947
2,1995,8,1987,1980,0.18095311620818905
2,1995,7,1988,1981,0.20038144222836884
2,1995,6,1989,1982,0.23259579023203666
2,1995,5,1990,1983,0.152735633827628
2,1995,4,1991,1984,0.10428809409326921
2,1995,3,1992,1985,0.09867836345890384
2,1995,2,1993,1986,0.044464808271606614
2,1995,1,1994,1987,0.015085921523168622
1,2018,10,2008,2006,0.16178330836615043
1,2018,9,2009,2007,0.20916763177160758
1,2018,8,2010,2008,0.26361549685239855
1,2018,7,2011,2009,0.21919713646645028
1,2018,6,2012,2010,0.20981300532318936
1,2018,5,2013,2011,0.12535053508068714
1,2018,4,2014,2012,0.12535338357184084
1,2018,3,2015,2013,0.08626917536682378
1,2018,2,2016,2014,0.050058921319003816
1,2018,1,2017,2015,0.016130351267289365
12,2015,10,2005,1948,0.015560018020619201
12,2015,9,2006,1949,0.031804873334672655
12,2015,8,2007,1950,0.04231176161764204
12,2015,7,2008,1951,0.041412858398926874
12,2015,6,2009,1952,0.024628609194475706
12,2015,5,2010,1953,0.0034764979845467226
12,2015,4,2011,1954,0.010495892797840679
12,2015,3,2012,1955,0.0006830253432992706
12,2015,2,2013,1956,0.001737947636731112
12,2015,1,2014,1957,0.001448983904887138
8,1997,10,1987,1950,0.030276490576228922
8,1997,9,1988,1951,0.02132707064709303
8,1997,8,1989,1952,0.008120297819601423
8,1997,7,1990,1953,0.015502316261364488
8,1997,6,1991,1954,0.015290574935660328
8,1997,5,1992,1955,0.009211704341181022
8,1997,4,1993,1956,0.006781182791697715
8,1997,3,1994,1957,0.003807517801599924
8,1997,2,1995,1958,0.0017163796405537078
8,1997,1,1996,1959,0.004345889604258702
10,1997,10,1987,1940,0.0644868484984581
10,1997,9,1988,1941,0.058063577555437826
10,1997,8,1989,1942,0.05760218501203354
10,1997,7,1990,1943,0.0277742105270847
10,1997,6,1991,1944,0.003368199250568452
10,1997,5,1992,1945,0.01134380817048192
10,1997,4,1993,1946,0.020050780212429026
10,1997,3,1994,1947,0.00582590177937574
10,1997,2,1995,1948,0.007035871355336107
10,1997,1,1996,1949,0.0019266251733134798
15,2004,10,1994,1922,0.14194326677139735
15,2004,9,1995,1923,0.14004740260576526
15,2004,8,1996,1924,0.13530903690007867
15,2004,7,1997,1925,0.13488514143717853
15,2004,6,1998,1926,0.1376425479435516
15,2004,5,1999,1927,0.12366225700543833
15,2004,4,2000,1928,0.08140106096296817
15,2004,3,2001,1929,0.06095901641417438
15,2004,2,2002,1930,0.03784487681842547
15,2004,1,2003,1931,0.014025201818233152
6,2003,10,1993,1966,0.10764595280171158
6,2003,9,1994,1967,0.07697249945994844
6,2003,8,1995,1968,0.07738290368729361
6,2003,7,1996,1969,0.08024412281945771
6,2003,6,1997,1970,0.12661938178820886
6,2003,5,1998,1971,0.0927301027917243
6,2003,4,1999,1972,0.0369638407645112
6,2003,3,2000,1973,0.03056404624906709
6,2003,2,2001,1974,0.020198163587507603
6,2003,1,2002,1975,0.011439394830175423
1,1991,10,1981,1979,0.0031108323328698593
1,1991,9,1982,1980,0.01402812341855649
1,1991,8,1983,1981,0.055243456279504194
1,1991,7,1984,1982,0.07123913464055492
1,1991,6,1985,1983,0.05757447511457746
1,1991,5,1986,1984,0.0693163598710263
1,1991,4,1987,1985,0.06074208072087705
1,1991,3,1988,1986,0.04011975614813394
1,1991,2,1989,1987,0.029759313982408726
1,1991,1,1990,1988,0.010896961844293406
7,2017,10,2007,1975,0.11917178122363695
7,2017,9,2008,1976,0.08520099729917073
7,2017,8,2009,1977,0.11370115914118159
7,2017,7,2010,1978,0.10965616515478384
7,2017,6,2011,1979,0.10792264187094273
7,2017,5,2012,1980,0.07184350836696465
7,2017,4,2013,1981,0.0714317435643724
7,2017,3,2014,1982,0.043187328037502824
7,2017,2,2015,1983,0.027474098123876065
7,2017,1,2016,1984,0.008003917038891589
4,2005,10,1995,1978,0.21936857673114898
4,2005,9,1996,1979,0.15630082066994938
4,2005,8,1997,1980,0.2221384211025593
4,2005,7,1998,1981,0.18041936953149965
4,2005,6,1999,1982,0.15797112902975247
4,2005,5,2000,1983,0.13555354246600626
4,2005,4,2001,1984,0.09648174722278349
4,2005,3,2002,1985,0.050231971411396674
4,2005,2,2003,1986,0.039571317478378616
4,2005,1,2004,1987,0.015177689085226658
14,2006,10,1996,1929,0.108725825557249
14,2006,9,1997,1930,0.11374133340889424
14,2006,8,1998,1931,0.11361794100999686
14,2006,7,1999,1932,0.12256828144604032
14,2006,6,2000,1933,0.112009253449058
14,2006,5,2001,1934,0.09340455723710231
14,2006,4,2002,1935,0.07297254768084178
14,2006,3,2003,1936,0.04863118178879335
14,2006,2,2004,1937,0.03326838072760413
14,2006,1,2005,1938,0.009124894856586161
15,2015,10,2005,1933,0.11422027041346179
15,2015,9,2006,1934,0.11672937580398338
15,2015,8,2007,1935,0.10886122972865998
15,2015,7,2008,1936,0.11024330181408944
15,2015,6,2009,1937,0.10150565741102896
15,2015,5,2010,1938,0.07766071603023665
15,2015,4,2011,1939,0.05568724388580783
15,2015,3,2012,1940,0.03727440518708456
15,2015,2,2013,1941,0.028082605934675993
15,2015,1,2014,1942,0.009358238380505812
14,2015,10,2005,1938,0.0801513926891226
14,2015,9,2006,1939,0.08916137261471764
14,2015,8,2007,1940,0.09405672636689857
14,2015,7,2008,1941,0.07919320484906761
14,2015,6,2009,1942,0.0722492541474222
14,2015,5,2010,1943,0.051129591339230826
14,2015,4,2011,1944,0.03027386369246486
14,2015,3,2012,1945,0.026597758109152842
14,2015,2,2013,1946,0.016142321531376267
14,2015,1,2014,1947,0.005349773510181838
7,2006,10,1996,1964,0.05846050031943656
7,2006,9,1997,1965,0.08940519827371442
7,2006,8,1998,1966,0.05977596404730154
7,2006,7,1999,1967,0.06280931917447147
7,2006,6,2000,1968,0.09113923877753353
7,2006,5,2001,1969,0.06155982764623692
7,2006,4,2002,1970,0.035375716467842586
7,2006,3,2003,1971,0.03416218508475474
7,2006,2,2004,1972,0.023668384359240326
7,2006,1,2005,1973,0.008776387651687463
3,2006,10,1996,1984,0.3523188943237804
3,2006,9,1997,1985,0.36067412629152873
3,2006,8,1998,1986,0.28625643367998754
3,2006,7,1999,1987,0.2413059850458704
3,2006,6,2000,1988,0.2487249732627391
3,2006,5,2001,1989,0.16970712100587296
3,2006,4,2002,1990,0.19373649373942534
3,2006,3,2003,1991,0.07590694028956614
3,2006,2,2004,1992,0.06737382776659011
3,2006,1,2005,1993,0.016727954911718537
8,2000,10,1990,1953,0.025185518357651423
8,2000,9,1991,1954,0.021501445055688066
8,2000,8,1992,1955,0.02369506597507836
8,2000,7,1993,1956,0.01872703328979613
8,2000,6,1994,1957,0.023073687886150364
8,2000,5,1995,1958,0.00642515119439036
8,2000,4,1996,1959,0.03516327254922084
8,2000,3,1997,1960,0.020458928206118752
8,2000,2,1998,1961,0.008870506747780981
8,2000,1,1999,1962,0.0057417828455966526
9,2003,10,1993,1951,0.00932366315000471
9,2003,9,1994,1952,0.004153363378511547
9,2003,8,1995,1953,0.017503369196362455
9,2003,7,1996,1954,0.006302983812529528
9,2003,6,1997,1955,0.017640594090553102
9,2003,5,1998,1956,0.014596147258488809
9,2003,4,1999,1957,0.006832741513937006
9,2003,3,2000,1958,0.007222127265041872
9,2003,2,2001,1959,0.0026290971113938034
9,2003,1,2002,1960,0.0015974715391972262
11,1993,10,1983,1931,0.10495720852752942
11,1993,9,1984,1932,0.10750934092598485
11,1993,8,1985,1933,0.09764315140490158
11,1993,7,1986,1934,0.0914724223246421
11,1993,6,1987,1935,0.10099989054851695
11,1993,5,1988,1936,0.06943845343892102
11,1993,4,1989,1937,0.053819228834354346
11,1993,3,1990,1938,0.02389790099857023
11,1993,2,1991,1939,0.014057557154228776
11,1993,1,1992,1940,0.004222465550903942
15,1996,10,1986,1914,0.17175466387539354
15,1996,9,1987,1915,0.19109966111469215
15,1996,8,1988,1916,0.17462789491025935
15,1996,7,1989,1917,0.17196120817016916
15,1996,6,1990,1918,0.14975820953116228
15,1996,5,1991,1919,0.1395761592405377
15,1996,4,1992,1920,0.11346506863233387
15,1996,3,1993,1921,0.06560859555177506
15,1996,2,1994,1922,0.0434735095205177
15,1996,1,1995,1923,0.014082614219085982
7,1996,10,1986,1954,0.008681781910910631
7,1996,9,1987,1955,0.0007091380835156673
7,1996,8,1988,1956,0.015104603938869317
7,1996,7,1989,1957,0.0350531505564383
7,1996,6,1990,1958,0.058999618358728995
7,1996,5,1991,1959,0.03686208281745501
7,1996,4,1992,1960,0.033402336553082834
7,1996,3,1993,1961,0.01933900198230655
7,1996,2,1994,1962,0.013730089113009072
7,1996,1,1995,1963,0.004862391831896578
15,2012,10,2002,1930,0.12254023591034638
15,2012,9,2003,1931,0.13994172529661533
15,2012,8,2004,1932,0.13467058873638182
15,2012,7,2005,1933,0.12640456437219763
15,2012,6,2006,1934,0.11436230857456701
15,2012,5,2007,1935,0.09658118707746156
15,2012,4,2008,1936,0.07375717838625209
15,2012,3,2009,1937,0.0459015497629206
15,2012,2,2010,1938,0.026605245822449244
15,2012,1,2011,1939,0.008672191367048533
7,1990,10,1980,1948,0.022226259448532286
7,1990,9,1981,1949,0.021970912779818136
7,1990,8,1982,1950,0.019840588045838728
7,1990,7,1983,1951,0.02874136658547637
7,1990,6,1984,1952,0.01918845574475366
7,1990,5,1985,1953,0.021999143355869714
7,1990,4,1986,1954,0.011037783546617141
7,1990,3,1987,1955,0.0057193307892995865
7,1990,2,1988,1956,0.0013441835651432895
7,1990,1,1989,1957,0.0019393524741384356
13,2011,10,2001,1939,0.0923153874034595
13,2011,9,2002,1940,0.09530980624640276
13,2011,8,2003,1941,0.0708113194712001
13,2011,7,2004,1942,0.07857319585389887
13,2011,6,2005,1943,0.041268209307861015
13,2011,5,2006,1944,0.04001215597126811
13,2011,4,2007,1945,0.04449587361165323
13,2011,3,2008,1946,0.02206702353815649
13,2011,2,2009,1947,0.012536955931478898
13,2011,1,2010,1948,0.0036392897681170456
6,2014,10,2004,1977,0.12940231341250338
6,2014,9,2005,1978,0.18396119048143025
6,2014,8,2006,1979,0.1288052088063216
6,2014,7,2007,1980,0.10781728109818269
6,2014,6,2008,1981,0.10141016726324777
6,2014,5,2009,1982,0.0905233824960111
6,2014,4,2010,1983,0.06393135100907649
6,2014,3,2011,1984,0.05027349945194358
6,2014,2,2012,1985,0.034724472727718954
6,2014,1,2013,1986,0.008121802901243048
3,1989,10,1979,1967,0.15775369721644467
3,1989,9,1980,1968,0.2250114228692532
3,1989,8,1981,1969,0.13667675537075677
3,1989,7,1982,1970,0.1398753867241821
3,1989,6,1983,1971,0.16116581888181986
3,1989,5,1984,1972,0.12363629477496971
3,1989,4,1985,1973,0.11251715005603834
3,1989,3,1986,1974,0.06561161963145684
3,1989,2,1987,1975,0.05271149933032899
3,1989,1,1988,1976,0.012661954720253278
5,2016,10,2006,1984,0.16880039105939032
5,2016,9,2007,1985,0.1613543547931987
5,2016,8,2008,1986,0.13867526520874413
5,2016,7,2009,1987,0.1291497455112314
5,2016,6,2010,1988,0.17844363851358166
5,2016,5,2011,1989,0.11428840799772366
5,2016,4,2012,1990,0.08822703918045208
5,2016,3,2013,1991,0.06220176238409186
5,2016,2,2014,1992,0.029894954853025936
5,2016,1,2015,1993,0.01270503860159173
11,2015,10,2005,1953,0.0191242086925943
11,2015,9,2006,1954,0.015370384478187685
11,2015,8,2007,1955,0.0020581125050250673
11,2015,7,2008,1956,0.005694128098184362
11,2015,6,2009,1957,0.011037308201467307
11,2015,5,2010,1958,0.02187514378636748
11,2015,4,2011,1959,0.010270992342504615
11,2015,3,2012,1960,0.019051652284335367
11,2015,2,2013,1961,0.006806839697561896
11,2015,1,2014,1962,0.0034856184810060004
6,2011,10,2001,1974,0.09344045765476222
6,2011,9,2002,1975,0.17282129147605532
6,2011,8,2003,1976,0.1382297595705584
6,2011,7,2004,1977,0.11237346008878249
6,2011,6,2005,1978,0.14262506025747232
6,2011,5,2006,1979,0.08776707561969709
6,2011,4,2007,1980,0.05994973120927106
6,2011,3,2008,1981,0.03865645651649019
6,2011,2,2009,1982,0.025591902345585237
6,2011,1,2010,1983,0.008375350588019784
1,2001,10,1991,1989,0.15699663678747783
1,2001,9,1992,1990,0.15475608891850035
1,2001,8,1993,1991,0.16202684361900466
1,2001,7,1994,1992,0.17213696606830134
1,2001,6,1995,1993,0.15439336758521274
1,2001,5,1996,1994,0.1442508070715444
1,2001,4,1997,1995,0.11716224995227008
1,2001,3,1998,1996,0.05727071719389367
1,2001,2,1999,1997,0.035183798132660156
1,2001,1,2000,1998,0.010956722284360438
16,1995,10,1985,1908,0.2033068328953153
16,1995,9,1986,1909,0.2142038915392851
16,1995,8,1987,1910,0.2001433333553898
16,1995,7,1988,1911,0.2062945790384888
16,1995,6,1989,1912,0.18036807745175137
16,1995,5,1990,1913,0.16177167053958652
16,1995,4,1991,1914,0.11507238397075026
16,1995,3,1992,1915,0.079619215491712
16,1995,2,1993,1916,0.052382536335888956
16,1995,1,1994,1917,0.016751470931816764
14,2000,10,1990,1923,0.13112464428894813
14,2000,9,1991,1924,0.1336924176715569
14,2000,8,1992,1925,0.12304065349701762
14,2000,7,1993,1926,0.1424818810000021
14,2000,6,1994,1927,0.10523184594719331
14,2000,5,1995,1928,0.10295346029673794
14,2000,4,1996,1929,0.0782705772262592
14,2000,3,1997,1930,0.04955690281524411
14,2000,2,1998,1931,0.03346610744208813
14,2000,1,1999,1932,0.01238892835544586
16,2003,10,1993,1916,0.1745300550963139
16,2003,9,1994,1917,0.16684364464397866
16,2003,8,1995,1918,0.16711482678289497
16,2003,7,1996,1919,0.1760311623798898
16,2003,6,1997,1920,0.1660950090606579
16,2003,5,1998,1921,0.15088529261745648
16,2003,4,1999,1922,0.10994891548825664
16,2003,3,2000,1923,0.0706648157230793
16,2003,2,2001,1924,0.042558982330200695
16,2003,1,2002,1925,0.015759313779184596
13,2017,10,2007,1945,0.05819437379406999
13,2017,9,2008,1946,0.04666365345590751
13,2017,8,2009,1947,0.03438256727834972
13,2017,7,2010,1948,0.031033094768700677
13,2017,6,2011,1949,0.015046346232509385
13,2017,5,2012,1950,0.024600514963853154
13,2017,4,2013,1951,0.02317698006356682
13,2017,3,2014,1952,0.012636490862391565
13,2017,2,2015,1953,0.009579112093699795
13,2017,1,2016,1954,0.0033877825183269063
7,2014,10,2004,1972,0.11434589265255879
7,2014,9,2005,1973,0.12515184354949135
7,2014,8,2006,1974,0.09411630179095881
7,2014,7,2007,1975,0.10577685194530524
7,2014,6,2008,1976,0.07228560901130926
7,2014,5,2009,1977,0.08002848583312396
7,2014,4,2010,1978,0.061736609163967546
7,2014,3,2011,1979,0.04147379134567678
7,2014,2,2012,1980,0.020585625467263877
7,2014,1,2013,1981,0.009529775179068884
17,2005,10,1995,1913,0.17899493337461014
17,2005,9,1996,1914,0.19302808289634207
17,2005,8,1997,1915,0.18427562493131663
17,2005,7,1998,1916,0.19075941920371386
17,2005,6,1999,1917,0.19943111140571432
17,2005,5,2000,1918,0.16350172672734137
17,2005,4,2001,1919,0.12102553223429748
17,2005,3,2002,1920,0.07835984570023764
17,2005,2,2003,1921,0.05267879312980686
17,2005,1,2004,1922,0.01809118932636367
17,2009,10,1999,1917,0.18893909783069737
17,2009,9,2000,1918,0.19549309704309736
17,2009,8,2001,1919,0.1825104307924172
17,2009,7,2002,1920,0.18550032941437136
17,2009,6,2003,1921,0.18821417119242034
17,2009,5,2004,1922,0.1523092445799053
17,2009,4,2005,1923,0.11094851463658748
17,2009,3,2006,1924,0.07027708082420325
17,2009,2,2007,1925,0.04658056105627115
17,2009,1,2008,1926,0.01599490160371978
14,2013,10,2003,1936,0.10008684271937286
14,2013,9,2004,1937,0.11542048737514997
14,2013,8,2005,1938,0.08719912939159465
14,2013,7,2006,1939,0.08871731109872813
14,2013,6,2007,1940,0.09644506376156112
14,2013,5,2008,1941,0.06984535425957589
14,2013,4,2009,1942,0.0497681985840734
14,2013,3,2010,1943,0.0265766826537475
14,2013,2,2011,1944,0.014371606714443298
14,2013,1,2012,1945,0.006228528977179571
11,1996,10,1986,1934,0.08148418784260907
11,1996,9,1987,1935,0.10149269416854745
11,1996,8,1988,1936,0.07639010382649149
11,1996,7,1989,1937,0.08018754416661307
11,1996,6,1990,1938,0.0499664625796224
11,1996,5,1991,1939,0.03925277160614779
11,1996,4,1992,1940,0.02616449450748412
11,1996,3,1993,1941,0.03307142402349958
11,1996,2,1994,1942,0.01731333791909902
11,1996,1,1995,1943,0.005471881068027063
4,2014,10,2004,1987,0.28244777458096126
4,2014,9,2005,1988,0.2759188064429463
4,2014,8,2006,1989,0.22763840025795687
4,2014,7,2007,1990,0.17606976977119324
4,2014,6,2008,1991,0.1668377111778771
4,2014,5,2009,1992,0.1790864914751036
4,2014,4,2010,1993,0.11717672739619955
4,2014,3,2011,1994,0.07224162867688202
4,2014,2,2012,1995,0.04831383946776724
4,2014,1,2013,1996,0.01407758793237784
10,2013,10,2003,1956,0.009750967526217192
10,2013,9,2004,1957,0.02195018012506801
10,2013,8,2005,1958,0.023048932712905812
10,2013,7,2006,1959,0.0616751407991231
10,2013,6,2007,1960,0.036926003025401215
10,2013,5,2008,1961,0.03163692367453842
10,2013,4,2009,1962,0.028560533459427672
10,2013,3,2010,1963,0.01714173151530137
10,2013,2,2011,1964,0.01330461353811598
10,2013,1,2012,1965,0.005635371321812277
2,2007,10,1997,1990,0.310867432776661
2,2007,9,1998,1991,0.33073883615666294
2,2007,8,1999,1992,0.37293125842376423
2,2007,7,2000,1993,0.28819683974124616
2,2007,6,2001,1994,0.20535246261751777
2,2007,5,2002,1995,0.17073731193208821
2,2007,4,2003,1996,0.13995799455915875
2,2007,3,2004,1997,0.12545067779926783
2,2007,2,2005,1998,0.042763327481247185
2,2007,1,2006,1999,0.017375984516113035
12,2017,10,2007,1950,0.04037561126422901
12,2017,9,2008,1951,0.04128274677592944
12,2017,8,2009,1952,0.024799696207216504
12,2017,7,2010,1953,0.0036811344269404296
12,2017,6,2011,1954,0.017749345185127954
12,2017,5,2012,1955,0.0005153991565374525
12,2017,4,2013,1956,0.00745775853717952
12,2017,3,2014,1957,0.005879826461146061
12,2017,2,2015,1958,0.0014048396032377507
12,2017,1,2016,1959,0.0005324476950484078
11,2007,10,1997,1945,0.03661770384008488
11,2007,9,1998,1946,0.05022922990468914
11,2007,8,1999,1947,0.029245299451991877
11,2007,7,2000,1948,0.01317884829300381
11,2007,6,2001,1949,0.04810973265511356
11,2007,5,2002,1950,0.02899335524657486
11,2007,4,2003,1951,0.02376441135987012
11,2007,3,2004,1952,0.010382455450708102
11,2007,2,2005,1953,0.007842825229375787
11,2007,1,2006,1954,0.002227485050402939
6,2015,10,2005,1978,0.18456986753302557
6,2015,9,2006,1979,0.13329557634907896
6,2015,8,2007,1980,0.1195822343795398
6,2015,7,2008,1981,0.11043138125267564
6,2015,6,2009,1982,0.1086865121876923
