metric,value
MAE_x100k,1.3237647003262676
MAPE_%,28.446565139126424
SMAPE_%,31.519505701509136
MSE_x100k,5.571856312723422
RMSE_x100k,2.3604779839522805
MSE_logm,0.1602733839861412
RMSE_logm,0.40034158413302656
