year,N,MAE_x100k,MAPE_%,SMAPE_%,MSE_x100k,RMSE_x100k,MSE_logm,RMSE_logm
1979,4,1.9070432958476182,16.600488928798164,18.52427339945212,4.4425194884409684,2.107728513931756,0.056831022031029625,0.23839257964758387
1980,4,0.8585759923033199,11.969613160692559,13.291907897585844,0.762850392974701,0.8734130712181385,0.03153279942051384,0.17757477135143337
1981,4,5.169884911447695,18.45617151143888,20.08279280328808,70.21005287348862,8.379143922471354,0.04596326038220594,0.2143904391109966
1982,4,1.9674327706256025,11.358824041240661,11.774335133863678,11.137984805712714,3.337361953057042,0.023664651445576466,0.15383319357530242
1983,4,3.768400969439448,10.539382029796688,11.49897103951555,42.78403883034282,6.54095091178208,0.021451429140165977,0.1464630640815833
1984,4,2.5649440065788216,12.273520339872373,11.639591421832506,18.01560453579321,4.2444793009029045,0.017263227256629234,0.13138960102165329
1985,4,3.764034982125589,16.202865782957577,14.017052793954775,45.98190567218743,6.780995920378321,0.03896546144237823,0.19739671081955298
1986,4,2.5623608935783193,15.45043510367144,15.49706960222064,19.092997493153803,4.36955346610541,0.036621716419647635,0.19136801305246295
1987,4,3.1208872354517347,18.187487480251367,16.017092314968945,32.178211215812645,5.672584174414043,0.03857699716271018,0.19641027764022478
1988,4,2.0930926442780065,13.341649690765284,12.696283183368918,10.79618434716695,3.285754760654993,0.01912283692134619,0.13828534601087056
1989,4,1.6186926991262762,12.600403643819542,12.984973012149737,5.402756444320362,2.3243830244433386,0.019426255465175363,0.13937810253111987
1990,4,0.10469482457223589,4.090053103032805,3.960070933563747,0.0163704225918924,0.127946952257146,0.002512748693506533,0.05012732481897007
1991,4,0.6099350479571519,10.87466854860755,10.171168100171617,0.7167075578970292,0.8465858242948728,0.014052332897076783,0.11854253623521298
1992,4,0.6825873326215983,4.773864585628043,4.9421501764352165,0.9222078097843696,0.9603165154178958,0.004108823233964119,0.06410010322896617
1993,4,1.3859798344455747,18.468997823344417,17.065732160294356,4.244055286873096,2.0601105035587524,0.03440861460580631,0.18549559187702092
1994,4,0.669804906489537,16.868811808197403,15.202310881381687,0.6468716752460995,0.8042833302052825,0.03870109987526515,0.1967259511992893
1995,4,1.5824109370236163,18.845131047436418,18.08663035651326,5.63898623009004,2.374654970746285,0.038739597916340004,0.19682377375799906
1996,4,1.6346181891613476,22.328103580425516,19.195852625278054,7.561804764137865,2.7498735905742766,0.06357479051900049,0.25214041825736805
1997,4,1.660412636468004,32.01422522809714,26.337261899828633,8.347228099700212,2.8891569877215417,0.10524265533675153,0.32441124415894024
1998,4,1.3757946127981693,19.964034061651162,17.9231471936485,5.72287149195927,2.3922523888501543,0.04506939351661992,0.21229553343539737
1999,4,3.142932671494448,20.47546993660507,21.786650689589937,32.14923186944589,5.6700292653077105,0.05638941404397983,0.23746455323685645
2000,4,2.392314921531097,12.289205119663208,13.413278070411106,19.030928328103926,4.36244522350756,0.025818972825566784,0.1606828330145034
2001,4,1.0806979299460724,17.957168924015225,15.256268475937917,3.2485106514022792,1.8023625194178554,0.049564621595356614,0.22263113348172267
2002,4,1.5151417103334694,30.48781404756573,25.702376378802732,4.435257508743145,2.106005106533017,0.09518528882359331,0.3085211318914692
2003,4,2.121247373662336,18.49868739804274,17.32244285993112,12.598287735029471,3.549406673661032,0.04151543067799106,0.20375335746433987
2004,4,1.4261563110111641,11.497039761419186,12.536500507667172,6.929662411571575,2.6324251958168867,0.02483478338243921,0.1575905561334156
2005,4,0.6579888979134157,25.23568067133548,21.54221040398311,0.6151851571983116,0.784337400101711,0.0716895404847438,0.26774902517981986
2006,4,0.13902947497135132,9.99191733226186,11.989302265056857,0.02990425533787338,0.17292846884730512,0.05067690602286702,0.22511531716626262
2007,4,0.30645455849918524,5.998140595475668,6.004837842458809,0.1736612422166448,0.41672681965124925,0.005282244048471164,0.07267904820834656
2008,4,0.83703371646345,15.553491352910765,18.080164601721588,1.394144775120148,1.1807390800342588,0.06922380851203447,0.2631041780588717
2009,4,0.36096136865907447,6.225743592941801,6.51031850659322,0.3779991437792577,0.6148163496356108,0.007823357304471638,0.08844974451332033
2010,4,1.5303575584749083,18.106795760024458,16.567852406739007,7.123871107412777,2.6690580936751407,0.031187599936248263,0.17660011306974938
2011,4,1.1050307702382718,13.093523723926461,12.541863410079204,3.564830853330716,1.8880759659851392,0.019498442905625798,0.13963682503417857
2012,4,0.3295966902230194,10.595756544016425,11.467395091930776,0.18812350129787914,0.433732061643913,0.020716583966605452,0.14393256742865895
2013,4,0.5676697839563671,22.753790908337013,27.954586195640623,0.5594273019001871,0.7479487294595714,0.14977000689043937,0.38700130088985407
2014,4,0.582715829670539,7.774376331467178,7.963090834249931,0.7793606994224743,0.8828140797599879,0.007654427945787781,0.08748958764211762
2015,4,0.49754208778808584,13.950593079921687,13.763107228335588,0.6518168066624765,0.8073517242580687,0.027021765185532697,0.1643829832602289
2016,4,0.6389190546226985,12.309525788446228,11.213782043772994,1.2706862619873678,1.1272472053579763,0.019702527730286544,0.14036569285365474
2017,4,0.3891285173839951,13.730555018876942,15.512970951254768,0.20847912684937675,0.4565951454509528,0.056964394246952564,0.23867214803355788
2018,4,1.0609076280751706,10.661751655301629,10.566307808418394,3.479014600772118,1.8652116772023808,0.015505776047278583,0.12452219098328852
