dataset,year,age,cohort,obs_tasa_x100k,pred_tasa_x100k,abs_error_100k,rel_abs_error
train,1985,6,1979,3.0329819978259756,3.493856596432834,0.4608745986068583,0.15195428094761482
train,1985,7,1978,5.533763523417192,4.912203071849869,0.6215604515673228,0.11232146963580157
train,1985,8,1977,6.226332299397988,4.917109015493901,1.3092232839040872,0.21027199014586212
train,1985,9,1976,8.47640751471738,5.698579939593033,2.7778275751243466,0.3277128394665953
train,1985,10,1975,7.623332830674945,7.8320691297153955,0.2087362990404502,0.02738123910850446
train,1985,11,1974,12.78714523634321,12.85188656465959,0.06474132831638002,0.005063000937251361
train,1985,12,1973,17.863501408169043,14.208832091286668,3.6546693168823747,0.20458863205904734
train,1985,13,1972,27.937277132162674,21.305639970527974,6.6316371616347,0.23737593074164762
train,1985,14,1971,37.382410584559416,27.87005473900619,9.512355845553227,0.2544607396046844
train,1985,15,1970,46.36188747142791,42.72090118557167,3.6409862858562434,0.07853403915231118
train,1985,16,1969,49.346051178223036,36.54873206770368,12.797319110519354,0.25933826121768166
train,1985,17,1968,29.984483198914734,33.42935812055736,3.4448749216426258,0.11488858750005722
train,1986,1,1985,1.8296648204202837,2.268754785128903,0.4390899647086195,0.23998382644069105
train,1986,2,1984,0.6877785285125538,0.8689551500471218,0.18117662153456793,0.2634229101715808
train,1986,3,1983,0.48299539224611626,0.39616238709162566,0.0868330051544906,0.17978019365879166
train,1986,4,1982,0.8452199703724272,1.4352584788178018,0.5900385084453745,0.6980886977678594
train,1986,5,1981,1.8555022892135,1.7936547017941555,0.061847587419344485,0.03333199197804642
train,1986,6,1980,3.990094398611676,2.8330757934768775,1.1570186051347986,0.2899727398773033
train,1986,7,1979,5.119405745886155,5.1564400636840615,0.037034317797906446,0.007234104823134833
train,1986,8,1978,5.737371287879008,5.793863588494095,0.05649230061508703,0.00984637350112324
train,1986,9,1977,7.164191947155059,7.891360940613518,0.7271689934584593,0.10150049005137568
train,1986,10,1976,7.508740262204922,7.116716508576452,0.39202375362846986,0.05220899111421666
train,1986,11,1975,11.474170590516795,11.991257521962883,0.5170869314460873,0.045065299262101406
train,1986,12,1974,14.15439658225069,16.824123543956244,2.6697269617055532,0.1886146785694238
train,1986,13,1973,20.709775060009804,26.41620685520579,5.706431795195986,0.2755429152977487
train,1986,14,1972,28.63033693017714,35.47827681231478,6.847939882137641,0.2391847465448264
train,1986,15,1971,33.64859230252195,44.144850640873216,10.496258338351268,0.3119375171473151
train,1986,16,1970,47.09917933352755,47.200728004046766,0.10154867051921457,0.0021560602956605017
train,1986,17,1969,32.102558247386916,28.808722072187923,3.2938361751989937,0.1026035417431881
train,1987,1,1986,1.515381522448403,1.7306032252957435,0.21522170284734043,0.14202476383601703
train,1987,2,1985,0.6738037761026453,0.6454014286043203,0.028402347498325042,0.0421522533794114
train,1987,3,1984,0.26932473239019744,0.4517972146195829,0.18247248222938545,0.6775184759650739
train,1987,4,1983,1.1211302298627799,0.7908744369483979,0.330255792914382,0.29457397911258615
train,1987,5,1982,2.2990720121389705,1.736830111284338,0.5622419008546324,0.24455167036342593
train,1987,6,1981,2.6410915333165073,3.734930611773805,1.0938390784572976,0.4141617451188119
train,1987,7,1980,4.728239134608075,4.779149407901218,0.050910273293142794,0.010767279708950675
train,1987,8,1979,6.215871496028544,5.347395903100242,0.8684755929283021,0.13971903915372935
train,1987,9,1978,6.709270542408887,6.679673659874587,0.029596882534299596,0.004411341344370466
train,1987,10,1977,9.53147611483083,7.021263386237421,2.5102127285934097,0.2633603335256009
train,1987,11,1976,13.352841813049228,10.775095506528476,2.5777463065207513,0.19304851675853932
train,1987,12,1975,14.633789348698244,13.347916512572457,1.2858728361257867,0.08787012068340894
train,1987,13,1974,19.019268645576226,19.60382654643364,0.5845579008574155,0.03073503570250845
train,1987,14,1973,26.149672288173267,27.18921134953239,1.0395390613591218,0.03975342596661279
train,1987,15,1972,36.62727409635985,32.078669239942805,4.548604856417043,0.12418627835777098
train,1987,16,1971,41.999340045190564,45.094403352223864,3.0950633070333,0.07369314145657982
train,1987,17,1970,28.620653031176776,30.89648909269313,2.2758360615163546,0.0795172653481101
train,1988,1,1987,1.404580691779533,1.4362668357719584,0.03168614399242542,0.02255914820547484
train,1988,2,1986,0.4504504478204307,0.6339167122605662,0.18346626444013553,0.4072951094342478
train,1988,3,1985,0.4719995006438019,0.25232071144282614,0.21967878920097578,0.46542165595698937
train,1988,4,1984,1.1264199382352063,1.051129770034698,0.07529016820050827,0.06684023040146168
train,1988,5,1983,1.849733823332898,2.1546138515243687,0.30488002819147075,0.16482372995805702
train,1988,6,1982,2.8107411249676546,2.4761944680764376,0.334546656891217,0.11902435763981922
train,1988,7,1981,4.237227131228709,4.4223358019096075,0.18510867068089887,0.04368627523329802
train,1988,8,1980,5.445535569415212,5.803783468569219,0.3582478991540068,0.06578745002898084
train,1988,9,1979,5.7823810840382395,6.264801908630635,0.48242082459239555,0.083429441536462
train,1988,10,1978,7.829645545838609,8.925796275784215,1.096150729945606,0.14000004515249873
train,1988,11,1977,9.952553229845831,12.55807595796166,2.6055227281158295,0.26179440269679705
train,1988,12,1976,14.790857257593798,13.819845195949394,0.9710120616444033,0.06564947823736239
train,1988,13,1975,17.86038161811436,18.02655080979443,0.16616919168006916,0.009303787300464382
train,1988,14,1974,27.085540249440886,24.865646561989802,2.2198936874510835,0.08195862689121831
train,1988,15,1973,31.38272284592405,34.9760913648124,3.5933685188883473,0.11450148976971052
train,1988,16,1972,43.015862760987694,40.273312418664396,2.742550342323298,0.06375672057449772
train,1988,17,1971,32.39715357953489,27.564223377588917,4.83293020194597,0.14917761802996043
train,1989,1,1988,1.1439985954197553,1.3339719101400822,0.18997331472032686,0.16606079367646065
train,1989,2,1987,0.26164099678715447,0.42482912530474287,0.1631881285175884,0.623710085654958
train,1989,3,1986,0.20263453847220153,0.44298776019703423,0.2403532217248327,1.186141432432159
train,1989,4,1985,0.7642186753882282,1.0575545260326948,0.29333585064446666,0.3838375848314179
train,1989,5,1984,1.505478091160766,1.7361323119676688,0.2306542208069029,0.1532099484947727
train,1989,6,1983,2.6452953536591894,2.6391510794686925,0.006144274190496901,0.002322717643606531
train,1989,7,1982,3.3407240760420094,3.9707721078921634,0.630048031850154,0.18859624964789895
train,1989,8,1981,4.917471675149029,5.094599925646987,0.1771282504979581,0.036020187242370647
train,1989,9,1980,5.157186220193579,5.409650432520026,0.2524642123264469,0.0489538677773248
train,1989,10,1979,8.312010421560625,7.342108788826618,0.9699016327340075,0.11668676812748588
train,1989,11,1978,10.30467176710995,9.37311459228872,0.9315571748212292,0.09040144081002625
train,1989,12,1977,12.201674530938327,13.986950290710912,1.7852757597725848,0.1463139961032175
train,1989,13,1976,14.546793961595698,16.950500074029204,2.4037061124335057,0.16523957916632703
train,1989,14,1975,21.34039223856706,25.797585021156856,4.457192782589797,0.208861802199418
train,1989,15,1974,28.746066397179646,30.009816298456556,1.2637499012769098,0.0439625333016296
train,1989,16,1973,31.76346012488199,41.31980802111789,9.556347896235902,0.3008597885325979
train,1989,17,1972,30.57346651218892,31.233268057638185,0.6598015454492661,0.021580854928118707
train,1990,1,1989,1.0341928768088215,1.0886593480678262,0.05446647125900461,0.052665680145677976
train,1990,2,1988,0.41488933512925874,0.24728461789539072,0.16760471723386802,0.40397451330303974
train,1990,3,1987,0.3683450921502228,0.19049741356769645,0.17784767858252637,0.482828962220872
