ano,sexo,gr_et,poblacion,conteo_defunciones,tasa_x100k,tasa,t
1990,1,4,1619330,13.0,0.8028011585038257,8.028011585038257e-06,12
1990,1,5,1599440,24.0,1.500525183814335,1.500525183814335e-05,12
1990,1,6,1483167,33.0,2.224968597602293,2.224968597602293e-05,12
1990,1,7,1256733,40.0,3.1828558651678596,3.1828558651678595e-05,12
1990,1,8,1031755,56.0,5.427645128930803,5.427645128930803e-05,12
1990,1,9,846269,44.0,5.199292423567447,5.199292423567447e-05,12
1990,1,10,687601,53.0,7.707958539909046,7.707958539909046e-05,12
1990,1,11,568344,51.0,8.973438621679827,8.973438621679828e-05,12
1990,1,12,484780,65.0,13.408143900325921,0.0001340814390032592,12
1990,1,13,391561,66.0,16.855611258526768,0.00016855611258526768,12
1990,1,14,289645,81.0,27.96526782785824,0.0002796526782785824,12
1990,1,15,203641,68.0,33.39209687636576,0.0003339209687636576,12
1990,1,16,129446,64.0,49.441465939465104,0.0004944146593946511,12
1990,1,17,142252,63.0,44.287602283271944,0.0004428760228327194,12
1990,2,1,2016481,17.0,0.8430528232103351,8.430528232103351e-06,12
1990,2,2,1923541,3.0,0.1559623631625216,1.5596236316252161e-06,12
1990,2,3,1769530,2.0,0.1130243624013156,1.130243624013156e-06,12
1990,2,4,1646442,7.0,0.4251592221286872,4.251592221286872e-06,12
1990,2,5,1653933,20.0,1.2092388264820886,1.2092388264820885e-05,12
1990,2,6,1561107,25.0,1.601427704827408,1.601427704827408e-05,12
1990,2,7,1339865,29.0,2.1643971594153144,2.1643971594153143e-05,12
1990,2,8,1094664,23.0,2.1011013425124054,2.1011013425124056e-05,12
1990,2,9,881339,24.0,2.723129238579026,2.723129238579026e-05,12
1990,2,10,696213,26.0,3.7344893014063225,3.734489301406322e-05,12
1990,2,11,553542,31.0,5.600297719052936,5.600297719052936e-05,12
1990,2,12,468211,28.0,5.980209777215828,5.980209777215828e-05,12
1990,2,13,382437,34.0,8.890353182354218,8.890353182354218e-05,12
1990,2,14,288893,40.0,13.845956807537739,0.00013845956807537738,12
1990,2,15,208338,24.0,11.519741957780147,0.00011519741957780146,12
1990,2,16,135813,32.0,23.56180925242797,0.0002356180925242797,12
1990,2,17,176506,45.0,25.494884026605327,0.00025494884026605326,12
1991,1,1,2069691,17.0,0.821378650242959,8.21378650242959e-06,13
1991,1,2,1946329,11.0,0.5651665263169793,5.651665263169793e-06,13
1991,1,3,1800261,4.0,0.22219000467154484,2.2219000467154483e-06,13
1991,1,4,1623870,9.0,0.5542315579449094,5.542315579449094e-06,13
1991,1,5,1593976,25.0,1.5684050449944038,1.5684050449944038e-05,13
1991,1,6,1504262,33.0,2.193766777330013,2.193766777330013e-05,13
1991,1,7,1293369,52.0,4.020507681875784,4.0205076818757836e-05,13
1991,1,8,1064573,44.0,4.133112524927835,4.133112524927835e-05,13
1991,1,9,873155,53.0,6.069941762917237,6.069941762917237e-05,13
1991,1,10,709706,44.0,6.199750319146238,6.199750319146238e-05,13
1991,1,11,579604,51.0,8.799111117245568,8.799111117245567e-05,13
1991,1,12,493209,67.0,13.5845047434252,0.000135845047434252,13
1991,1,13,402586,76.0,18.877954027214063,0.00018877954027214061,13
1991,1,14,300411,80.0,26.6301833155244,0.000266301833155244,13
1991,1,15,210517,78.0,37.051639535049425,0.00037051639535049425,13
1991,1,16,133344,50.0,37.4970002399808,0.000374970002399808,13
1991,1,17,139804,69.0,49.35481102114388,0.0004935481102114388,13
1991,2,1,2038322,21.0,1.0302592034035838,1.0302592034035839e-05,13
1991,2,2,1934091,6.0,0.3102232521634194,3.102232521634194e-06,13
1991,2,3,1806202,7.0,0.3875535515961116,3.875535515961116e-06,13
1991,2,4,1650437,16.0,0.9694402149248957,9.694402149248957e-06,13
1991,2,5,1648793,19.0,1.152358118939127,1.152358118939127e-05,13
1991,2,6,1585491,20.0,1.261438885493516,1.261438885493516e-05,13
1991,2,7,1383288,29.0,2.096454245247555,2.096454245247555e-05,13
1991,2,8,1136744,40.0,3.5188221798399644,3.518822179839964e-05,13
1991,2,9,915949,30.0,3.275291528240109,3.2752915282401093e-05,13
1991,2,10,725453,20.0,2.7568981036676394,2.7568981036676392e-05,13
1991,2,11,571322,26.0,4.550848733288759,4.5508487332887585e-05,13
1991,2,12,477033,25.0,5.240727580691482,5.2407275806914825e-05,13
1991,2,13,394315,35.0,8.876152314773721,8.876152314773722e-05,13
1991,2,14,300876,30.0,9.970885015753998,9.970885015753999e-05,13
1991,2,15,217729,35.0,16.075029049873926,0.00016075029049873927,13
1991,2,16,141669,31.0,21.88199253188771,0.0002188199253188771,13
1991,2,17,174610,42.0,24.053605177252162,0.00024053605177252162,13
1992,1,1,2096476,20.0,0.9539818247382751,9.53981824738275e-06,14
1992,1,2,1959025,1.0,0.051045800844808004,5.104580084480801e-07,14
1992,1,3,1838415,5.0,0.2719734118792547,2.719734118792547e-06,14
1992,1,4,1637547,11.0,0.6717364448165457,6.717364448165457e-06,14
1992,1,5,1585747,21.0,1.3242970032420052,1.3242970032420052e-05,14
1992,1,6,1518956,30.0,1.9750407516741761,1.9750407516741762e-05,14
1992,1,7,1328541,47.0,3.5377154336975676,3.537715433697568e-05,14
1992,1,8,1098737,52.0,4.732706735096752,4.732706735096752e-05,14
1992,1,9,900942,52.0,5.771736693372048,5.7717366933720485e-05,14
1992,1,10,732950,46.0,6.276007913227369,6.27600791322737e-05,14
1992,1,11,593508,53.0,8.929955451316578,8.929955451316579e-05,14
1992,1,12,500616,67.0,13.38351151381498,0.0001338351151381498,14
1992,1,13,412777,71.0,17.200570768235632,0.00017200570768235632,14
1992,1,14,312177,70.0,22.423176595328933,0.00022423176595328932,14
1992,1,15,217651,97.0,44.56676054784954,0.00044566760547849537,14
1992,1,16,137077,66.0,48.14812112900049,0.0004814812112900049,14
1992,1,17,138979,76.0,54.68452068298088,0.0005468452068298088,14
1992,2,1,2061730,19.0,0.9215561688484913,9.215561688484914e-06,14
1992,2,2,1943396,6.0,0.308737900047134,3.08737900047134e-06,14
1992,2,3,1841052,4.0,0.21726708425400262,2.172670842540026e-06,14
1992,2,4,1663462,14.0,0.8416182635972449,8.416182635972449e-06,14
1992,2,5,1641092,25.0,1.5233758984871049,1.5233758984871049e-05,14
1992,2,6,1603980,26.0,1.6209678424918017,1.6209678424918017e-05,14
1992,2,7,1425235,30.0,2.1049160313913142,2.1049160313913143e-05,14
1992,2,8,1180384,36.0,3.049854962452897,3.0498549624528966e-05,14
1992,2,9,952284,27.0,2.8352886323827766,2.8352886323827766e-05,14
1992,2,10,756273,25.0,3.305684587443952,3.305684587443952e-05,14
1992,2,11,591821,21.0,3.5483701997732426,3.5483701997732424e-05,14
1992,2,12,486137,32.0,6.582506577363994,6.582506577363994e-05,14
1992,2,13,405653,31.0,7.641999442873589,7.641999442873589e-05,14
1992,2,14,313822,36.0,11.471471088706338,0.00011471471088706337,14
1992,2,15,227364,35.0,15.39381784275435,0.0001539381784275435,14
1992,2,16,147283,30.0,20.368949573270505,0.00020368949573270506,14
1992,2,17,174826,30.0,17.159919005182296,0.00017159919005182295,14
1993,1,1,2128731,18.0,0.8455741942030252,8.455741942030252e-06,15
1993,1,2,1972995,7.0,0.35479055953005456,3.5479055953005455e-06,15
1993,1,3,1871010,5.0,0.267235343477587,2.6723534347758698e-06,15
1993,1,4,1661273,11.0,0.6621428266154931,6.6214282661549305e-06,15
1993,1,5,1576322,20.0,1.2687763033187383,1.2687763033187382e-05,15
1993,1,6,1527422,23.0,1.5058052064197058,1.5058052064197058e-05,15
1993,1,7,1362266,47.0,3.450133821147999,3.450133821147999e-05,15
1993,1,8,1134948,60.0,5.28658581714757,5.28658581714757e-05,15
1993,1,9,930455,64.0,6.878355213309617,6.878355213309617e-05,15
1993,1,10,757642,63.0,8.315272912536527,8.315272912536527e-05,15
1993,1,11,610112,82.0,13.440155250183574,0.00013440155250183573,15
1993,1,12,508220,65.0,12.78973672818858,0.00012789736728188578,15
1993,1,13,422361,76.0,17.994085628171163,0.00017994085628171162,15
1993,1,14,324154,89.0,27.456085687666974,0.00027456085687666974,15
1993,1,15,226145,72.0,31.837980057043048,0.00031837980057043046,15
1993,1,16,140984,72.0,51.06962492197697,0.0005106962492197696,15
1993,1,17,140237,75.0,53.48089305960624,0.0005348089305960623,15
1993,2,1,2085846,17.0,0.8150170242673717,8.150170242673716e-06,15
1993,2,2,1952823,7.0,0.35845542581176076,3.5845542581176074e-06,15
1993,2,3,1870602,3.0,0.16037617836397053,1.6037617836397053e-06,15
1993,2,4,1686243,11.0,0.6523377710092793,6.523377710092792e-06,15
1993,2,5,1632364,22.0,1.3477386171221615,1.3477386171221614e-05,15
1993,2,6,1616026,26.0,1.6088850055630293,1.6088850055630292e-05,15
1993,2,7,1465145,33.0,2.2523367994294077,2.252336799429408e-05,15
1993,2,8,1225344,32.0,2.61151154288102,2.6115115428810197e-05,15
1993,2,9,990250,29.0,2.9285533956071697,2.9285533956071698e-05,15
1993,2,10,788453,27.0,3.424427327944722,3.424427327944722e-05,15
1993,2,11,615227,34.0,5.52641545315794,5.52641545315794e-05,15
1993,2,12,496519,41.0,8.257488635883018,8.257488635883018e-05,15
1993,2,13,416271,44.0,10.570037307427132,0.00010570037307427133,15
1993,2,14,326691,49.0,14.998882736285971,0.00014998882736285972,15
1993,2,15,238233,32.0,13.432228112813924,0.00013432228112813925,15
1993,2,16,152932,31.0,20.270446996050534,0.00020270446996050533,15
1993,2,17,178062,44.0,24.710494097561526,0.00024710494097561524,15
1994,1,1,2152710,17.0,0.7897022822395956,7.897022822395956e-06,16
1994,1,2,1991754,7.0,0.35144902432730146,3.5144902432730147e-06,16
1994,1,3,1895875,4.0,0.21098437396980285,2.1098437396980285e-06,16
1994,1,4,1694032,12.0,0.7083691453290138,7.083691453290138e-06,16
1994,1,5,1569134,27.0,1.7206943447787122,1.7206943447787122e-05,16
1994,1,6,1529761,41.0,2.6801572271747025,2.6801572271747026e-05,16
1994,1,7,1391362,49.0,3.52172906835173,3.52172906835173e-05,16
1994,1,8,1170936,62.0,5.2949093716479805,5.2949093716479805e-05,16
1994,1,9,960565,60.0,6.246323778193043,6.246323778193043e-05,16
1994,1,10,782968,52.0,6.641395306066148,6.641395306066148e-05,16
1994,1,11,628585,67.0,10.658860774596914,0.00010658860774596913,16
1994,1,12,516524,60.0,11.616110771232314,0.00011616110771232314,16
1994,1,13,430761,72.0,16.71460508263283,0.0001671460508263283,16
1994,1,14,335113,58.0,17.307594751621092,0.00017307594751621094,16
1994,1,15,233384,71.0,30.42196551605937,0.0003042196551605937,16
1994,1,16,146990,58.0,39.45846656235118,0.0003945846656235118,16
1994,1,17,141697,67.0,47.283993309667814,0.0004728399330966781,16
1994,2,1,2106310,10.0,0.4747639236389705,4.747639236389705e-06,16
1994,2,2,1967513,5.0,0.254127926981931,2.5412792698193098e-06,16
1994,2,3,1892717,3.0,0.15850230118924274,1.5850230118924276e-06,16
1994,2,4,1717244,13.0,0.7570269571476156,7.570269571476156e-06,16
1994,2,5,1625026,23.0,1.415361969593102,1.4153619695931019e-05,16
1994,2,6,1621561,23.0,1.4183863573433253,1.4183863573433254e-05,16
1994,2,7,1500989,27.0,1.7988139819812135,1.7988139819812136e-05,16
1994,2,8,1270491,31.0,2.440001542710653,2.440001542710653e-05,16
1994,2,9,1029647,24.0,2.330895928410416,2.3308959284104162e-05,16
1994,2,10,821435,21.0,2.556501731725578,2.5565017317255777e-05,16
1994,2,11,640878,29.0,4.525042207721282,4.525042207721282e-05,16
1994,2,12,508899,39.0,7.663603190416959,7.663603190416959e-05,16
1994,2,13,425811,33.0,7.749917216793366,7.749917216793366e-05,16
1994,2,14,338720,32.0,9.447331128956069,9.44733112895607e-05,16
1994,2,15,246378,43.0,17.452856992101566,0.00017452856992101567,16
1994,2,16,162238,23.0,14.176703361727832,0.0001417670336172783,16
1994,2,17,181166,40.0,22.079198083525604,0.00022079198083525605,16
1995,1,1,2172682,14.0,0.6443648909504474,6.443648909504474e-06,17
1995,1,2,2015133,8.0,0.39699612879149915,3.969961287914991e-06,17
1995,1,3,1913764,5.0,0.26126523437581645,2.6126523437581644e-06,17
1995,1,4,1732429,10.0,0.5772242325659522,5.772242325659522e-06,17
1995,1,5,1567066,25.0,1.5953380393678376,1.5953380393678377e-05,17
1995,1,6,1527799,41.0,2.6835990860054233,2.6835990860054234e-05,17
1995,1,7,1416428,43.0,3.035805561595789,3.0358055615957887e-05,17
1995,1,8,1207038,72.0,5.965015185934495,5.965015185934494e-05,17
1995,1,9,992015,64.0,6.451515350070312,6.451515350070312e-05,17
1995,1,10,809114,56.0,6.9211507896291495,6.92115078962915e-05,17
1995,1,11,649011,67.0,10.323399757477146,0.00010323399757477147,17
1995,1,12,526486,73.0,13.865515892160476,0.00013865515892160475,17
1995,1,13,438549,72.0,16.417777716971194,0.00016417777716971194,17
1995,1,14,345194,78.0,22.59598950155565,0.00022595989501555648,17
1995,1,15,242000,70.0,28.925619834710744,0.00028925619834710745,17
1995,1,16,153547,59.0,38.42471686193804,0.0003842471686193804,17
1995,1,17,144085,79.0,54.828746920220695,0.000548287469202207,17
1995,2,1,2122822,13.0,0.6123923720406138,6.123923720406138e-06,17
1995,2,2,1987230,,0.001,1e-08,17
1995,2,3,1907750,3.0,0.15725330887170752,1.5725330887170752e-06,17
1995,2,4,1753268,10.0,0.5703634584102373,5.703634584102373e-06,17
1995,2,5,1621839,17.0,1.0481928230853987,1.0481928230853987e-05,17
1995,2,6,1621537,22.0,1.3567374657500877,1.3567374657500877e-05,17
1995,2,7,1531852,34.0,2.219535568710293,2.2195355687102933e-05,17
1995,2,8,1315230,40.0,3.0412931578507183,3.0412931578507182e-05,17
1995,2,9,1070473,16.0,1.4946663764522785,1.4946663764522786e-05,17
1995,2,10,855295,28.0,3.273724270573311,3.273724270573311e-05,17
1995,2,11,668568,28.0,4.188055665242728,4.1880556652427276e-05,17
1995,2,12,524161,29.0,5.532651227390057,5.532651227390058e-05,17
1995,2,13,434609,37.0,8.513399400380573,8.513399400380572e-05,17
1995,2,14,349690,33.0,9.436929852154766,9.436929852154765e-05,17
1995,2,15,256467,27.0,10.52767022657886,0.00010527670226578858,17
1995,2,16,171388,33.0,19.25455691180246,0.0001925455691180246,17
1995,2,17,185311,39.0,21.04570155036668,0.0002104570155036668,17
1996,1,1,2187443,12.0,0.548585723147986,5.48585723147986e-06,18
1996,1,2,2042336,6.0,0.29378123873838585,2.9378123873838586e-06,18
1996,1,3,1927019,2.0,0.1037872485948504,1.037872485948504e-06,18
1996,1,4,1772571,18.0,1.0154741333351387,1.0154741333351387e-05,18
1996,1,5,1572037,21.0,1.3358464209175738,1.3358464209175737e-05,18
1996,1,6,1522631,33.0,2.167301204297036,2.1673012042970358e-05,18
1996,1,7,1436663,45.0,3.1322585742098177,3.132258574209818e-05,18
1996,1,8,1242716,52.0,4.184383238004499,4.1843832380044996e-05,18
1996,1,9,1024607,64.0,6.2462973608417665,6.246297360841767e-05,18
1996,1,10,836074,61.0,7.29600489908788,7.29600489908788e-05,18
1996,1,11,671108,70.0,10.430511929525501,0.00010430511929525501,18
1996,1,12,537856,56.0,10.41170871013803,0.0001041170871013803,18
1996,1,13,446312,82.0,18.372797504884478,0.00018372797504884476,18
1996,1,14,354654,86.0,24.248986335978163,0.00024248986335978164,18
1996,1,15,251935,75.0,29.76958342429595,0.0002976958342429595,18
1996,1,16,160292,74.0,46.165747510792805,0.000461657475107928,18
1996,1,17,147334,86.0,58.370776602820804,0.000583707766028208,18
1996,2,1,2134433,10.0,0.4685084985099087,4.685084985099087e-06,18
1996,2,2,2010799,3.0,0.14919442470381178,1.4919442470381177e-06,18
1996,2,3,1917984,5.0,0.26069039157782337,2.606903915778234e-06,18
1996,2,4,1789738,14.0,0.7822374001110778,7.822374001110777e-06,18
1996,2,5,1626162,16.0,0.9839118119842919,9.839118119842919e-06,18
1996,2,6,1617178,23.0,1.422230576968027,1.422230576968027e-05,18
1996,2,7,1556757,26.0,1.6701386279297283,1.6701386279297284e-05,18
1996,2,8,1358925,20.0,1.4717515683352649,1.471751568335265e-05,18
1996,2,9,1112775,24.0,2.1567702365707353,2.1567702365707355e-05,18
1996,2,10,890132,24.0,2.696229323291377,2.696229323291377e-05,18
1996,2,11,697925,34.0,4.871583622882115,4.871583622882115e-05,18
1996,2,12,542070,24.0,4.427472466655598,4.427472466655598e-05,18
1996,2,13,443306,40.0,9.02311270318922,9.023112703189219e-05,18
1996,2,14,360033,26.0,7.221560245866351,7.221560245866351e-05,18
1996,2,15,267430,27.0,10.096099913996186,0.00010096099913996186,18
1996,2,16,180913,29.0,16.029804381111365,0.00016029804381111363,18
1996,2,17,190426,36.0,18.9049814626154,0.000189049814626154,18
1997,1,1,2196303,11.0,0.5008416416132018,5.008416416132018e-06,19
1997,1,2,2071330,4.0,0.19311263777379753,1.9311263777379752e-06,19
1997,1,3,1939167,3.0,0.15470560297282285,1.5470560297282286e-06,19
1997,1,4,1810037,7.0,0.3867324259117355,3.867324259117355e-06,19
1997,1,5,1585966,16.0,1.0088488656125036,1.0088488656125037e-05,19
1997,1,6,1515422,21.0,1.3857526154430913,1.3857526154430912e-05,19
1997,1,7,1451305,35.0,2.4116226430695136,2.4116226430695134e-05,19
1997,1,8,1277206,49.0,3.836499358756536,3.836499358756536e-05,19
1997,1,9,1058341,58.0,5.480275260998109,5.480275260998109e-05,19
1997,1,10,863784,59.0,6.830411306530337,6.830411306530336e-05,19
1997,1,11,694312,63.0,9.07373054188895,9.073730541888949e-05,19
1997,1,12,551848,59.0,10.691349791971703,0.00010691349791971702,19
1997,1,13,453554,62.0,13.669816603976594,0.00013669816603976593,19
1997,1,14,363513,70.0,19.25653277874519,0.0001925653277874519,19
1997,1,15,262877,69.0,26.248017133488286,0.00026248017133488285,19
1997,1,16,167277,63.0,37.662081457701895,0.00037662081457701894,19
1997,1,17,151397,80.0,52.841205572105125,0.0005284120557210513,19
1997,2,1,2140533,6.0,0.28030401773763824,2.8030401773763825e-06,19
1997,2,2,2036312,6.0,0.2946503286333332,2.946503286333332e-06,19
1997,2,3,1926204,3.0,0.15574674333559685,1.5574674333559686e-06,19
1997,2,4,1823816,11.0,0.6031310176026529,6.031310176026529e-06,19
1997,2,5,1638844,19.0,1.1593537884020686,1.1593537884020687e-05,19
1997,2,6,1609520,12.0,0.7455638948257866,7.455638948257865e-06,19
1997,2,7,1575247,23.0,1.4600884813619706,1.4600884813619706e-05,19
1997,2,8,1400596,25.0,1.7849544051246757,1.7849544051246757e-05,19
1997,2,9,1156034,25.0,2.1625661528986173,2.1625661528986172e-05,19
1997,2,10,926178,22.0,2.3753533338084036,2.375353333808404e-05,19
1997,2,11,728494,28.0,3.8435457258398835,3.8435457258398836e-05,19
1997,2,12,562502,22.0,3.911097204987716,3.911097204987716e-05,19
1997,2,13,452555,30.0,6.629028515870999,6.629028515870999e-05,19
1997,2,14,369825,36.0,9.734333806530115,9.734333806530116e-05,19
1997,2,15,279291,32.0,11.457583667214482,0.00011457583667214482,19
1997,2,16,190385,35.0,18.38380124484597,0.0001838380124484597,19
1997,2,17,196557,40.0,20.35033094725703,0.0002035033094725703,19
1998,1,1,2198040,12.0,0.5459409291914615,5.459409291914615e-06,20
1998,1,2,2100743,4.0,0.1904088220215419,1.904088220215419e-06,20
1998,1,3,1953070,1.0,0.051201441832602,5.1201441832602e-07,20
1998,1,4,1841462,9.0,0.48874209731180984,4.887420973118098e-06,20
1998,1,5,1609438,22.0,1.366936781659188,1.3669367816591879e-05,20
1998,1,6,1507435,15.0,0.9950677807003286,9.950677807003286e-06,20
1998,1,7,1460287,45.0,3.0815860169952893,3.081586016995289e-05,20
1998,1,8,1309543,63.0,4.810838590256296,4.810838590256296e-05,20
1998,1,9,1092953,68.0,6.221676503930178,6.221676503930178e-05,20
1998,1,10,892261,79.0,8.853911579683523,8.853911579683523e-05,20
1998,1,11,718348,79.0,10.99745527237495,0.00010997455272374949,20
1998,1,12,568181,68.0,11.968017233944817,0.00011968017233944817,20
1998,1,13,461065,78.0,16.917354386041012,0.00016917354386041013,20
1998,1,14,371706,74.0,19.908207023830663,0.00019908207023830663,20
1998,1,15,273541,74.0,27.052617340727714,0.00027052617340727714,20
1998,1,16,175483,74.0,42.16932694335064,0.0004216932694335064,20
1998,1,17,156132,95.0,60.845950862091044,0.0006084595086209105,20
1998,2,1,2140287,15.0,0.7008405882014889,7.008405882014889e-06,20
1998,2,2,2062025,4.0,0.1939840690583286,1.939840690583286e-06,20
1998,2,3,1935428,8.0,0.41334526523332304,4.1334526523332305e-06,20
1998,2,4,1852037,12.0,0.6479352194367607,6.479352194367607e-06,20
1998,2,5,1660542,18.0,1.0839834222801952,1.0839834222801953e-05,20
1998,2,6,1600252,23.0,1.437273629403369,1.437273629403369e-05,20
1998,2,7,1586754,29.0,1.8276304959684992,1.8276304959684993e-05,20
1998,2,8,1439533,25.0,1.7366743242426537,1.7366743242426537e-05,20
1998,2,9,1199870,16.0,1.3334777934276212,1.3334777934276213e-05,20
1998,2,10,963245,31.0,3.2182881821343483,3.218288182134348e-05,20
1998,2,11,760020,28.0,3.6841135759585275,3.684113575958528e-05,20
1998,2,12,585461,26.0,4.440944828092734,4.440944828092734e-05,20
1998,2,13,463082,39.0,8.421834577893332,8.421834577893332e-05,20
1998,2,14,379040,41.0,10.816800337695229,0.0001081680033769523,20
1998,2,15,290559,38.0,13.078238843057692,0.00013078238843057692,20
1998,2,16,200948,46.0,22.891494316937717,0.00022891494316937716,20
1998,2,17,203588,32.0,15.718018743737352,0.00015718018743737352,20
1999,1,1,2195093,18.0,0.8200108150315272,8.200108150315271e-06,21
1999,1,2,2125915,2.0,0.09407713854975387,9.407713854975387e-07,21
1999,1,3,1971004,5.0,0.25367782104957676,2.5367782104957675e-06,21
1999,1,4,1865034,12.0,0.6434199054816159,6.434199054816159e-06,21
1999,1,5,1641191,20.0,1.2186272042681199,1.21862720426812e-05,21
1999,1,6,1501176,40.0,2.6645776377986325,2.6645776377986324e-05,21
1999,1,7,1463778,44.0,3.0059202966570067,3.0059202966570066e-05,21
1999,1,8,1338486,45.0,3.3620075219314955,3.3620075219314955e-05,21
1999,1,9,1128129,85.0,7.534599323304338,7.534599323304338e-05,21
1999,1,10,921580,64.0,6.94459515180451,6.94459515180451e-05,21
1999,1,11,743146,62.0,8.342909737790421,8.34290973779042e-05,21
1999,1,12,586438,66.0,11.254386652979514,0.00011254386652979514,21
1999,1,13,469645,84.0,17.88584995049452,0.00017885849950494522,21
1999,1,14,379297,88.0,23.20081624689887,0.0002320081624689887,21
1999,1,15,283370,93.0,32.81928221053746,0.0003281928221053746,21
1999,1,16,182126,75.0,41.180281782941485,0.0004118028178294148,21
1999,1,17,164383,100.0,60.8335411812657,0.000608335411812657,21
1999,2,1,2135445,9.0,0.4214578226084025,4.214578226084025e-06,21
1999,2,2,2083159,3.0,0.1440120509284217,1.440120509284217e-06,21
1999,2,3,1949038,5.0,0.25653681457211197,2.56536814572112e-06,21
1999,2,4,1872652,10.0,0.5340020462958414,5.340020462958414e-06,21
1999,2,5,1690079,20.0,1.1833766350567043,1.1833766350567044e-05,21
1999,2,6,1591984,26.0,1.6331822430376186,1.6331822430376185e-05,21
1999,2,7,1591629,23.0,1.4450603752507651,1.4450603752507652e-05,21
1999,2,8,1474475,26.0,1.763339493718103,1.763339493718103e-05,21
1999,2,9,1243881,34.0,2.7333804439492204,2.7333804439492203e-05,21
1999,2,10,1001621,23.0,2.2962777337935205,2.2962777337935206e-05,21
1999,2,11,792322,27.0,3.4077054530859927,3.407705453085993e-05,21
1999,2,12,610728,35.0,5.730865458927705,5.730865458927706e-05,21
1999,2,13,475640,41.0,8.619964679169119,8.619964679169119e-05,21
1999,2,14,387556,39.0,10.063061854286865,0.00010063061854286865,21
1999,2,15,300983,34.0,11.296319061209436,0.00011296319061209437,21
1999,2,16,207675,33.0,15.890213073311665,0.00015890213073311665,21
1999,2,17,216358,58.0,26.80742103365718,0.0002680742103365718,21
2000,1,1,2185697,15.0,0.6862799372465626,6.8627993724656255e-06,22
2000,1,2,2147016,1.0,0.046576271439057744,4.6576271439057743e-07,22
2000,1,3,1993398,4.0,0.2006623865379618,2.006623865379618e-06,22
2000,1,4,1881575,11.0,0.5846166110837995,5.846166110837994e-06,22
2000,1,5,1678118,16.0,0.9534490423200276,9.534490423200275e-06,22
2000,1,6,1499265,29.0,1.934281131087566,1.934281131087566e-05,22
2000,1,7,1462455,31.0,2.119723341914794,2.119723341914794e-05,22
2000,1,8,1363127,44.0,3.22787238459806,3.22787238459806e-05,22
2000,1,9,1163099,64.0,5.502541056264342,5.502541056264342e-05,22
2000,1,10,951964,74.0,7.773403195919173,7.773403195919173e-05,22
2000,1,11,768516,55.0,7.156649959142034,7.156649959142034e-05,22
2000,1,12,606402,67.0,11.048776224352823,0.00011048776224352823,22
2000,1,13,479775,72.0,15.007034547444114,0.00015007034547444113,22
2000,1,14,386348,80.0,20.706720366094817,0.00020706720366094817,22
2000,1,15,292205,69.0,23.613558974007976,0.00023613558974007974,22
2000,1,16,189960,62.0,32.638450200042115,0.00032638450200042114,22
2000,1,17,173219,95.0,54.843868166887006,0.0005484386816688701,22
2000,2,1,2124243,13.0,0.6119827157250841,6.119827157250842e-06,22
2000,2,2,2099716,6.0,0.2857529303963012,2.857529303963012e-06,22
2000,2,3,1967556,3.0,0.15247342388221732,1.5247342388221733e-06,22
2000,2,4,1886116,10.0,0.5301900837488256,5.3019008374882564e-06,22
2000,2,5,1724343,21.0,1.2178551483086602,1.2178551483086602e-05,22
2000,2,6,1587450,25.0,1.5748527512677564,1.5748527512677564e-05,22
2000,2,7,1590593,18.0,1.1316534147956139,1.131653414795614e-05,22
2000,2,8,1504213,22.0,1.4625588264427978,1.4625588264427977e-05,22
2000,2,9,1287272,24.0,1.8644078329987757,1.8644078329987756e-05,22
2000,2,10,1041285,26.0,2.4969148696082244,2.4969148696082246e-05,22
2000,2,11,825364,20.0,2.423173290814719,2.4231732908147192e-05,22
2000,2,12,637817,29.0,4.546758709786663,4.546758709786663e-05,22
2000,2,13,490885,28.0,5.703983621418459,5.703983621418459e-05,22
2000,2,14,395575,36.0,9.100676230803261,9.10067623080326e-05,22
2000,2,15,310213,29.0,9.348415443582313,9.348415443582313e-05,22
2000,2,16,216503,47.0,21.708706114926812,0.00021708706114926813,22
2000,2,17,228797,56.0,24.475845400070803,0.00024475845400070804,22
2001,1,1,2170488,9.0,0.414653294558643,4.14653294558643e-06,23
2001,1,2,2162767,7.0,0.32365946031172105,3.2365946031172104e-06,23
2001,1,3,2019396,4.0,0.19807902957121834,1.9807902957121834e-06,23
2001,1,4,1893361,9.0,0.47534516661112175,4.753451666111217e-06,23
2001,1,5,1716474,24.0,1.3982151783248684,1.3982151783248684e-05,23
2001,1,6,1503621,28.0,1.8621713849434134,1.8621713849434134e-05,23
2001,1,7,1457335,37.0,2.5388809024692334,2.5388809024692333e-05,23
2001,1,8,1382584,45.0,3.254775116737934,3.254775116737934e-05,23
2001,1,9,1197355,64.0,5.345114857331368,5.345114857331368e-05,23
2001,1,10,983244,83.0,8.441444849905007,8.441444849905008e-05,23
2001,1,11,794510,86.0,10.824281632704434,0.00010824281632704434,23
2001,1,12,627804,65.0,10.353549834024632,0.00010353549834024632,23
2001,1,13,491139,91.0,18.528359588629698,0.00018528359588629697,23
2001,1,14,393514,78.0,19.821404066945522,0.0001982140406694552,23
2001,1,15,300319,82.0,27.304299761253866,0.00027304299761253867,23
2001,1,16,198945,56.0,28.14848324913921,0.0002814848324913921,23
2001,1,17,182241,99.0,54.323670304706404,0.000543236703047064,23
2001,2,1,2107153,13.0,0.6169461828353233,6.169461828353233e-06,23
