ano,t,gr_et,poblacion,conteo_defunciones,tasa_x100k,tasa
2003,25,2,3518876,8.0,0.2273453227678384,2.273453227678384e-06
2003,25,3,3376169,11.0,0.32581307393083697,3.25813073930837e-06
2003,25,4,3825847,19.0,0.4966220551945752,4.966220551945752e-06
2003,25,5,3266186,40.0,1.2246699973608361,1.2246699973608362e-05
2003,25,6,3159544,35.0,1.1077547899317117,1.1077547899317117e-05
2003,25,7,3006828,49.0,1.6296243084073982,1.6296243084073982e-05
2003,25,8,2676070,61.0,2.279462046956918,2.2794620469569182e-05
2003,25,9,1938922,102.0,5.260655147551062,5.260655147551062e-05
2003,25,10,1807940,96.0,5.3099107271259,5.3099107271259e-05
2003,25,11,1627039,110.0,6.760747591176364,6.760747591176364e-05
2003,25,12,1255689,86.0,6.848829606694014,6.848829606694014e-05
2003,25,13,884456,99.0,11.193321092287237,0.00011193321092287236
2003,25,14,679372,120.0,17.663371466589734,0.00017663371466589733
2003,25,15,649186,131.0,20.179116616809356,0.00020179116616809357
2003,25,16,463561,123.0,26.533724795657964,0.0002653372479565796
2003,25,17,455774,170.0,37.299187755334884,0.0003729918775533488
2004,26,1,3763513,27.0,0.7174148196113578,7.174148196113578e-06
2004,26,2,3115106,3.0,0.09630490904643373,9.630490904643372e-07
2004,26,3,3744058,4.0,0.10683595179348183,1.0683595179348184e-06
2004,26,4,3856061,13.0,0.3371315962065953,3.371315962065953e-06
2004,26,5,2661234,46.0,1.7285214302838456,1.7285214302838456e-05
2004,26,6,2923464,39.0,1.3340338721461937,1.3340338721461936e-05
2004,26,7,2450493,43.0,1.754748942355681,1.754748942355681e-05
2004,26,8,2967607,73.0,2.459894453679345,2.459894453679345e-05
2004,26,9,2512893,77.0,3.064197321573183,3.0641973215731826e-05
2004,26,10,1684585,89.0,5.28320031343031,5.2832003134303105e-05
2004,26,11,1530062,97.0,6.339612381720479,6.33961238172048e-05
2004,26,12,1325067,82.0,6.18836632411795,6.18836632411795e-05
2004,26,13,1022249,114.0,11.151881782227226,0.00011151881782227226
2004,26,14,778234,132.0,16.96147945219561,0.00016961479452195613
2004,26,15,475412,133.0,27.975734731138466,0.0002797573473113847
2004,26,16,431272,103.0,23.882839600066777,0.0002388283960006678
2004,26,17,470076,158.0,33.611586211591316,0.00033611586211591317
2005,27,1,4068680,26.0,0.6390278911096473,6.3902789110964735e-06
2005,27,2,3864758,14.0,0.3622477785154983,3.6224777851549827e-06
2005,27,3,3833468,7.0,0.1826022807546587,1.826022807546587e-06
2005,27,4,3897530,13.0,0.3335445782328808,3.335445782328808e-06
2005,27,5,3344921,28.0,0.8370900239497435,8.370900239497436e-06
2005,27,6,2659970,27.0,1.0150490419064877,1.0150490419064877e-05
2005,27,7,2727010,40.0,1.4668079691676965,1.4668079691676964e-05
2005,27,8,2966037,49.0,1.652036033265937,1.652036033265937e-05
2005,27,9,2554807,77.0,3.0139262965852214,3.0139262965852216e-05
2005,27,10,1741638,94.0,5.397218021196139,5.3972180211961386e-05
2005,27,11,1561451,103.0,6.596428578290321,6.596428578290321e-05
2005,27,12,1365395,75.0,5.4929159693715,5.492915969371501e-05
2005,27,13,1066149,76.0,7.128459530515904,7.128459530515904e-05
2005,27,14,794266,98.0,12.338435738153212,0.00012338435738153212
2005,27,15,676716,116.0,17.14160740990312,0.0001714160740990312
2005,27,16,446405,111.0,24.865312888520513,0.0002486531288852051
2005,27,17,513576,148.0,28.817545991245698,0.00028817545991245697
2006,28,1,4020697,31.0,0.771010598411171,7.71010598411171e-06
2006,28,2,3850424,7.0,0.181798160410386,1.8179816041038598e-06
2006,28,3,3858713,4.0,0.10366150579221621,1.036615057922162e-06
2006,28,4,3584156,17.0,0.47430971196566224,4.743097119656622e-06
2006,28,5,3697206,32.0,0.86551844825525,8.655184482552501e-06
2006,28,6,2771987,40.0,1.443008210355965,1.443008210355965e-05
2006,28,7,2718996,50.0,1.8389140697522175,1.8389140697522175e-05
2006,28,8,2958602,53.0,1.7913866075937217,1.7913866075937217e-05
2006,28,9,2250912,58.0,2.5767333418632092,2.5767333418632092e-05
2006,28,10,2221158,65.0,2.926401453656156,2.926401453656156e-05
2006,28,11,1643295,102.0,6.20704134072093,6.20704134072093e-05
2006,28,12,1152516,92.0,7.982535600373445,7.982535600373444e-05
2006,28,13,1084005,81.0,7.47229025696376,7.47229025696376e-05
2006,28,14,823754,101.0,12.260941980251385,0.00012260941980251386
2006,28,15,564271,105.0,18.608080160064933,0.00018608080160064934
2006,28,16,508987,108.0,21.21861658549236,0.0002121861658549236
2006,28,17,564518,146.0,25.86277142624327,0.0002586277142624327
2007,29,1,3975024,20.0,0.5031416162518767,5.031416162518767e-06
2007,29,2,3799135,8.0,0.21057424913829068,2.105742491382907e-06
2007,29,3,4246351,9.0,0.2119466808090052,2.119466808090052e-06
2007,29,4,4002805,22.0,0.5496145827738299,5.496145827738299e-06
2007,29,5,3375585,34.0,1.0072328203852075,1.0072328203852074e-05
2007,29,6,3137626,44.0,1.4023341214026146,1.4023341214026146e-05
2007,29,7,2747652,42.0,1.5285778548375122,1.5285778548375122e-05
2007,29,8,2946813,44.0,1.4931385194785012,1.493138519478501e-05
2007,29,9,2348621,75.0,3.193363254437391,3.193363254437391e-05
2007,29,10,2524803,83.0,3.2873851940131567,3.287385194013157e-05
2007,29,11,1867827,92.0,4.925509696561834,4.925509696561834e-05
2007,29,12,1217259,114.0,9.36530352209349,9.36530352209349e-05
2007,29,13,1137453,111.0,9.758644972583483,9.758644972583483e-05
2007,29,14,863530,119.0,13.780644563593622,0.00013780644563593622
2007,29,15,708019,103.0,14.547632196311117,0.00014547632196311116
2007,29,16,472147,120.0,25.41581329543553,0.0002541581329543553
2007,29,17,508402,159.0,31.27446390848187,0.0003127446390848187
2008,30,1,3933160,33.0,0.8390200246112541,8.390200246112541e-06
2008,30,2,3773415,6.0,0.15900715929734738,1.5900715929734737e-06
2008,30,3,4251570,4.0,0.09408289173176027,9.408289173176027e-07
2008,30,4,3688848,20.0,0.5421746843458988,5.4217468434589876e-06
2008,30,5,3741402,39.0,1.0423899917731374,1.0423899917731375e-05
2008,30,6,3497757,44.0,1.2579490227594428,1.2579490227594427e-05
2008,30,7,2788994,56.0,2.0078924515434595,2.0078924515434596e-05
2008,30,8,2657346,56.0,2.107365770208321,2.1073657702083208e-05
2008,30,9,2887588,64.0,2.216382669549811,2.216382669549811e-05
2008,30,10,2595094,84.0,3.2368769686184775,3.2368769686184775e-05
2008,30,11,1564398,89.0,5.689089349385514,5.689089349385514e-05
2008,30,12,1550042,114.0,7.354639422673709,7.354639422673709e-05
2008,30,13,1316839,90.0,6.834548490741844,6.834548490741844e-05
2008,30,14,884288,98.0,11.0823623073026,0.00011082362307302599
2008,30,15,529350,104.0,19.64673656371021,0.0001964673656371021
2008,30,16,439572,109.0,24.79684784290173,0.0002479684784290173
2008,30,17,515848,152.0,29.46604426110017,0.0002946604426110017
2009,31,1,3896192,22.0,0.5646538979598541,5.6465389795985415e-06
2009,31,2,4090586,9.0,0.22001737648346717,2.2001737648346716e-06
2009,31,3,3868557,8.0,0.206795453705348,2.06795453705348e-06
2009,31,4,4108131,12.0,0.2921036354488209,2.921036354488209e-06
2009,31,5,3090294,37.0,1.197297085649456,1.197297085649456e-05
2009,31,6,2897480,41.0,1.415022709388848,1.4150227093888482e-05
2009,31,7,2844411,44.0,1.546893188080063,1.546893188080063e-05
2009,31,8,2648118,42.0,1.5860320423787762,1.586032042378776e-05
2009,31,9,2622301,60.0,2.2880668542627256,2.2880668542627258e-05
2009,31,10,2448005,80.0,3.2679671814395803,3.2679671814395804e-05
2009,31,11,2024450,91.0,4.495048037738645,4.495048037738645e-05
2009,31,12,1767238,102.0,5.771718353724852,5.771718353724852e-05
2009,31,13,1255984,85.0,6.767602135059045,6.767602135059045e-05
2009,31,14,1020401,97.0,9.506066732588463,9.506066732588463e-05
2009,31,15,674589,98.0,14.527364069085028,0.00014527364069085027
2009,31,16,440044,96.0,21.816000218160003,0.00021816000218160002
2009,31,17,595889,163.0,27.354087757954918,0.0002735408775795492
2010,32,1,3521315,13.0,0.3691802636231067,3.691802636231067e-06
2010,32,2,2616131,9.0,0.34401946997302507,3.4401946997302504e-06
2010,32,3,4228186,10.0,0.23650804387508023,2.3650804387508024e-06
2010,32,4,3403058,14.0,0.4113946926558407,4.113946926558407e-06
2010,32,5,3489155,20.0,0.5732046870947264,5.7320468709472635e-06
2010,32,6,2598151,42.0,1.6165342199125456,1.6165342199125456e-05
2010,32,7,2940403,42.0,1.4283756342242884,1.4283756342242883e-05
2010,32,8,2650885,51.0,1.9238857966301819,1.923885796630182e-05
2010,32,9,2902913,46.0,1.5846151779264483,1.5846151779264484e-05
2010,32,10,2498415,80.0,3.2020300870752054,3.2020300870752054e-05
2010,32,11,2067180,79.0,3.821631401232597,3.821631401232597e-05
2010,32,12,1835981,82.0,4.466277156462948,4.466277156462948e-05
2010,32,13,1428517,84.0,5.880224036535791,5.880224036535792e-05
2010,32,14,1065059,84.0,7.886887017526728,7.886887017526728e-05
2010,32,15,771205,86.0,11.15137998327293,0.0001115137998327293
2010,32,16,496276,92.0,18.538071556956208,0.0001853807155695621
2010,32,17,656204,134.0,20.420478997384958,0.00020420478997384959
2011,33,1,3162758,14.0,0.442651635060286,4.42651635060286e-06
2011,33,2,4000142,5.0,0.12499556265752566,1.2499556265752566e-06
2011,33,3,3446707,3.0,0.08703960040699717,8.703960040699717e-07
2011,33,4,3811146,15.0,0.39358240277333906,3.9358240277333904e-06
2011,33,5,3872216,30.0,0.7747501688955368,7.747501688955369e-06
2011,33,6,3274080,32.0,0.977373796608513,9.77373796608513e-06
2011,33,7,3287500,40.0,1.2167300380228137,1.2167300380228136e-05
2011,33,8,2940026,40.0,1.3605321857697856,1.3605321857697857e-05
2011,33,9,2653813,41.0,1.5449468368720782,1.544946836872078e-05
2011,33,10,2491893,72.0,2.889369647894191,2.8893696478941912e-05
2011,33,11,2154123,91.0,4.224457006401213,4.2244570064012126e-05
2011,33,12,1706893,70.0,4.1010186344428154,4.101018634442815e-05
2011,33,13,1348618,74.0,5.487098644686634,5.4870986446866345e-05
2011,33,14,1112507,75.0,6.741530615088265,6.741530615088264e-05
2011,33,15,798139,83.0,10.399191118339036,0.00010399191118339036
2011,33,16,451609,80.0,17.714438817649782,0.00017714438817649782
2011,33,17,677109,137.0,20.233079164506748,0.00020233079164506747
2012,34,1,2420942,12.0,0.49567482409739677,4.956748240973968e-06
2012,34,2,3585337,1.0,0.027891380921793406,2.7891380921793406e-07
2012,34,3,4164206,2.0,0.048028363630425584,4.802836363042558e-07
2012,34,4,4204730,12.0,0.2853928789720148,2.8539287897201483e-06
2012,34,5,3580591,27.0,0.7540654601433116,7.5406546014331155e-06
2012,34,6,2935796,27.0,0.9196824302506031,9.196824302506032e-06
2012,34,7,3036187,51.0,1.6797384350832145,1.6797384350832145e-05
2012,34,8,2692418,43.0,1.5970774225993143,1.5970774225993142e-05
2012,34,9,2645176,57.0,2.154866065622855,2.1548660656228547e-05
2012,34,10,2797005,66.0,2.3596668579426923,2.3596668579426924e-05
2012,34,11,2256656,69.0,3.0576215426719893,3.057621542671989e-05
2012,34,12,1806355,84.0,4.650248705265576,4.6502487052655764e-05
2012,34,13,1546858,86.0,5.559657059665463,5.5596570596654636e-05
2012,34,14,946848,92.0,9.716448680252796,9.716448680252797e-05
2012,34,15,738464,86.0,11.645794514018286,0.00011645794514018286
2012,34,16,429264,97.0,22.59681687725968,0.0002259681687725968
2012,34,17,663951,153.0,23.04386920119105,0.00023043869201191052
2013,35,1,3782953,22.0,0.5815562604134918,5.815562604134918e-06
2013,35,2,3231412,2.0,0.061892448254818634,6.189244825481864e-07
2013,35,3,3019653,2.0,0.06623277575271065,6.623277575271066e-07
2013,35,4,3415419,14.0,0.40990578315574167,4.099057831557417e-06
2013,35,5,3616872,23.0,0.6359085972630494,6.359085972630494e-06
2013,35,6,3648200,43.0,1.1786634504687243,1.1786634504687242e-05
2013,35,7,3123607,37.0,1.184528015208059,1.1845280152080592e-05
2013,35,8,2482133,36.0,1.450365471954968,1.4503654719549678e-05
2013,35,9,2607694,46.0,1.764010654624354,1.764010654624354e-05
2013,35,10,2550172,70.0,2.7449128921500194,2.7449128921500196e-05
2013,35,11,2516572,85.0,3.377610495547117,3.377610495547117e-05
2013,35,12,1875558,78.0,4.158762352323948,4.158762352323948e-05
2013,35,13,1466740,98.0,6.6814841076128015,6.681484107612802e-05
2013,35,14,1081801,88.0,8.134582977830489,8.134582977830488e-05
2013,35,15,796911,104.0,13.050390821559748,0.00013050390821559748
2013,35,16,548537,95.0,17.318795268140526,0.00017318795268140527
2013,35,17,727098,161.0,22.142819812459944,0.00022142819812459943
2014,36,1,3083493,11.0,0.3567382834986167,3.5673828349861667e-06
2014,36,2,3879720,3.0,0.07732516779561412,7.732516779561412e-07
2014,36,3,3692412,4.0,0.108330273003121,1.08330273003121e-06
2014,36,4,4206168,12.0,0.28529530917452656,2.8529530917452656e-06
2014,36,5,3657076,34.0,0.9297044961603205,9.297044961603204e-06
2014,36,6,3358741,35.0,1.0420571279535993,1.0420571279535993e-05
2014,36,7,3462424,39.0,1.1263785140121487,1.1263785140121487e-05
2014,36,8,3078134,40.0,1.2994885862668748,1.2994885862668747e-05
2014,36,9,2357428,39.0,1.654345328892335,1.654345328892335e-05
2014,36,10,2834507,60.0,2.1167702178897425,2.1167702178897424e-05
2014,36,11,2084072,80.0,3.8386389721660286,3.8386389721660286e-05
2014,36,12,1937713,101.0,5.212330205763186,5.212330205763186e-05
2014,36,13,1673089,91.0,5.439041198645141,5.439041198645141e-05
2014,36,14,939678,90.0,9.57774897358457,9.577748973584568e-05
2014,36,15,902275,103.0,11.415588373832811,0.00011415588373832812
2014,36,16,616767,121.0,19.618429650094768,0.00019618429650094767
2014,36,17,562451,167.0,29.691475346296833,0.00029691475346296835
2015,37,1,3421937,9.0,0.2630089332445337,2.630089332445337e-06
2015,37,2,3848269,6.0,0.1559142565137728,1.5591425651377282e-06
2015,37,3,3665845,3.0,0.08183652063848854,8.183652063848854e-07
2015,37,4,3426170,12.0,0.35024531765790956,3.5024531765790956e-06
2015,37,5,4072795,22.0,0.5401695886976879,5.40169588697688e-06
2015,37,6,3383545,41.0,1.2117468513053617,1.2117468513053617e-05
2015,37,7,2859647,38.0,1.3288353422642725,1.3288353422642725e-05
2015,37,8,2842819,33.0,1.160819594916173,1.160819594916173e-05
2015,37,9,2115237,44.0,2.0801451563110893,2.0801451563110895e-05
2015,37,10,2840333,64.0,2.253256924452168,2.253256924452168e-05
2015,37,11,2637600,81.0,3.0709736123748863,3.0709736123748864e-05
2015,37,12,1832228,94.0,5.130365871496342,5.130365871496342e-05
2015,37,13,1740820,98.0,5.629530910720235,5.6295309107202354e-05
2015,37,14,1319721,99.0,7.501585562402962,7.501585562402962e-05
2015,37,15,943557,90.0,9.538374470222784,9.538374470222784e-05
2015,37,16,537222,116.0,21.592563223397402,0.00021592563223397403
2015,37,17,742565,173.0,23.297623777043086,0.00023297623777043087
2016,38,1,3750846,10.0,0.2666065202357015,2.666065202357015e-06
2016,38,2,3495434,2.0,0.05721750146047672,5.721750146047672e-07
2016,38,3,3643592,4.0,0.10978177578609241,1.0978177578609241e-06
2016,38,4,4171503,17.0,0.4075269752892423,4.075269752892423e-06
2016,38,5,4115236,28.0,0.6803984024245511,6.803984024245511e-06
2016,38,6,3090946,25.0,0.8088138712225965,8.088138712225965e-06
2016,38,7,3207257,45.0,1.403068104614005,1.403068104614005e-05
2016,38,8,2617397,42.0,1.6046476709494204,1.6046476709494204e-05
2016,38,9,2895163,55.0,1.899720326627551,1.899720326627551e-05
2016,38,10,2842380,53.0,1.8646345668066902,1.86463456680669e-05
2016,38,11,2452596,83.0,3.384169263914644,3.384169263914644e-05
2016,38,12,2058127,89.0,4.3243201221304615,4.324320122130461e-05
2016,38,13,1654038,107.0,6.4690170358843035,6.469017035884303e-05
2016,38,14,1113147,113.0,10.151399590530271,0.00010151399590530271
2016,38,15,905474,114.0,12.590090935797162,0.00012590090935797162
2016,38,16,527358,112.0,21.2379446220594,0.00021237944622059398
2016,38,17,754665,170.0,22.52655151623568,0.0002252655151623568
2017,39,1,3761966,9.0,0.23923661192046924,2.3923661192046925e-06
2017,39,2,3821001,1.0,0.026171152533066594,2.6171152533066594e-07
2017,39,3,3247603,6.0,0.18475164606018654,1.8475164606018655e-06
2017,39,4,4149523,12.0,0.28918986591952855,2.8918986591952857e-06
2017,39,5,3787855,21.0,0.5544034816538648,5.544034816538648e-06
2017,39,6,3150669,46.0,1.4600073825590691,1.4600073825590692e-05
2017,39,7,2921154,45.0,1.5404870814753349,1.540487081475335e-05
2017,39,8,2711923,30.0,1.106226098602357,1.1062260986023571e-05
2017,39,9,2138592,53.0,2.4782660741272764,2.4782660741272762e-05
2017,39,10,2601028,47.0,1.8069778564475276,1.8069778564475276e-05
2017,39,11,2499520,63.0,2.5204839329151194,2.5204839329151196e-05
2017,39,12,2184702,73.0,3.3414168156572384,3.341416815657238e-05
2017,39,13,1887939,93.0,4.926006613561137,4.926006613561137e-05
2017,39,14,1200510,117.0,9.745858010345604,9.745858010345604e-05
2017,39,15,726789,112.0,15.410249742359888,0.00015410249742359888
2017,39,16,627481,103.0,16.414839652515376,0.00016414839652515375
2017,39,17,819564,191.0,23.305074405415564,0.00023305074405415564
2018,40,1,3467006,12.0,0.3461199663340646,3.461199663340646e-06
2018,40,2,3337519,2.0,0.05992475248830043,5.992475248830044e-07
2018,40,3,4282156,6.0,0.14011633392151057,1.4011633392151056e-06
2018,40,4,3475626,17.0,0.48912052102268766,4.891205210226877e-06
2018,40,5,3762043,29.0,0.7708577493665011,7.708577493665011e-06
2018,40,6,3442636,40.0,1.1619003577491203,1.1619003577491202e-05
2018,40,7,2854831,51.0,1.7864455023782495,1.7864455023782495e-05
2018,40,8,2989727,54.0,1.8061849794312324,1.8061849794312324e-05
2018,40,9,2918403,61.0,2.090184254881865,2.0901842548818652e-05
2018,40,10,2532258,50.0,1.9745223432999324,1.9745223432999324e-05
2018,40,11,2423451,69.0,2.8471794973366493,2.8471794973366493e-05
2018,40,12,2175087,110.0,5.057268973608871,5.0572689736088715e-05
2018,40,13,1925897,110.0,5.711624245741076,5.7116242457410757e-05
2018,40,14,1512499,130.0,8.595047004989755,8.595047004989755e-05
2018,40,15,1021677,118.0,11.549638486527542,0.00011549638486527543
2018,40,16,810585,112.0,13.817181418358345,0.00013817181418358346
2018,40,17,975116,192.0,19.689965091332724,0.00019689965091332723
2019,41,1,3151226,14.0,0.44427153114375173,4.442715311437517e-06
2019,41,2,3315515,3.0,0.09048368051418859,9.04836805141886e-07
2019,41,3,3516327,6.0,0.17063259475014697,1.7063259475014696e-06
2019,41,4,4317748,15.0,0.34740332228745174,3.474033222874517e-06
2019,41,5,4243153,30.0,0.7070214060157622,7.070214060157623e-06
2019,41,6,3999215,48.0,1.2002355462259469,1.2002355462259468e-05
2019,41,7,3243341,57.0,1.7574470276175094,1.7574470276175093e-05
2019,41,8,3392558,45.0,1.3264327389539101,1.3264327389539102e-05
2019,41,9,3019986,48.0,1.589411341641981,1.589411341641981e-05
2019,41,10,2548752,67.0,2.628737515458546,2.628737515458546e-05
2019,41,11,2488599,74.0,2.973560625878255,2.9735606258782552e-05
2019,41,12,2443550,92.0,3.7650140164923984,3.7650140164923986e-05
2019,41,13,1994586,107.0,5.364521760405418,5.364521760405417e-05
2019,41,14,1296504,135.0,10.412617315488422,0.00010412617315488422
2019,41,15,1161552,107.0,9.211813160323429,9.211813160323429e-05
2019,41,16,823709,119.0,14.446849554879211,0.0001444684955487921
2019,41,17,916620,197.0,21.492003229255307,0.00021492003229255308
2020,42,1,2408514,7.0,0.2906356367453127,2.9063563674531267e-06
2020,42,2,3686680,5.0,0.13562337930061735,1.3562337930061735e-06
2020,42,3,3464485,6.0,0.1731859136350713,1.731859136350713e-06
2020,42,4,3995156,18.0,0.4505456107345996,4.505456107345996e-06
2020,42,5,4364464,29.0,0.6644573079305959,6.644573079305959e-06
2020,42,6,3820201,54.0,1.4135381881738684,1.4135381881738684e-05
2020,42,7,3407764,40.0,1.1737902037817172,1.1737902037817172e-05
2020,42,8,3477604,46.0,1.3227498012999754,1.3227498012999755e-05
2020,42,9,2870244,48.0,1.6723316902674477,1.6723316902674477e-05
2020,42,10,2581442,48.0,1.8594258557813812,1.8594258557813813e-05
2020,42,11,2255810,65.0,2.8814483489300957,2.881448348930096e-05
2020,42,12,1845709,85.0,4.60527634637963,4.60527634637963e-05
2020,42,13,1688563,103.0,6.099861242962211,6.099861242962211e-05
2020,42,14,1629637,112.0,6.87269618939678,6.87269618939678e-05
2020,42,15,1211505,102.0,8.419280151547044,8.419280151547043e-05
2020,42,16,783861,91.0,11.609201121117136,0.00011609201121117137
2020,42,17,1016985,151.0,14.847809948032666,0.00014847809948032666
2021,43,1,3507046,12.0,0.34216830916959745,3.4216830916959743e-06
2021,43,2,4054929,2.0,0.04932268851069896,4.932268851069896e-07
2021,43,3,4283554,4.0,0.09338040328194765,9.338040328194765e-07
2021,43,4,3997521,21.0,0.5253255705223312,5.2532557052233125e-06
2021,43,5,4427766,45.0,1.0163138702451755,1.0163138702451755e-05
2021,43,6,3897470,54.0,1.385514192540289,1.385514192540289e-05
2021,43,7,3498863,76.0,2.172134204740226,2.1721342047402257e-05
2021,43,8,2566744,58.0,2.2596721761110574,2.2596721761110573e-05
2021,43,9,3245218,78.0,2.403536526667854,2.403536526667854e-05
2021,43,10,2856813,51.0,1.7852061020444812,1.7852061020444812e-05
2021,43,11,2262765,72.0,3.1819477497663256,3.181947749766326e-05
2021,43,12,2568971,108.0,4.204017873304137,4.2040178733041365e-05
2021,43,13,2137933,122.0,5.706446366654147,5.706446366654147e-05
2021,43,14,1684634,125.0,7.420009331403735,7.420009331403735e-05
2021,43,15,1255668,108.0,8.600999627290017,8.600999627290017e-05
2021,43,16,785288,85.0,10.824054359674411,0.00010824054359674412
2021,43,17,898094,166.0,18.483588577587646,0.00018483588577587648
2022,44,1,3803367,17.0,0.44697237999909023,4.4697237999909025e-06
2022,44,2,4027825,1.0,0.024827295128264013,2.482729512826401e-07
2022,44,3,4243996,5.0,0.11781349464042849,1.178134946404285e-06
2022,44,4,4002670,25.0,0.6245830907868998,6.245830907868997e-06
2022,44,5,4453470,57.0,1.2799008413663953,1.2799008413663952e-05
2022,44,6,3966290,63.0,1.58838612406052,1.58838612406052e-05
2022,44,7,3948614,73.0,1.848749966443922,1.848749966443922e-05
2022,44,8,3580336,69.0,1.9271934254215246,1.9271934254215246e-05
2022,44,9,2728838,69.0,2.528548781569298,2.528548781569298e-05
2022,44,10,2903778,62.0,2.135149450130141,2.1351494501301407e-05
2022,44,11,2529294,75.0,2.96525433579489,2.96525433579489e-05
2022,44,12,2608126,108.0,4.140904235454882,4.140904235454882e-05
2022,44,13,1850559,149.0,8.051621158795802,8.051621158795802e-05
2022,44,14,1582085,154.0,9.7339902723305,9.7339902723305e-05
2022,44,15,1297741,148.0,11.404432779730316,0.00011404432779730316
2022,44,16,697490,113.0,16.200949117550074,0.00016200949117550073
2022,44,17,938938,214.0,22.791707226675243,0.00022791707226675243
2023,45,1,3766362,12.0,0.3186098415393953,3.186098415393953e-06
2023,45,2,3995889,6.0,0.15015432110351415,1.5015432110351414e-06
2023,45,3,3773595,5.0,0.13249964556344812,1.3249964556344812e-06
2023,45,4,4399768,20.0,0.4545694227513814,4.545694227513814e-06
2023,45,5,4065554,50.0,1.229844690293131,1.2298446902931311e-05
2023,45,6,4407003,94.0,2.1329688225762498,2.1329688225762497e-05
2023,45,7,4056167,85.0,2.0955744672248455,2.0955744672248454e-05
2023,45,8,3267269,78.0,2.387314910403765,2.3873149104037653e-05
2023,45,9,3399909,92.0,2.7059547770249144,2.7059547770249146e-05
2023,45,10,2966127,72.0,2.4274078621717816,2.4274078621717814e-05
2023,45,11,2772337,88.0,3.174217275893948,3.174217275893948e-05
2023,45,12,2636734,127.0,4.816564735009296,4.8165647350092954e-05
2023,45,13,2087463,137.0,6.562990577557542,6.562990577557543e-05
2023,45,14,1796379,141.0,7.849123152742266,7.849123152742266e-05
2023,45,15,1083730,174.0,16.05565962001606,0.00016055659620016057
2023,45,16,737844,143.0,19.38079051940519,0.00019380790519405187
2023,45,17,958012,244.0,25.469409568982435,0.00025469409568982436
