metric,value
MAE_x100k,0.8935003790046367
MAPE_%,13.079020174560332
SMAPE_%,12.700638445359031
MSE_x100k,2.43911609869889
RMSE_x100k,1.561766979641614
MSE_logm,0.02884861326843575
RMSE_logm,0.16984879531052244
